,planet_density,planet_radius,planet_mass
3784,3.68,1.794,3.87
3785,2.5,2.71,9.1
3786,0.917,3.3,6.0
3787,1.24,3.6,10.5
3788,5.95,1.2,1.87
3789,2.11,2.75,8.0
3790,2.88,2.17,5.35
3791,2.01,2.86,8.55
3792,5.75,1.14,1.55
3793,4.99,0.89,0.64
3795,1.27,4.06,15.5
3796,3.8,1.75,3.71
3797,5.34,1.35,2.39
3798,5.34,1.35,2.39
3799,2.74,2.25,5.69
3800,4.05,1.67,3.43
3801,0.19,8.8,23.1
3802,1.88,12.3,640.0
3803,1.02,3.9,11.3
3804,3.5,1.87,4.16
3805,3.52,1.86,4.12
3806,2.22,2.65,7.51
3807,5.5,1.32,2.3
3808,2.39,2.5,6.8
3809,3.35,1.93,4.38
3810,3.28,1.96,4.5
3811,0.827,6.54,42.1
3812,11.3,2.87,48.5
3813,3.2,1.8,3.89
3814,4.1,1.53,2.96
3815,1.9,2.09,5.02
3816,1.2,2.0,4.66
3817,3.0,1.61,3.22
3818,5.29,1.36,2.42
3819,5.87,1.17,1.71
3820,5.99,1.22,1.98
3821,2.15,2.71,7.8
3822,3.75,1.77,3.78
3823,1.37,3.83,14.0
3824,1.83,3.07,9.64
3825,2.59,2.35,6.12
3826,2.2,2.67,7.61
3827,2.77,2.23,5.6
3828,4.77,1.47,2.76
3829,5.5,1.32,2.3
3830,3.47,1.88,4.19
3831,2.9,2.16,5.31
3832,2.16,2.7,7.75
3833,2.74,2.25,5.69
3834,1.91,2.34,4.5
3835,1.65,2.55,5.0
3836,1.2,2.68,4.0
3837,0.47,11.59,132.0
3838,4.1,2.15,7.3
3839,2.2,2.67,7.61
3840,2.02,2.85,8.5
3841,4.05,1.67,3.43
3842,1.7,3.26,10.7
3843,2.62,2.33,6.04
3844,3.75,1.77,3.78
3845,5.44,1.33,2.33
3846,5.24,1.37,2.45
3847,5.97,1.24,2.07
3848,5.71,1.12,1.46
3849,5.39,1.34,2.36
3850,2.26,2.61,7.32
3851,2.76,2.24,5.65
3852,3.62,1.82,3.97
3853,2.95,2.13,5.18
3854,10.4,3.1,56.2
3855,22.5,2.46,61.0
3856,5.95,1.2,1.87
3857,5.39,1.01,1.01
3858,0.774,5.937,29.5
3859,0.896,5.31,24.4
3860,2.05,2.82,8.35
3861,3.18,2.01,4.7
3862,4.87,1.45,2.7
3865,0.3,3.1,37.5
3866,0.3,4.3,49.4
3867,1.48,3.62,12.8
3868,1.5,3.59,12.6
3869,1.27,4.07,15.6
3870,9.3,3.36,64.2
3871,19.3,2.92,87.3
3872,4.08,2.8,16.3
3873,3.74,2.9,16.6
3874,2.0,2.87,8.6
3875,1.65,3.33,11.1
3876,1.62,3.38,11.4
3877,2.61,2.34,6.08
3878,3.56,1.84,4.04
3879,4.5,1.54,2.99
3880,3.24,1.98,4.58
3881,4.66,1.5,2.86
3882,2.74,2.25,5.69
3883,93.7,1.79,97.8
3884,147.0,1.43,78.0
3885,4.19,0.66,0.219
3886,5.18,0.95,0.809
3887,6.02,1.23,2.04
3888,3.75,1.77,3.78
3889,3.18,2.01,4.7
3890,2.16,2.706,7.78
3893,3.98,1.69,3.5
3894,2.43,2.47,6.66
3895,1.62,3.38,11.4
3896,2.33,2.55,7.04
3897,2.71,2.27,5.77
3898,2.95,2.13,5.18
3899,26.8,1.98,37.9
3900,1.34,3.89,14.4
3901,2.42,2.48,6.71
3902,2.28,2.59,7.22
3903,2.41,2.49,6.76
3904,2.24,2.63,7.41
3905,3.52,1.86,4.12
3906,2.04,2.83,8.4
3907,1.65,3.33,11.1
3908,2.43,2.47,6.66
3909,2.2,2.67,7.61
3910,4.15,1.64,3.33
3911,5.29,1.36,2.42
3912,3.2,2.0,4.66
3913,2.86,2.18,5.39
3914,3.84,1.74,3.68
3915,3.18,2.01,4.7
3916,2.51,2.41,6.39
3917,5.56,1.07,1.24
3918,1.61,2.72,6.2
3919,1.26,2.78,5.12
3920,2.16,2.7,7.75
3921,2.07,2.8,8.25
3922,1.48,3.61,12.7
3923,1.27,4.06,15.5
3924,0.983,4.95,21.7
3925,0.875,5.41,25.2
3926,2.26,2.61,7.32
3927,2.59,2.35,6.12
3928,2.42,2.48,6.71
3929,2.91,2.15,5.27
3930,4.31,1.59,3.15
3931,5.5,1.32,2.3
3932,1.9,2.99,9.22
3933,4.46,1.55,3.02
3934,2.39,2.5,6.8
3935,1.77,2.15,3.2
3936,1.36,3.87,14.3
3937,1.76,3.17,10.2
3938,2.22,2.65,7.51
3939,4.17,1.63,3.29
3940,2.91,2.15,5.27
3941,6.02,1.23,2.04
3942,2.09,2.77,8.1
3943,2.09,2.77,8.1
3944,2.09,2.77,8.1
3945,5.44,1.33,2.33
3946,2.86,2.18,5.39
3947,2.7,2.28,5.82
3948,5.75,1.13,1.51
3949,0.395,10.0,71.9
3950,0.588,5.217,15.2
3951,2.32,2.748,8.7
3952,4.39,1.57,3.09
3953,4.61,1.51,2.89
3954,5.6,1.09,1.32
3955,1.27,4.07,15.6
3956,1.87,3.02,9.38
3957,1.32,3.94,14.7
3958,1.26,4.09,15.7
3959,4.15,1.64,3.33
3960,4.66,1.5,2.86
3961,2.61,2.34,6.08
3962,3.8,1.75,3.71
3963,4.27,3.03,21.6
3964,120.0,2.18,225.6
3965,2.31,2.57,7.13
3966,6.78,2.31,15.2
3967,3.1,2.05,4.86
3968,2.1,2.76,8.05
3969,3.22,1.99,4.62
3970,2.45,2.45,6.57
3971,3.2,2.0,4.66
3972,2.26,2.61,7.32
3973,2.31,2.57,7.13
3974,2.62,2.33,6.04
3975,52.8,2.2,102.3
3976,5.24,1.37,2.45
3977,2.08,2.78,8.15
3978,4.05,1.67,3.43
3981,2.38,2.51,6.85
3982,2.62,2.33,6.04
3983,9.27,2.0,13.5
3984,5.31,5.6,169.7
3985,1.83,3.07,9.64
3986,2.54,2.39,6.3
3987,3.86,1.73,3.64
3988,3.04,2.08,4.98
3989,5.04,1.41,2.57
3990,3.2,2.0,4.66
3991,4.39,1.57,3.09
3992,2.79,2.22,5.56
3993,3.1,2.05,4.86
3994,5.71,1.28,2.18
3995,2.77,2.23,5.6
3996,1.54,3.51,12.1
3997,1.43,3.7,13.2
3998,2.15,2.71,7.8
3999,2.48,2.43,6.48
4000,1.37,3.83,14.0
4001,1.82,3.08,9.69
4002,18.4,1.93,24.1
4003,37.6,1.73,35.4
4004,3.12,2.04,4.82
4005,1.19,4.26,16.8
4006,9.08,2.2,17.6
4008,1.68,3.293,10.9
4009,4.82,1.46,2.73
4010,3.06,2.07,4.94
4011,3.31,1.95,4.46
4012,3.28,1.96,4.5
4013,1.74,3.18,10.2
4014,5.96,1.21,1.92
4015,5.97,1.24,2.07
4016,1.7,3.26,10.7
4017,5.6,1.3,2.24
4018,2.04,2.83,8.4
4019,1.72,1.8,1.9
4020,0.66,2.87,2.9
4021,1.28,3.12,7.3
4022,0.58,4.19,8.0
4023,0.69,2.49,2.0
4024,4.0,3.33,25.0
4025,3.6,1.83,4.01
4026,2.81,2.21,5.52
4027,3.8,1.75,3.71
4028,2.43,2.47,6.66
4029,2.21,2.66,7.56
4030,2.71,2.27,5.77
4031,6.02,1.23,2.04
4032,3.18,2.01,4.7
4033,4.11,1.65,3.36
4034,5.39,1.34,2.36
4035,4.82,1.46,2.73
4036,2.84,2.19,5.43
4037,4.35,1.58,3.12
4038,0.593,7.3,42.0
4039,2.21,2.66,7.56
4040,3.2,2.0,4.66
4041,1.87,3.02,9.38
4042,2.06,2.81,8.3
4043,5.34,1.35,2.39
4044,3.95,1.7,3.53
4045,2.34,2.54,6.99
4046,5.67,1.11,1.41
4047,2.12,2.74,7.95
4048,3.38,1.92,4.35
4049,2.58,2.36,6.17
4050,2.52,2.4,6.35
4051,5.19,1.38,2.48
4052,3.4,1.91,4.31
4053,3.12,2.04,4.82
4054,4.05,1.67,3.43
4055,5.71,1.28,2.18
4056,3.56,1.84,4.04
4057,3.86,1.73,3.64
4058,3.28,1.96,4.5
4059,1.46,3.65,12.9
4060,1.92,2.96,9.06
4061,2.13,2.73,7.9
4062,10.73,1.82,11.7
4064,4.69,0.8,0.437
4065,4.66,0.792,0.422
4066,4.14,0.645,0.202
4067,4.31,1.59,3.15
4068,2.59,2.35,6.12
4069,3.26,1.97,4.54
4070,2.23,2.64,7.46
4071,3.54,1.85,4.08
4072,4.15,1.64,3.33
4073,2.83,2.2,5.48
4074,3.95,1.7,3.53
4075,5.9,1.19,1.81
4076,18.7,1.26,6.8
4077,3.76,1.6,2.8
4078,1.32,2.53,3.9
4079,2.09,2.77,8.1
4080,4.75,0.82,0.477
4081,4.77,1.47,2.76
4082,4.05,1.67,3.43
4083,1.48,3.6,12.6
4084,3.22,1.99,4.62
4085,5.09,1.4,2.54
4086,6.02,1.23,2.04
4087,2.26,2.61,7.32
4088,3.98,1.69,3.5
4089,4.91,1.44,2.67
4090,5.6,1.09,1.32
4091,2.27,2.6,7.27
4092,5.39,1.02,1.04
4093,2.79,2.22,5.56
4094,4.92,0.87,0.59
4095,3.86,1.73,3.64
4096,2.61,2.34,6.08
4097,2.58,2.36,6.17
4098,3.14,2.03,4.78
4099,5.5,1.32,2.3
4100,5.6,1.09,1.32
4101,2.61,2.34,6.08
4102,2.56,2.37,6.21
4103,1.59,3.42,11.6
4104,2.66,2.3,5.9
4105,2.93,2.14,5.22
4106,2.95,2.13,5.18
4107,2.81,2.21,5.52
4108,5.43,1.03,1.08
4109,5.71,1.12,1.46
4110,4.46,1.55,3.02
4111,1.62,3.361,11.2
4112,3.98,1.69,3.5
4113,3.92,1.71,3.57
4114,2.39,2.5,6.8
4115,5.15,0.94,0.779
4116,0.3,8.059,29.875
4117,1.74,12.341,584.78
4118,2.51,2.41,6.39
4119,2.32,2.56,7.08
4120,1.73,3.2,10.3
4121,4.99,0.89,0.64
4122,4.31,1.59,3.15
4123,1.9,2.99,9.22
4124,2.45,2.45,6.57
4125,3.42,1.9,4.27
4126,5.56,1.07,1.24
4127,5.5,1.32,2.3
4128,3.28,1.96,4.5
4129,0.554,7.68,45.7
4130,3.22,1.99,4.62
4131,4.39,1.57,3.09
4132,2.51,2.41,6.39
4133,2.05,2.82,8.35
4134,2.18,2.68,7.65
4135,5.44,1.33,2.33
4136,2.77,2.23,5.6
4137,2.26,2.61,7.32
4138,3.04,2.08,4.98
4139,3.75,1.77,3.78
4140,1.48,3.6,12.6
4141,5.09,0.92,0.721
4142,5.44,1.33,2.33
4143,4.61,1.51,2.89
4144,2.58,2.36,6.17
4145,5.5,1.32,2.3
4146,4.61,1.51,2.89
4147,3.04,2.08,4.98
4148,2.77,2.23,5.6
4149,5.91,1.25,2.1
4150,4.77,1.47,2.76
4151,5.78,1.15,1.6
4152,0.11,19.661,137.30256
4153,4.7,2.15,8.5
4154,4.54,1.53,2.96
4155,5.54,1.06,1.2
4156,2.68,2.29,5.86
4157,1.94,2.94,8.96
4158,5.54,1.06,1.2
4159,1.85,3.05,9.53
4160,5.04,1.41,2.57
4161,4.15,1.64,3.33
4162,4.21,1.62,3.26
4163,2.64,2.32,5.99
4164,4.61,1.51,2.89
4165,2.61,2.34,6.08
4166,2.71,2.27,5.77
4167,3.95,1.7,3.53
4168,2.33,2.55,7.04
4169,2.93,2.14,5.22
4170,5.9,1.19,1.81
4171,2.58,2.36,6.17
4172,5.99,1.22,1.98
4173,5.14,1.39,2.51
4174,3.22,1.99,4.62
4175,4.91,1.44,2.67
4176,2.96,2.12,5.14
4177,2.61,2.34,6.08
4178,0.788,5.87,29.0
4179,2.83,2.2,5.48
4180,8.66,2.6,27.7
4181,36.9,1.75,36.0
4182,4.57,1.52,2.92
4183,3.47,1.88,4.19
4184,4.66,0.79,0.418
4185,5.99,1.22,1.98
4186,5.44,1.33,2.33
4187,3.62,1.82,3.97
4188,4.87,1.45,2.7
4189,2.68,2.29,5.86
4190,4.5,1.54,2.99
4191,5.09,1.4,2.54
4192,12.0,2.94,55.3
4193,4.73,1.48,2.79
4194,2.15,2.71,7.8
4195,4.99,1.42,2.6
4196,3.35,1.93,4.38
4197,2.27,2.6,7.27
4198,2.06,2.81,8.3
4199,4.66,0.79,0.418
4200,2.93,2.14,5.22
4201,2.01,2.86,8.55
4202,3.35,1.93,4.38
4203,1.97,2.9,8.75
4204,4.45,0.73,0.315
4205,3.8,1.75,3.71
4206,5.67,1.11,1.41
4207,5.78,1.15,1.6
4208,2.24,2.63,7.41
4209,2.73,2.26,5.73
4210,3.8,1.75,3.71
4211,5.34,1.35,2.39
4212,4.91,1.44,2.67
4213,4.91,1.44,2.67
4214,5.29,1.36,2.42
4215,2.62,2.33,6.04
4216,5.89,1.18,1.76
4217,2.55,2.38,6.26
4218,2.56,2.37,6.21
4219,4.47,0.74,0.33
4220,3.38,1.92,4.35
4221,3.56,1.84,4.04
4222,4.05,1.67,3.43
4223,5.44,1.33,2.33
4224,4.46,1.55,3.02
4225,5.6,1.3,2.24
4226,5.55,1.31,2.27
4227,2.64,2.32,5.99
4228,4.7,1.49,2.83
4229,4.57,1.52,2.92
4230,4.89,0.86,0.566
4231,4.94,1.43,2.63
4232,4.57,1.52,2.92
4233,4.35,1.58,3.12
4234,2.39,2.5,6.8
4235,3.75,1.77,3.78
4236,2.73,2.26,5.73
4237,3.62,1.82,3.97
4238,5.75,1.14,1.55
4239,5.89,1.18,1.76
4240,5.34,1.35,2.39
4241,2.3,2.58,7.18
4242,4.01,1.68,3.46
4243,1.88,3.01,9.32
4244,3.14,2.03,4.78
4245,4.17,1.63,3.29
4246,5.09,1.4,2.54
4247,2.21,2.66,7.56
4248,2.23,2.64,7.46
4249,1.65,3.32,11.0
4250,4.73,1.48,2.79
4251,2.56,2.37,6.21
4252,2.41,2.49,6.76
4253,4.99,1.42,2.6
4254,4.73,1.48,2.79
4255,5.9,1.19,1.81
4256,4.28,1.6,3.19
4257,5.39,1.01,1.01
4258,3.8,1.75,3.71
4259,1.46,1.43,0.77
4260,2.07,1.34,0.9
4261,3.5,1.87,4.16
4262,4.15,1.64,3.33
4263,4.46,1.55,3.02
4264,3.4,1.91,4.31
4265,5.96,1.21,1.92
4266,5.24,0.97,0.871
4267,2.91,2.15,5.27
4268,4.5,1.54,2.99
4269,5.71,1.12,1.46
4270,4.57,1.52,2.92
4271,8.1,2.4,20.0
4272,14.8,2.52,43.0
4273,7.25,12.6,2637.97578
4274,4.99,1.42,2.6
4275,4.07,1.66,3.39
4276,3.62,1.82,3.97
4277,5.24,0.97,0.871
4278,1.74,3.19,10.3
4279,4.46,1.55,3.02
4280,5.05,0.91,0.693
4281,5.24,0.97,0.871
4282,5.55,1.31,2.27
4283,1.9,2.98,9.17
4284,5.39,1.02,1.04
4285,1.97,2.9,8.75
4286,4.15,1.64,3.33
4287,5.24,1.37,2.45
4288,5.09,1.4,2.54
4289,4.94,1.43,2.63
4290,4.99,1.42,2.6
4291,2.68,2.29,5.86
4292,3.47,1.88,4.19
4293,3.4,1.91,4.31
4294,2.43,2.47,6.66
4295,3.65,0.52,0.0933
4296,2.56,2.37,6.21
4297,6.0,2.41,16.13
4298,77.7,0.84,8.25
4299,4.91,1.44,2.67
4300,5.97,1.24,2.07
4301,5.99,1.22,1.98
4302,0.412,9.658,67.5
4303,3.0,2.1,5.06
4304,5.42,1.027,1.07
4305,3.78,1.76,3.75
4306,0.943,5.11,22.9
4307,5.19,1.38,2.48
4308,3.56,1.844,4.06
4309,1.52,3.54,12.3
4310,4.41,1.56,3.05
4311,1.8,3.11,9.85
4312,5.39,1.34,2.36
4313,5.96,1.21,1.92
4314,5.71,1.28,2.18
4315,4.46,1.55,3.02
4316,5.89,1.18,1.76
4317,3.95,1.7,3.53
4318,0.992,4.92,21.5
4319,2.52,2.4,6.35
4320,2.24,2.628,7.41
4321,4.24,1.61,3.22
4322,2.9,2.155,5.29
4323,4.57,1.52,2.92
4324,4.61,1.51,2.89
4325,2.01,2.86,8.55
4326,1.23,4.18,16.3
4327,3.67,1.8,3.89
4328,5.28,0.98,0.904
4329,2.88,2.17,5.35
4330,3.78,1.76,3.75
4331,2.03,2.84,8.45
4332,4.11,1.65,3.36
4333,5.51,1.05,1.16
4334,5.24,1.37,2.45
4335,2.06,2.81,8.3
4336,2.68,2.29,5.86
4337,4.87,1.45,2.7
4338,3.24,1.98,4.58
4339,3.92,1.71,3.57
4340,2.51,2.41,6.39
4341,5.09,0.92,0.721
4342,4.38,0.71,0.285
4343,3.2,2.0,4.66
4344,5.85,1.26,2.13
4345,4.46,1.55,3.02
4346,1.9,2.99,9.22
4347,4.07,1.66,3.39
4348,3.35,1.93,4.38
4349,3.56,1.84,4.04
4350,2.58,2.36,6.17
4351,4.35,1.58,3.12
4352,5.43,1.03,1.08
4353,3.33,1.94,4.42
4354,4.34,0.7,0.271
4355,3.64,1.81,3.93
4356,5.81,1.16,1.65
4357,2.37,2.52,6.9
4358,3.86,1.73,3.64
4359,4.16,0.65,0.208
4360,4.99,0.89,0.64
4361,3.67,1.8,3.89
4362,1.91,2.97,9.11
4363,4.82,1.46,2.73
4364,4.54,1.53,2.96
4365,5.71,1.28,2.18
4366,5.71,1.12,1.46
4367,2.04,2.83,8.4
4368,12.6,2.05,19.8
4369,3.22,1.99,4.62
4370,1.61,3.4,11.5
4371,4.89,0.86,0.566
4372,2.27,2.6,7.27
4373,5.91,1.25,2.1
4374,2.91,2.15,5.27
4375,5.09,0.92,0.721
4376,4.69,0.8,0.437
4377,4.94,1.43,2.63
4378,5.09,0.92,0.721
4379,4.11,1.65,3.36
4380,2.17,2.69,7.7
4381,4.77,1.47,2.76
4382,3.47,1.88,4.19
4383,3.56,1.84,4.04
4384,5.77,1.27,2.15
4385,4.45,0.73,0.315
4386,4.11,0.64,0.196
4387,5.77,1.27,2.15
4388,5.81,1.16,1.65
4389,2.68,2.29,5.86
4390,3.84,1.74,3.68
4391,5.51,1.05,1.16
4392,5.91,1.25,2.1
4393,2.83,2.2,5.48
4394,5.6,1.3,2.24
4395,1.7,0.64,0.07
4396,3.6,1.51,2.3
4397,3.6,1.51,2.1
4398,4.67,0.797,0.43
4399,4.94,1.43,2.63
4400,2.74,2.25,5.69
4401,3.47,1.88,4.19
4402,5.04,1.41,2.57
4403,3.33,1.94,4.42
4404,4.86,0.85,0.543
4405,5.97,1.24,2.07
4406,5.12,0.93,0.749
4407,2.28,2.59,7.22
4408,2.73,2.26,5.73
4409,2.01,2.86,8.55
4410,2.44,2.46,6.62
4411,3.75,1.77,3.78
4412,1.94,2.94,8.96
4413,1.62,3.38,11.4
4414,5.89,1.18,1.76
4415,4.01,1.68,3.46
4416,3.28,1.96,4.5
4417,4.69,0.8,0.437
4418,5.14,1.39,2.51
4419,4.69,0.8,0.437
4420,3.06,2.07,4.94
4421,3.9,1.72,3.61
4422,5.02,0.9,0.666
4423,5.43,1.03,1.08
4424,5.91,1.25,2.1
4425,7.1,12.733,2669.66
4426,4.24,1.61,3.22
4427,3.67,1.8,3.89
4428,4.21,1.62,3.26
4429,4.01,1.68,3.46
4430,4.54,0.76,0.363
4431,2.93,2.14,5.22
4432,3.18,2.01,4.7
4433,1.32,3.96,14.9
4434,5.66,1.1,1.37
4435,2.74,2.25,5.69
4436,4.99,0.89,0.64
4437,5.47,1.04,1.12
4438,4.3,0.69,0.257
4439,5.04,1.41,2.57
4440,3.72,1.78,3.82
4441,2.05,2.82,8.35
4442,4.79,0.83,0.498
4443,3.62,1.82,3.97
4444,6.02,1.23,2.04
4445,5.66,1.29,2.21
4446,4.96,0.88,0.615
4447,5.34,1.0,0.972
4448,4.07,1.66,3.39
4449,2.01,2.86,8.55
4450,3.22,1.99,4.62
4451,2.01,2.86,8.55
4452,2.9,2.16,5.31
4453,5.71,1.28,2.18
4454,5.12,0.93,0.749
4455,3.16,2.02,4.74
4456,5.54,1.06,1.2
4457,5.81,1.16,1.65
4458,5.15,0.94,0.779
4459,4.41,1.56,3.05
4460,5.66,1.1,1.37
4461,4.15,1.64,3.33
4462,5.66,1.29,2.21
4463,2.51,2.41,6.39
4464,1.62,3.37,11.3
4465,5.89,1.18,1.76
4466,4.77,1.47,2.76
4467,2.79,2.22,5.56
4468,4.41,1.56,3.05
4469,5.67,1.11,1.41
4470,4.89,0.86,0.566
4471,5.55,1.31,2.27
4472,5.24,1.37,2.45
4473,5.15,0.94,0.779
4474,4.82,1.46,2.73
4475,5.44,1.33,2.33
4476,5.34,1.35,2.39
4477,5.85,1.26,2.13
4478,5.55,1.31,2.27
4479,1.33,3.93,14.7
4480,5.24,0.97,0.871
4481,2.86,2.18,5.39
4482,5.22,0.96,0.84
4483,4.75,0.82,0.477
4484,1.97,2.9,8.75
4485,4.24,1.61,3.22
4486,4.01,1.68,3.46
4487,11.0,2.65,37.1
4488,5.41,4.32,79.4
4489,3.92,1.71,3.57
4490,1.64,3.35,11.2
4491,2.16,2.7,7.75
4492,2.2,2.67,7.61
4493,3.47,1.88,4.19
4494,2.9,2.16,5.31
4495,5.75,1.14,1.55
4496,3.22,1.99,4.62
4497,2.1,2.76,8.05
4498,5.29,1.36,2.42
4499,1.43,3.71,13.3
4500,1.78,3.13,9.96
4501,3.28,1.96,4.5
4502,3.14,2.03,4.78
4503,1.38,3.82,14.0
4504,3.52,1.86,4.12
4505,4.07,1.66,3.39
4506,5.34,1.0,0.972
4507,3.75,1.77,3.78
4508,4.46,1.55,3.02
4509,1.67,3.3,10.9
4510,3.86,1.73,3.64
4511,5.78,1.15,1.6
4512,1.65,3.332,11.1
4513,2.07,2.8,8.25
4514,4.54,1.53,2.96
4515,2.48,2.43,6.48
4516,5.56,1.07,1.24
4517,5.04,1.41,2.57
4518,3.42,1.9,4.27
4519,5.9,1.19,1.81
4520,2.9,2.16,5.31
4521,1.95,2.92,8.85
4522,4.05,1.67,3.43
4523,5.89,1.18,1.76
4524,3.86,1.73,3.64
4525,3.6,1.83,4.01
4526,3.67,1.8,3.89
4527,1.48,3.6,12.6
4528,0.473,8.68,56.3
4529,4.05,1.67,3.43
4530,6.02,1.23,2.04
4531,5.39,1.01,1.01
4532,4.57,1.52,2.92
4533,2.98,2.11,5.1
4534,4.77,1.47,2.76
4535,2.64,2.32,5.99
4536,2.95,2.13,5.18
4537,3.52,1.86,4.12
4538,4.11,1.652,3.37
4539,3.75,1.77,3.78
4540,1.22,4.21,16.5
4541,4.24,1.61,3.22
4542,1.32,3.96,14.9
4543,1.85,3.04,9.48
4544,4.61,1.51,2.89
4545,4.7,1.49,2.83
4546,5.04,1.41,2.57
4547,1.83,3.07,9.64
4548,1.94,2.94,8.96
4549,2.79,2.22,5.56
4550,4.07,1.66,3.39
4551,5.44,1.33,2.33
4552,5.9,1.19,1.81
4553,0.93,10.76,209.76
4554,5.91,1.25,2.1
4555,1.44,3.69,13.2
4556,2.07,2.79,8.2
4557,1.79,3.12,9.91
4558,1.47,3.64,12.9
4559,5.95,1.2,1.87
4560,4.41,1.56,3.05
4561,1.74,3.18,10.2
4562,2.71,2.27,5.77
4563,2.95,2.13,5.18
4564,5.12,0.93,0.749
4565,5.5,1.32,2.3
4566,4.82,0.84,0.52
4567,5.44,1.33,2.33
4568,3.54,1.85,4.08
4569,1.84,3.06,9.59
4570,3.02,2.09,5.02
4571,1.62,3.36,11.2
4572,4.01,1.68,3.46
4573,5.89,1.18,1.76
4574,0.489,8.46,53.9
4575,4.82,12.42,1678.1424
4576,5.88,1.176,1.74
4577,0.418,9.55,66.2
4578,3.8,1.75,3.71
4579,0.406,9.76,68.7
4580,1.85,3.05,9.53
4581,0.618,7.06,39.6
4582,2.07,2.79,8.2
4583,2.54,2.39,6.3
4584,0.804,5.77,28.1
4585,2.39,2.5,6.8
4586,3.86,1.73,3.64
4587,4.35,1.58,3.12
4588,1.52,3.54,12.3
4589,5.05,0.91,0.693
4590,2.48,2.43,6.48
4591,1.03,4.77,20.4
4592,4.82,1.46,2.73
4593,3.0,2.1,5.06
4594,1.95,2.92,8.85
4595,2.35,2.53,6.94
4596,4.15,1.64,3.33
4597,4.11,1.65,3.36
4598,1.68,3.279,10.8
4599,5.67,1.11,1.41
4600,5.34,1.35,2.39
4601,1.57,3.46,11.8
4602,3.44,1.89,4.23
4603,2.33,2.55,7.04
4604,1.77,3.14,10.0
4605,5.89,1.18,1.76
4606,2.05,2.82,8.35
4607,2.16,2.7,7.75
4608,2.73,2.26,5.73
4609,1.93,2.95,9.01
4610,1.37,3.84,14.1
4611,4.66,1.5,2.86
4612,4.66,1.5,2.86
4613,2.41,2.49,6.76
4614,5.81,1.16,1.65
4615,4.54,0.76,0.363
4616,4.16,0.65,0.208
4617,4.92,0.87,0.59
4618,4.54,0.76,0.363
4619,2.15,2.71,7.8
4620,3.72,1.78,3.82
4621,2.16,2.7,7.75
4622,1.78,3.13,9.96
4623,5.02,0.9,0.666
4624,2.23,2.64,7.46
4625,2.31,2.57,7.13
4626,3.02,2.09,5.02
4627,2.76,2.24,5.65
4628,1.87,3.02,9.38
4629,2.21,2.66,7.56
4630,2.43,2.47,6.66
4631,5.78,1.15,1.6
4632,1.97,2.9,8.75
4633,4.24,1.61,3.22
4634,3.28,1.96,4.5
4635,4.54,1.53,2.96
4636,4.26,0.68,0.244
4637,4.4,0.72,0.299
4638,2.66,2.3,5.9
4639,2.33,2.55,7.04
4640,4.99,0.89,0.64
4641,5.6,1.09,1.32
4642,1.51,3.55,12.3
4643,4.52,0.75,0.347
4644,4.77,1.47,2.76
4645,5.9,1.19,1.81
4646,4.66,0.79,0.418
4647,2.13,2.73,7.9
4648,5.6,1.3,2.24
4649,4.01,1.68,3.46
4650,5.5,1.32,2.3
4651,2.76,2.24,5.65
4652,4.82,1.46,2.73
4653,5.56,1.07,1.24
4654,4.57,1.52,2.92
4655,5.15,0.94,0.779
4656,5.95,1.2,1.87
4657,5.66,1.29,2.21
4658,5.55,1.31,2.27
4659,5.47,1.04,1.12
4660,5.75,1.13,1.51
4661,5.47,1.04,1.12
4662,4.82,0.84,0.52
4663,2.96,2.12,5.14
4664,3.42,1.9,4.27
4665,2.98,2.11,5.1
4666,4.69,0.8,0.437
4667,4.7,1.49,2.83
4668,3.97,0.6,0.156
4669,4.24,1.61,3.22
4670,3.7,1.79,3.86
4671,4.57,1.52,2.92
4672,5.44,1.33,2.33
4673,4.54,0.76,0.363
4674,5.6,1.09,1.32
4675,2.55,2.38,6.26
4676,1.59,3.41,11.5
4677,5.75,1.14,1.55
4678,5.77,1.27,2.15
4679,4.5,1.54,2.99
4680,1.76,3.17,10.2
4681,5.54,1.06,1.2
4682,6.02,1.23,2.04
4683,3.42,1.9,4.27
4684,5.54,1.06,1.2
4685,5.18,0.95,0.809
4686,4.21,1.62,3.26
4687,0.964,8.449,105.833
4688,3.91,1.715,3.59
4689,1.41,3.76,13.6
4691,1.78,3.13,9.96
4692,3.32,1.942,4.43
4693,4.75,0.82,0.477
4694,5.39,1.34,2.36
4695,5.66,1.29,2.21
4696,5.04,1.41,2.57
4697,5.58,1.08,1.28
4698,3.06,2.07,4.94
4699,5.09,0.92,0.721
4700,3.86,1.73,3.64
4701,2.79,2.22,5.56
4702,6.98,2.12,12.1
4703,7.53,2.05,11.8
4704,4.24,1.61,3.22
4705,4.73,0.81,0.457
4706,5.43,1.03,1.08
4707,3.04,2.08,4.98
4708,4.7,1.49,2.83
4709,3.08,2.06,4.9
4710,5.39,1.02,1.04
4711,5.95,1.2,1.87
4712,5.85,1.26,2.13
4713,4.54,0.76,0.363
4714,5.85,1.26,2.13
4715,1.86,3.03,9.43
4716,4.24,1.61,3.22
4717,2.9,2.16,5.31
4718,4.77,1.47,2.76
4719,5.55,1.31,2.27
4720,0.819,5.7,27.6
4721,0.756,6.06,30.6
4722,3.16,2.02,4.74
4723,1.44,3.69,13.2
4724,0.699,6.43,33.8
