,planet_density,planet_radius,planet_mass
1875,2.81,2.21,5.52
1876,3.06,2.07,4.94
1877,1.7,3.26,10.7
1878,2.58,2.36,6.17
1879,1.9,2.98,9.17
1880,2.96,2.12,5.14
1881,2.58,2.36,6.17
1882,2.74,2.25,5.69
1883,2.65,2.31,5.95
1884,2.2,2.67,7.61
1885,2.18,1.99,3.55
1886,2.14,2.72,7.85
1887,1.9,2.99,9.22
1888,2.25,2.62,7.37
1889,1.32,3.96,14.9
1890,4.73,1.48,2.79
1891,4.39,1.57,3.09
1892,3.28,1.96,4.5
1893,1.07,4.65,19.5
1894,2.95,2.13,5.18
1895,2.26,2.609,7.31
1897,5.44,1.48,3.51
1898,5.31,0.99,0.937
1899,3.06,2.07,4.94
1900,3.98,1.69,3.5
1901,3.2,2.0,4.66
1902,1.46,3.65,12.9
1903,2.59,2.35,6.12
1904,1.25,4.13,16.0
1905,1.62,3.38,11.4
1906,2.96,2.12,5.14
1907,2.21,2.66,7.56
1908,3.26,1.97,4.54
1909,2.33,2.55,7.04
1910,2.68,2.29,5.86
1911,2.26,2.67,8.46
1912,1.15,4.38,17.6
1913,3.08,2.06,4.9
1914,0.855,5.5,25.9
1915,1.89,3.0,9.27
1916,1.78,3.13,9.96
1917,2.64,2.32,5.99
1918,5.9,1.19,1.81
1919,1.22,4.21,16.5
1920,0.557,7.65,45.4
1921,0.84,5.59,26.7
1922,0.452,8.98,59.6
1923,1.71,3.42,13.0
1924,1.96,2.91,8.8
1925,3.54,1.85,4.08
1926,2.7,2.28,5.82
1927,3.35,1.93,4.38
1928,2.24,2.63,7.41
1929,2.24,2.63,7.41
1930,0.777,5.93,29.5
1931,2.95,2.13,5.18
1932,1.82,3.08,9.69
1933,1.64,3.34,11.1
1934,8.79,12.5,3126.0
1935,1.45,3.51,10.84
1936,3.8,1.75,3.71
1937,2.79,2.22,5.56
1938,2.2,2.67,7.61
1939,1.43,3.72,13.4
1940,4.87,1.45,2.7
1941,5.34,1.35,2.39
1942,3.02,2.09,5.02
1943,2.44,2.46,6.62
1944,5.24,1.37,2.45
1945,5.44,1.33,2.33
1946,2.95,2.13,5.18
1948,6.88,1.569,4.54426
1949,5.67,1.11,1.41
1950,4.31,1.59,3.15
1951,3.9,1.72,3.61
1952,2.65,2.31,5.95
1953,2.61,2.34,6.08
1954,1.83,3.07,9.64
1955,5.19,1.38,2.48
1956,4.99,1.42,2.6
1957,2.0,2.87,8.6
1958,1.38,3.8,13.8
1959,2.5,2.42,6.44
1960,3.07,2.067,4.93
1961,1.91,2.6,6.1
1962,8.17,3.51,64.3
1963,2.74,2.25,5.69
1964,3.84,1.74,3.68
1965,3.4,1.91,4.31
1966,3.78,1.76,3.75
1967,4.66,1.5,2.86
1968,5.19,1.38,2.48
1969,1.36,3.858,14.2
1970,3.08,2.06,4.9
1971,2.07,2.8,8.25
1972,2.27,2.6,7.27
1973,4.75,0.82,0.477
1974,0.4,15.323,257.4423
1975,4.77,1.47,2.76
1976,5.99,1.22,1.98
1977,5.95,1.2,1.87
1978,2.98,2.11,5.1
1979,5.04,1.41,2.57
1980,3.75,1.77,3.78
1981,2.35,2.53,6.94
1982,3.18,2.01,4.7
1983,2.34,2.54,6.99
1984,5.24,1.37,2.45
1985,3.04,2.08,4.98
1986,5.5,1.32,2.3
1987,4.15,1.64,3.33
1988,0.31,8.08,29.9
1989,0.42,8.29,43.4
1990,2.18,2.68,7.65
1991,4.7,1.49,2.83
1992,2.54,2.39,6.3
1993,2.35,2.53,6.94
1994,4.5,1.54,2.99
1995,2.08,2.78,8.15
1996,1.86,3.03,9.43
1997,2.06,2.81,8.3
1998,0.701,6.41,33.6
1999,0.458,8.89,58.6
2000,5.6,1.09,1.32
2001,3.78,1.76,3.75
2002,5.75,1.13,1.51
2003,3.56,1.84,4.04
2004,4.57,1.52,2.92
2005,2.39,2.5,6.8
2006,6.02,1.23,2.04
2007,3.72,1.78,3.82
2008,6.02,1.23,2.04
2009,3.72,1.78,3.82
2010,2.21,2.66,7.56
2011,2.36,13.1,965.147
2012,2.31,2.57,7.13
2013,3.35,1.93,4.38
2014,2.96,2.12,5.14
2015,4.94,1.43,2.63
2016,1.97,2.9,8.75
2017,1.32,3.94,14.7
2018,1.41,3.75,13.5
2019,3.22,1.99,4.62
2020,1.42,3.74,13.5
2021,2.08,2.78,8.15
2022,0.152,6.14,6.4
2023,0.729,13.49,324.2
2024,1.48,3.61,12.7
2025,3.1,2.05,4.86
2026,1.07,4.64,19.4
2027,4.17,1.63,3.29
2028,2.41,2.49,6.76
2029,2.52,2.4,6.35
2030,1.97,2.9,8.75
2031,2.81,2.21,5.52
2032,2.7,2.28,5.82
2033,1.71,3.24,10.6
2034,1.82,3.09,9.75
2035,1.0,4.87,21.1
2036,0.65,6.8,37.2
2037,0.432,9.3,63.3
2038,0.497,8.35,52.7
2039,3.98,1.69,3.5
2040,2.34,2.54,6.99
2041,4.01,1.68,3.46
2042,3.72,1.78,3.82
2043,1.6,1.27,0.6
2044,5.95,1.2,1.87
2045,11.1,2.18,20.9
2046,3.26,1.97,4.54
2047,0.61,7.14,40.4
2048,3.95,1.7,3.53
2049,5.89,1.18,1.76
2050,2.42,2.48,6.71
2051,3.12,2.04,4.82
2052,4.01,1.68,3.46
2053,2.28,2.59,7.22
2054,4.28,1.6,3.19
2055,0.914,5.23,23.8
2056,2.83,2.2,5.48
2057,2.27,2.6,7.27
2058,5.19,1.38,2.48
2059,8.44,2.36,20.2
2060,19.8,2.23,40.0
2061,2.31,2.57,7.13
2062,2.13,2.73,7.9
2063,2.32,2.56,7.08
2064,2.13,2.73,7.9
2065,2.07,2.79,8.2
2066,3.16,2.02,4.74
2067,3.16,2.02,4.74
2068,3.08,2.06,4.9
2069,5.77,1.27,2.15
2070,3.95,1.7,3.53
2071,18.5,1.94,24.6
2072,4.77,2.36,11.4
2073,10.2,2.83,42.1
2074,2.98,2.11,5.1
2075,4.61,1.51,2.89
2076,0.831,5.63,27.0
2077,5.91,1.25,2.1
2078,3.56,1.84,4.04
2079,4.54,1.53,2.96
2080,3.5,1.87,4.16
2081,4.39,1.57,3.09
2082,3.75,1.77,3.78
2083,5.55,1.31,2.27
2084,0.749,6.09,30.8
2085,1.01,4.84,20.9
2086,2.43,2.47,6.66
2087,3.75,1.77,3.78
2088,0.494,5.34,13.9
2089,0.98,4.07,12.15
2090,2.1,2.76,8.05
2091,0.943,5.11,22.9
2092,0.449,9.03,60.2
2093,0.381,10.24,74.5
2094,1.25,4.11,15.8
2095,2.96,2.12,5.14
2096,2.93,2.14,5.22
2097,1.51,3.55,12.3
2098,2.16,2.7,7.75
2099,3.35,1.93,4.38
2100,5.96,1.21,1.92
2101,1.77,2.37,4.3
2102,6.67,2.42,17.2
2103,1.88,3.01,9.32
2104,4.82,1.46,2.73
2105,0.373,10.42,76.8
2106,5.75,1.14,1.55
2107,1.98,2.89,8.7
2108,5.75,1.14,1.55
2109,3.33,1.94,4.42
2110,1.39,3.79,13.8
2111,1.52,3.54,12.3
2112,3.2,2.0,4.66
2113,2.02,2.85,8.5
2114,5.75,1.13,1.51
2115,5.96,1.21,1.92
2116,3.75,1.6,4.13
2117,7.04,1.53,6.75
2118,1.22,2.74,6.74
2119,1.38,2.67,6.93
2120,0.27,15.872,187.5197
2121,2.08,2.781,8.15
2122,0.64,6.88,37.9
2123,2.54,2.39,6.3
2124,2.88,2.17,5.35
2125,5.6,1.3,2.24
2126,4.01,1.68,3.46
2127,2.98,2.11,5.1
2128,5.24,1.37,2.45
2129,3.28,1.96,4.5
2130,1.85,3.05,9.53
2131,2.86,2.18,5.39
2132,0.53,3.49,4.1
2133,0.09,7.16,6.0
2134,0.62,3.72,5.9
2135,1.43,3.47,10.9
2136,2.96,2.12,5.14
2137,2.33,2.55,7.04
2138,5.71,1.28,2.18
2139,2.48,2.43,6.48
2141,4.35,1.58,3.12
2142,2.62,2.332,6.04
2143,4.62,0.78,0.399
2144,1.73,3.21,10.4
2145,1.98,2.89,8.7
2146,4.99,0.89,0.64
2147,5.26,1.121,1.96716
2148,5.09,0.92,0.721
2149,4.01,1.68,3.46
2150,4.77,1.47,2.76
2151,5.71,1.28,2.18
2152,5.9,1.19,1.81
2153,1.76,3.17,10.2
2154,4.94,1.43,2.63
2155,3.62,1.82,3.97
2156,3.62,1.82,3.97
2157,5.09,1.4,2.54
2158,5.95,1.2,1.87
2159,2.66,2.3,5.9
2160,0.603,10.761,136.661
2161,3.7,1.79,3.86
2162,1.95,2.92,8.85
2163,3.7,1.79,3.86
2164,0.67,6.64,35.7
2165,1.61,3.39,11.4
2166,2.48,2.43,6.48
2167,4.15,1.64,3.33
2168,5.99,1.22,1.98
2170,3.14,2.03,4.78
2171,4.73,1.48,2.79
2172,1.84,3.06,9.59
2173,1.1,15.244,638.8383
2174,2.71,2.27,5.77
2175,4.54,1.53,2.96
2176,2.96,2.12,5.14
2177,3.98,1.69,3.5
2178,2.42,2.48,6.71
2179,5.29,1.36,2.42
2180,5.71,1.12,1.46
2181,5.85,1.26,2.13
2182,3.78,1.76,3.75
2183,3.18,2.01,4.7
2184,3.4,1.91,4.31
2185,2.06,2.81,8.3
2186,2.44,2.46,6.62
2187,4.21,1.62,3.26
2188,1.83,3.07,9.64
2189,11.0,11.77,3209.9
2190,1.81,3.1,9.8
2191,2.37,2.52,6.9
2192,4.71,12.8,1797.84225
2193,4.56,12.8,1740.73691
2194,23.8,12.0,7469.38301
2195,5.83,12.7,2172.35017
2196,2.05,13.2,858.1
2197,27.5,11.9,8433.90298
2198,22.8,12.0,7180.5416
2199,1.73,13.3,740.5439
2200,1.19,13.5,534.25
2201,1.42,13.4,622.603
2202,0.416,9.58,66.6
2203,0.25,14.1,127.76702
2204,1.04,13.6,476.74261
2205,0.433,14.0,216.1244
2206,0.74,6.16,31.46517
2207,3.89,1.72,3.6
2208,1.47,13.4,645.1949
2209,7.88,12.5,2801.89869
2210,1.03,13.6,470.3884
2211,0.269,14.3,143.0235
2212,3.97,2.16,7.25
2213,12.0,12.3,4073.50239
2214,12.6,12.3,4259.27322
2215,2.86,13.0,1144.188
2216,11.4,12.4,3941.092
2217,4.47,12.8,1705.47518
2218,7.05,12.6,2565.90908
2219,0.678,13.8,324.1866
2220,1.53,13.4,670.6213
2221,0.471,7.398,34.9613
2222,7.29,12.6,2653.8805
2223,1.14,4.43,17.98
2224,0.754,13.7,352.7913
2225,2.99,13.0,1195.0408
2226,2.92,13.0,1166.4361
2227,0.269,13.4,117.59
2228,3.96,1.7,3.53853
2229,12.5,12.3,4230.46976
2230,3.47,1.88,4.2
2231,2.33,2.56,7.1
2232,1.98,2.89,8.7
2233,17.4,1.35,7.8
2234,3.14,3.228,19.2
2235,0.446,14.0,222.472
2236,1.32,13.4,578.426
2237,0.856,13.7,400.4658
2238,4.07,12.9,1589.0
2239,0.856,13.7,400.4658
2240,2.68,13.1,1096.5135
2241,9.74,12.4,3378.5329
2242,3.98,3.89,42.44
2243,5.66,12.7,2108.25626
2244,1.41,3.76,13.6
2245,2.97,13.0,1188.6842
2246,0.863,13.7,403.6441
2247,20.7,12.1,6661.7168
2248,0.456,14.0,227.88411
2249,1.94,2.93,8.9
2250,3.98,1.69,3.5
2251,1.48,3.61,12.7
2252,0.774,13.7,362.3262
2253,20.7,12.1,6674.04272
2254,1.86,13.3,794.575
2255,4.8,2.12,8.3
2256,1.43,13.4,624.21812
2257,7.32,12.6,2665.27978
2258,1.73,13.3,740.5439
2259,0.263,14.3,139.8452
2260,0.645,13.8,308.29355
2261,0.966,5.02,22.2481
2262,0.835,13.7,390.9309
2263,4.74,12.8,1808.4527
2264,7.16,12.6,2606.1
2265,1.47,3.64,12.9
2266,1.44,13.4,629.3034
2267,1.11,13.5,495.8148
2268,2.04,13.2,851.7844
2269,1.41,13.4,616.58711
2270,4.17,2.466,12.7132
2271,0.273,13.2,114.4188
2272,3.1,13.0,1239.537
2273,0.91,13.6,416.3573
2274,0.368,14.1,187.5197
2275,1.02,4.8,20.59095
2276,31.0,11.9,9501.75953
2277,24.3,12.0,7627.88177
2278,0.54,13.9,263.79758
2279,1.48,3.61,12.7
2280,7.0,12.6,2547.568
2281,2.09,2.77,8.1
2282,0.531,7.94,48.4
2283,2.38,2.507,6.83
2284,2.32,2.56,7.08
2285,1.32,3.96,14.9
2286,0.854,5.51,26.0
2287,0.383,10.2,74.0
2288,1.34,3.89,14.4
2289,0.943,5.11,22.9
2290,0.985,13.6,451.0
2291,14.5,12.2,4780.1632
2292,2.0,2.87,8.62
2293,1.5,3.57,12.44
2294,7.21,12.6,2625.12713
2295,5.77,12.7,2151.6473
2296,2.53,2.4,6.3566
2297,0.249,14.2,130.0
2298,0.321,14.2,167.4
2299,0.311,14.2,162.09249
2300,8.21,12.5,2917.56
2301,0.48,22.754,1021.18779
2302,0.256,14.3,136.03124
2303,0.51,13.9,249.17872
2304,3.31,16.814,2860.47
2305,5.19,12.7,1933.66969
2306,0.39,10.07,72.4
2307,12.7,12.3,4309.24472
2308,1.11,13.5,497.95749
2309,6.68,12.6,2430.61722
2310,8.05,12.5,2860.0
2311,1.1,4.55,18.8
2312,1.78,13.3,762.792
2313,3.88,22.418,7945.71018
2314,1.27,13.5,568.91285
2315,23.2,12.0,7300.0
2316,20.2,12.1,6515.515
2317,1.52,13.4,667.415
2318,7.2,12.6,2621.63107
2319,0.452,14.0,225.65817
2320,1.52,13.4,667.09663
2321,0.74,13.7,346.4347
2323,19.9,12.1,6410.69721
2324,5.3,2.74,20.0
2325,1.79,3.12,9.9
2326,19.8,12.1,6399.22435
2327,23.5,11.777,6991.57
2328,27.2,12.442,9534.9
2329,2.51,13.1,1026.5909
2330,1.69,13.3,721.4741
2331,3.03,2.085,5.0
2332,3.33,1.939,4.42
2333,2.88,2.164,5.32
2334,5.0,13.0,2000.0
2335,7.5,13.0,3000.0
2336,7.5,13.0,3000.0
2337,7.74,13.115,3178.3
2338,4.91,12.8,1875.197
2339,3.66,12.9,1430.235
2340,5.37,12.7,2002.329
2341,2.6,3.84,27.0
2342,2.04,3.88,21.8
2343,3.2,2.0,4.66
2344,5.6,1.3,2.24
2345,3.7,1.79,3.86
2346,3.56,3.59,30.0
2347,0.35,15.98,266.9772
2348,2.22,5.33,59.4
2349,0.567,7.55,44.4
2350,5.2,2.56,16.7
2351,4.8,1.82,5.29
2352,1.62,3.37,11.3
2353,1.97,12.14,410.0007
2354,3.08,10.447,638.8351
2355,0.82,12.06,266.9772
2356,4.3,0.69,0.257
2357,3.14,2.03,4.78
2358,3.08,2.06,4.9
2359,2.34,2.54,6.99
2360,2.35,2.53,6.94
2361,2.62,2.33,6.04
2362,3.18,2.01,4.7
2363,0.57,7.52,44.1
2364,5.81,1.16,1.65
2365,2.1,2.76,8.05
2366,1.97,2.9,8.75
2367,2.86,2.18,5.39
2368,3.26,1.97,4.54
2369,0.496,8.37,52.9
2370,4.99,1.42,2.6
2371,5.47,1.04,1.12
2372,3.44,1.89,4.23
2373,5.91,1.25,2.1
2374,7.7,1.5,6.3
2375,0.277,14.572,155.7367
2376,5.39,1.34,2.36
2377,4.27,1.603,3.2
2378,3.19,2.003,4.67
2379,3.86,1.73,3.64
2380,5.31,0.99,0.937
2381,1.96,2.91,8.8
2382,4.87,1.45,2.7
2384,4.9,1.51,3.1
2385,2.8,2.299,6.31
2386,3.1,2.39,7.92
2387,1.8,3.39,12.97
2388,0.4,2.904,1.63
2389,0.9,3.013,4.32
2390,0.91,9.11,123.00021
2391,1.02,4.81,20.7
2392,0.66,13.563,295.58042
2393,8.2,1.51,5.08
2395,3.69,2.05,5.77
2396,3.92,2.19,7.49
2397,4.45,0.73,0.315
2398,5.44,1.33,2.33
2399,3.86,1.73,3.64
2400,4.15,1.64,3.33
2401,4.15,1.64,3.33
2402,2.42,2.48,6.71
2403,3.2,2.0,4.66
2404,4.7,1.49,2.83
2405,2.68,2.29,5.86
2406,3.2,2.0,4.66
2407,3.22,1.99,4.62
2408,3.06,2.07,4.94
2409,3.67,1.8,3.89
2410,2.27,2.6,7.27
2411,3.42,1.9,4.27
2412,5.66,1.1,1.37
2413,5.34,1.0,0.972
2414,2.23,2.64,7.46
2415,5.71,1.28,2.18
2416,2.73,2.26,5.73
2417,3.16,2.02,4.74
2418,2.34,2.54,6.99
2419,1.75,3.178,10.2
2420,0.747,6.117,31.1
2421,4.91,1.44,2.67
2422,2.44,2.466,6.65
2423,1.7,3.249,10.6
2424,5.76,1.274,2.17
2425,4.44,1.554,3.03
2426,2.22,2.648,7.5
2427,2.84,2.19,5.43
2428,2.72,2.264,5.75
2429,2.2,2.668,7.6
2430,7.1,1.71,6.54
2431,1.72,3.3,11.26782
2432,4.55,0.705,0.29013
2433,2.03,2.93,8.9
2434,4.06,1.666,3.42
2435,1.73,3.206,10.4
2436,4.25,1.608,3.22
2437,2.27,2.6,7.27
2438,3.12,2.038,4.81
2439,4.69,1.491,2.83
2440,2.97,2.116,5.13
2441,1.51,3.558,12.4
2442,2.38,2.513,6.86
2443,4.11,2.37,8.92
2444,2.22,2.65,7.51
2445,5.6,2.52,11.44182
2446,2.03,2.84,8.45
2447,5.6,2.69,20.0
2448,5.66,1.1,1.37
2449,2.66,2.3,5.9
2450,2.66,2.3,5.9
2451,4.77,1.47,2.76
2452,5.78,1.15,1.6
2453,2.54,2.39,6.3
2454,1.76,3.172,10.2
2455,5.95,1.2,1.87
2456,5.09,1.4,2.54
2457,2.52,2.4,6.35
2458,3.42,1.9,4.27
2459,5.34,1.35,2.39
2460,2.04,2.83,8.4
2461,4.57,1.52,2.92
2462,2.39,2.5,6.8
2463,0.334,7.0,32.4
2464,0.94,4.1,10.8
2465,51.4,1.11,10.0
2466,5.3,1.357,2.41
2467,5.64,1.093,1.34
2468,4.36,1.579,3.12
2469,4.57,1.52,2.92
2470,1.32,3.95,14.8
2471,1.47,3.642,12.9
2472,1.78,3.13,9.96
2473,2.3,2.576,7.16
2474,1.48,3.6,12.6
2475,2.32,2.56,7.08
2476,1.22,4.189,16.3
2477,4.98,1.423,2.61
2478,2.47,2.438,6.52
2479,7.2,1.73,6.9
2480,2.9,2.85,12.4
2481,5.26,1.364,2.43
2482,5.09,1.4,2.54
2483,1.67,3.286,10.8
2484,2.66,2.302,5.91
2485,5.23,1.371,2.45
2486,1.85,3.046,9.51
2487,3.21,1.996,4.64
2488,2.07,2.795,8.22
2489,2.27,2.606,7.3
2490,4.02,1.679,3.46
2491,4.92,0.869,0.586
2492,2.7,1.84,4.04
2493,5.4,2.49,6.76
2494,4.89,0.86,0.566
2495,5.6,1.3,2.24
2496,2.22,2.65,7.51
2497,4.59,1.514,2.9
2498,2.48,2.43,6.48
2499,2.96,2.124,5.16
2500,8.2,1.75,8.0
2501,1.5,3.579,12.5
2502,2.31,2.569,7.13
2503,5.34,1.348,2.38
2504,4.91,1.438,2.66
2505,2.3,2.576,7.16
2507,2.54,2.39,6.3
2508,4.02,1.679,3.46
2509,2.54,2.39,6.3
2510,4.99,0.89,0.64
2511,4.66,1.5,2.86
2512,4.41,1.56,3.05
2513,2.51,2.41,6.39
2514,1.55,3.49,12.0
2515,4.5,1.54,2.99
2516,4.06,1.666,3.41
2517,5.96,1.21,1.92
2518,8.9,1.0,2.49
2519,12.8,2.03,21.3
2520,3.28,1.96,4.5
2521,2.39,2.5,6.8
2522,0.405,11.209,126.49634
2523,26.26,1.343,11.26
2524,33.91,1.281,12.81
2525,8.85,2.358,21.14
2526,0.562,16.197,433.20012
2527,0.56,14.572,273.3338
2528,5.66,1.1,1.37
2529,5.34,1.0,0.972
2530,5.66,1.1,1.37
2531,0.64,5.4,19.0
2532,0.2,7.5,15.4
2533,3.2,2.0,4.66
2534,3.67,1.8,3.89
2535,2.33,2.55,7.04
2536,2.34,2.54,6.99
2537,2.88,2.17,5.35
2538,3.18,2.01,4.7
2539,3.8,1.75,3.71
2540,1.17,4.34,17.4
2541,1.55,3.49,12.0
2542,2.96,2.12,5.14
2543,2.84,2.19,5.43
2544,2.31,2.57,7.13
2545,2.07,2.79,8.2
2546,3.31,3.44,24.5
2547,2.47,2.44,6.53
2548,2.59,2.35,6.12
2549,3.84,1.74,3.68
2551,4.17,1.63,3.29
2552,2.84,2.19,5.43
2553,1.97,2.9,8.75
2554,2.24,2.63,7.41
2555,4.79,0.83,0.498
2556,1.89,3.0,9.27
2557,2.64,2.32,5.99
2558,2.2,2.67,7.61
2559,0.5,17.396,451.3186
2560,0.38,9.528,59.75174
2561,5.7,2.41,14.8
2562,2.78,2.231,5.61
2563,2.21,2.73,14.3
2564,4.66,1.5,2.86
2565,2.17,2.69,7.7
2566,4.7,1.49,2.83
2567,5.44,1.33,2.33
2568,2.77,2.23,5.6
2569,4.39,1.57,3.09
2570,1.87,4.48,30.9
2571,5.19,1.38,2.48
2572,1.93,2.95,9.01
2573,0.595,7.28,41.8
2574,1.78,3.13,9.96
2575,1.85,3.05,9.53
2576,3.04,2.08,4.98
2577,2.61,2.34,6.08
2578,2.81,2.21,5.52
2579,1.4,3.77,13.7
2580,3.06,2.07,4.94
2581,1.9,2.98,9.17
2582,5.96,1.21,1.92
2583,2.64,2.32,5.99
2584,0.48,7.5,37.1
2585,0.511,8.18,50.9
2586,2.39,2.5,6.8
2587,1.54,3.52,12.2
2588,2.08,2.78,8.15
2589,3.07,2.59,9.68
2590,1.95,3.53,15.68
2593,3.0,2.1,5.06
2594,0.643,9.494,100.11645
2595,3.42,1.9,4.27
2596,0.445,9.1,61.0
2597,0.53,13.339,232.0159
2598,4.1,3.06,10.9
2599,1.01,11.276,246.00042
2600,8.84,1.589,6.49
2601,7.4,2.63,24.5
2602,2.45,2.45,6.57
2603,4.07,1.66,3.39
2604,0.612,10.054,106.47305
2605,3.7,1.98,6.48
2606,2.98,1.56,2.14
2607,5.62,1.53,2.80007
2608,0.64,11.646,184.02357
2609,0.398,9.916,70.6
2610,1.85,11.882,563.83042
2611,5.18,0.95,0.809
2612,5.44,1.33,2.33
2613,3.6,1.83,4.01
2614,1.95,2.93,8.91
2615,4.07,1.66,3.39
2616,2.07,2.79,8.2
2617,0.55,5.299,15.0
2618,1.43,3.134,8.1
2619,0.87,3.484,6.7
2620,6.3,1.212,2.1
2621,2.25,2.62,7.37
2622,3.31,1.95,4.46
2623,3.38,1.92,4.35
2624,3.0,2.1,5.06
2625,2.48,2.43,6.48
2626,2.83,2.2,5.48
2627,2.7,2.28,5.82
2628,0.694,8.676,82.6358
2630,2.09,2.77,8.1
2631,3.7,1.79,3.86
2632,2.14,2.72,7.85
2633,2.83,2.2,5.48
2634,0.736,6.18,31.6
2635,0.829,5.65,27.2
2636,2.81,2.21,5.52
2637,5.99,1.22,1.98
2638,2.25,2.62,7.37
2639,5.43,1.03,1.08
2640,3.38,1.92,4.35
2641,0.94,13.75,539.67534
2642,1.62,3.36,11.2
2643,1.73,3.21,10.4
2644,3.14,2.03,4.78
2645,4.11,1.65,3.36
2646,3.16,2.02,4.74
2647,4.31,1.59,3.15
2648,2.98,2.11,5.1
2649,2.73,2.26,5.73
2650,2.51,2.41,6.39
2651,1.7,3.26,10.7
2652,2.2,2.67,7.61
2653,5.19,1.38,2.48
2654,5.5,1.32,2.3
2655,3.35,1.93,4.38
2656,4.5,1.54,2.99
2657,2.12,2.74,7.95
2658,2.34,2.54,6.99
2659,5.24,1.37,2.45
2660,3.38,1.92,4.35
2661,2.77,2.23,5.6
2662,0.845,5.55,26.3
2663,4.41,1.56,3.05
2664,2.74,2.25,5.69
2665,2.68,2.29,5.86
2666,1.43,3.72,13.4
2667,2.18,2.68,7.65
2668,7.2,1.43,3.9
2669,1.3,3.12,7.8
2670,1.97,2.906,8.78
2671,2.58,2.359,6.16
2672,2.51,2.413,6.41
2673,5.44,1.332,2.34
2674,5.27,1.361,2.42
2675,3.31,1.948,4.45
2676,5.53,1.313,2.28
2677,4.24,1.61,3.22
2678,2.11,2.75,8.0
2679,2.13,2.73,7.9
2680,1.73,3.207,10.4
2682,1.93,2.945,8.98
2683,3.08,2.061,4.9
2684,4.3,1.593,3.16
2685,2.8,2.213,5.53
2686,2.76,2.243,5.66
2687,3.84,1.736,3.66
2688,3.97,1.693,3.51
2689,1.99,2.88,8.65
2690,2.86,2.181,5.4
2691,11.0,1.54,7.3
2692,3.8,2.29,8.3
2693,2.13,2.729,7.89
2694,5.57,1.075,1.26
2695,3.2,2.0,4.66
2696,3.99,1.689,3.5
2697,3.06,2.072,4.95
2698,4.41,1.564,3.07
2699,5.56,1.076,1.26
2700,5.92,1.191,1.82
2701,5.13,1.392,2.52
2702,5.35,1.345,2.37
2703,2.79,2.222,5.57
2704,4.49,1.539,2.98
2705,2.64,2.32,5.99
2706,0.591,7.322,42.2
2707,1.46,3.66,13.0
2708,2.85,2.184,5.41
2709,3.12,2.04,4.82
2710,0.5,6.277,28.6047
2711,1.06,4.662,19.6
2712,5.22,1.371,2.45
2713,3.54,1.85,4.08
2714,2.59,2.352,6.13
2715,3.98,1.692,3.51
2716,2.28,2.597,7.26
2717,1.6,3.395,11.4
2718,4.35,1.579,3.12
2719,1.79,3.124,9.93
2720,2.5,2.417,6.42
2721,2.71,2.274,5.79
2722,0.946,5.098,22.8
2723,0.757,6.049,30.5
2724,3.0,2.1,5.06
2725,5.83,1.163,1.67
2726,2.73,2.262,5.74
2727,2.19,2.678,7.65
2728,0.891,5.333,24.6
2729,2.35,2.53,6.94
2730,1.09,4.569,18.9
2731,1.08,4.602,19.2
2732,5.7,1.283,2.19
2733,5.29,1.36,2.42
2734,4.02,1.677,3.45
2735,2.42,2.482,6.72
2736,5.31,0.99,0.937
2737,2.98,2.116,5.13
2738,4.55,0.76,0.363
2739,6.01,1.233,2.05
2740,6.01,1.219,1.98
2741,3.35,1.929,4.38
2742,2.91,2.15,5.27
2743,1.11,4.51,18.5
2744,2.5,2.42,6.44
2745,2.48,2.433,6.5
2746,0.662,6.71,36.4
2747,3.1,2.05,4.86
2748,3.44,1.89,4.23
2749,2.76,2.24,5.65
2750,3.35,1.93,4.38
2751,3.4,1.91,4.31
2752,2.73,2.26,5.73
2753,4.31,1.59,3.15
2754,43.1,18.0,45700.0
2755,2.27,2.6,7.27
2756,5.78,1.15,1.6
2757,1.38,3.82,14.0
2758,3.0,2.1,5.06
2759,2.18,2.68,7.65
2760,4.21,1.62,3.26
2761,3.92,1.71,3.57
2762,2.51,2.41,6.39
2763,2.66,2.3,5.9
2764,2.39,2.5,6.8
2765,1.7,7.656,135.39558
2766,2.42,2.48,6.71
2767,2.93,2.14,5.22
2768,2.93,2.14,5.22
2769,1.73,3.22,10.5
2770,1.34,3.9,14.5
2771,3.06,2.07,4.94
2772,4.35,1.58,3.12
2773,7.8,2.49,21.3
2774,4.35,1.58,3.12
2775,2.64,2.32,5.99
2776,2.2,2.67,7.61
2777,1.98,2.89,8.7
2778,2.91,2.15,5.27
2779,5.58,1.08,1.28
2780,5.81,1.16,1.65
2781,5.39,1.01,1.01
2782,5.66,1.29,2.21
2783,2.45,2.45,6.57
2784,2.65,2.31,5.95
2785,2.2,2.67,7.61
2786,2.09,2.77,8.1
2788,1.27,4.05,15.4
2789,1.5,3.58,12.5
2790,2.51,2.41,6.39
2791,3.18,2.01,4.7
2792,4.77,1.47,2.76
2793,2.33,2.552,7.04
2794,3.26,1.97,4.54
2795,5.94,1.244,2.08
2796,4.72,1.483,2.8
2797,2.51,2.41,6.39
2798,3.14,2.03,4.78
2799,5.95,1.2,1.87
2800,3.28,1.96,4.5
2801,0.562,7.6,44.9
2802,6.02,1.23,2.04
2803,4.02,0.615,0.17
2804,2.74,2.25,5.69
2805,2.27,2.6,7.27
2806,5.6,1.3,2.24
2807,5.66,1.1,1.37
2808,1.67,3.31,11.0
