,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
4001,4.431222,0.054,3.08,9.69,1.82,0.0,1104.0,11.142,5847.0,0.97,0.97,0.03,1349.13,2.0,410.58,4.5,1.4
4002,19.271566,0.114,1.93,24.1,18.4,0.0,393.0,45.4,3767.0,0.49,0.58,-0.1,316.618,2.0,6.27,4.78,3.47
4003,10.065275,0.074,1.73,35.4,37.6,0.0,488.0,29.4,3767.0,0.49,0.58,-0.1,316.618,2.0,14.88,4.78,3.47
4004,91.773242,0.38,2.04,4.82,3.12,0.0,359.0,52.9,5588.0,0.82,0.84,-0.14,740.754,2.0,2.98,4.55,1.8
4005,32.625555,0.191,4.26,16.8,1.19,0.0,506.0,53.95,5588.0,0.82,0.84,-0.14,740.754,2.0,11.82,4.55,1.8
4006,15.274299,0.124,2.2,17.6,9.08,0.08,896.0,19.24,5828.0,1.55,1.1,-0.112,835.756,3.0,161.04,4.09,6.61
4008,42.42720032,0.2274,3.293,10.9,1.68,0.0,496.0,28.3,5330.0,1.01,0.87,0.18,858.77,2.0,14.33,4.37,14.0
4009,1.43474156,0.0252,1.46,2.73,4.82,0.0,1664.0,5.958,5851.0,1.03,1.01,0.0,914.299,1.0,1740.86,4.42,3.47
4010,58.6017925,0.2996,2.07,4.94,3.06,0.0,508.0,80.0,5862.0,1.0,0.99,-0.09,981.233,1.0,17.02,4.44,3.8
4011,25.0824626,0.1685,1.95,4.46,3.31,0.0,776.0,30.38,6166.0,1.2,1.13,-0.01,1072.88,2.0,85.76,4.33,2.95
4012,89.722292,0.394,1.96,4.5,3.28,0.0,508.0,52.8,6166.0,1.2,1.13,-0.01,1072.88,2.0,15.69,4.33,2.95
4013,78.1000231,0.3625,3.18,10.2,1.74,0.0,480.0,40.1,6112.0,1.21,1.14,0.06,1291.01,1.0,10.34,4.33,3.09
4014,4.27103091,0.0514,1.21,1.92,5.96,0.0,1108.0,14.542,5658.0,0.92,0.94,-0.09,792.522,1.0,356.54,4.48,4.47
4015,2.89221751,0.034,1.24,2.07,5.97,0.0,794.0,14.55,4306.0,0.63,0.66,-0.1,377.976,1.0,124.87,4.66,3.8
4016,187.747029,0.5791,3.26,10.7,1.7,0.0,267.0,252.45,5211.0,0.79,0.82,-0.11,719.802,1.0,1.3,4.57,4.9
4017,2.54307286,0.0358,1.3,2.24,5.6,0.0,1319.0,7.166,5794.0,0.99,0.99,-0.02,1049.19,1.0,995.67,4.45,3.98
4018,2.16845259,0.0337,2.83,8.4,2.04,0.0,1558.0,4.0,5837.0,1.0,1.01,-0.02,1022.8,1.0,766.34,4.45,3.63
4019,10.3039,0.091,1.8,1.9,1.72,0.045,849.0,18.55,5663.0,1.06,0.96,0.04,646.346,6.0,146.36,4.37,8.5
4020,13.0241,0.107,2.87,2.9,0.66,0.026,786.0,21.69,5663.0,1.06,0.96,0.04,646.346,6.0,107.22,4.37,8.5
4021,22.6845,0.155,3.12,7.3,1.28,0.004,653.0,31.39,5663.0,1.06,0.96,0.04,646.346,6.0,51.12,4.37,8.5
4022,31.9996,0.195,4.19,8.0,0.58,0.012,582.0,39.48,5663.0,1.06,0.96,0.04,646.346,6.0,32.34,4.37,8.5
4023,46.6888,0.25,2.49,2.0,0.69,0.013,513.0,50.79,5663.0,1.06,0.96,0.04,646.346,6.0,19.53,4.37,8.5
4024,118.3807,0.466,3.33,25.0,4.0,0.15,376.0,94.4,5663.0,1.06,0.96,0.04,646.346,6.0,5.65,4.37,8.5
4025,12.691112,0.107,1.83,4.01,3.6,0.0,1008.0,25.931,5960.0,1.15,1.07,-0.15,586.531,2.0,153.88,4.33,4.47
4026,31.719775,0.198,2.21,5.52,2.81,0.0,743.0,20.2,5960.0,1.15,1.07,-0.15,586.531,2.0,45.34,4.33,4.47
4027,6.42200058,0.0684,1.75,3.71,3.8,0.0,1000.0,18.39,6247.0,1.34,1.21,0.05,693.618,1.0,238.51,4.26,2.69
4028,81.3151059,0.3483,2.47,6.66,2.43,0.0,393.0,109.53,5614.0,0.91,0.94,-0.04,742.473,1.0,3.58,4.5,4.27
4029,51.3285623,0.2731,2.66,7.56,2.21,0.0,546.0,24.0,5724.0,0.94,0.96,-0.08,1246.05,1.0,22.98,4.48,4.37
4030,19.79191978,0.1473,2.27,5.77,2.71,0.0,736.0,47.7,6092.0,1.15,1.11,-0.01,1331.92,1.0,160.28,4.36,3.31
4031,5.03728015,0.0628,1.23,2.04,6.02,0.0,1321.0,20.32,6417.0,1.41,1.3,0.13,530.658,1.0,813.52,4.25,2.04
4032,4.42157218,0.0471,2.01,4.7,3.18,0.0,729.0,8.81,4299.0,0.68,0.71,0.28,318.004,1.0,47.18,4.62,8.71
4033,1.25275217,0.0239,1.65,3.36,4.11,0.0,2199.0,4.708,6104.0,1.17,1.11,0.0,1090.7,1.0,2399.97,4.35,3.09
4034,0.57103852,0.0126,1.34,2.36,5.39,0.0,1897.0,4.2845,5268.0,0.82,0.86,0.01,428.798,1.0,2387.26,4.55,4.47
4035,4.51005748,0.0511,1.46,2.73,4.82,0.0,1063.0,16.028,5406.0,0.84,0.88,-0.09,767.701,1.0,206.41,4.54,4.17
4036,37.6467384,0.2466,2.19,5.43,2.84,0.0,787.0,46.18,5893.0,1.06,1.05,0.04,685.087,1.0,11.38,4.41,3.8
4037,3.341815,0.046,1.58,3.12,4.35,0.0,1356.0,7.35,5952.0,1.16,1.17,0.28,657.223,2.0,677.5,4.38,2.3
4038,224.784608,0.761,7.3,42.0,0.593,0.0,333.0,104.88,5952.0,1.16,1.17,0.28,657.223,2.0,2.48,4.38,2.3
4039,9.69312032,0.0754,2.66,7.56,2.21,0.0,609.0,23.9,4781.0,0.7,0.73,-0.16,726.828,1.0,43.14,4.62,4.79
4040,8.79617863,0.0872,2.0,4.66,3.2,0.0,938.0,20.06,6077.0,1.15,1.1,0.02,841.536,1.0,118.52,4.36,3.16
4041,14.36267939,0.1239,3.02,9.38,1.87,0.0,918.0,14.0,6496.0,1.54,1.34,0.04,1671.28,1.0,254.96,4.19,2.09
4042,42.3004954,0.2415,2.81,8.3,2.06,0.0,558.0,74.07,5931.0,1.17,1.12,0.18,1073.88,1.0,22.85,4.35,3.55
4043,14.97435694,0.1102,1.35,2.39,5.34,0.0,631.0,47.26,5374.0,0.83,0.87,-0.08,418.417,1.0,39.32,4.55,4.27
4044,23.5540725,0.2134,1.7,3.53,3.95,0.0,1381.0,25.36,8480.0,1.73,1.6,-0.51,983.245,1.0,516.1,4.17,1.12
4045,41.6977827,0.233,2.54,6.99,2.34,0.0,488.0,59.15,5641.0,0.93,0.95,0.01,1008.57,1.0,15.79,4.48,4.9
4046,4.79028459,0.0546,1.11,1.41,5.67,0.0,938.0,13.397,5612.0,0.93,0.95,0.03,568.487,1.0,194.98,4.49,4.27
4047,38.6715075,0.2079,2.74,7.95,2.12,0.0,502.0,35.0,5688.0,0.97,0.96,0.0,888.325,1.0,20.01,4.46,4.07
4048,8.3265153,0.0812,1.92,4.35,3.38,0.0,938.0,7.29,6083.0,1.17,1.11,0.03,1757.23,1.0,182.69,4.35,3.09
4049,8.408878,0.076,2.36,6.17,2.58,0.0,809.0,18.85,5544.0,0.84,0.78,-0.522,513.206,2.0,123.82,4.51,9.4
4050,28.574263,0.172,2.4,6.35,2.52,0.0,538.0,45.22,5544.0,0.84,0.78,-0.522,513.206,2.0,24.25,4.51,9.4
4051,2.94902905,0.0369,1.38,2.48,5.19,0.0,1027.0,11.283,4904.0,0.74,0.78,-0.04,615.231,1.0,206.87,4.6,4.68
4052,13.15141081,0.1187,1.91,4.31,3.4,0.0,1008.0,12.8,6231.0,1.59,1.29,0.12,482.047,1.0,205.27,4.14,3.02
4053,42.1917357,0.2315,2.04,4.82,3.12,0.0,526.0,46.32,5544.0,0.89,0.92,-0.03,1230.42,1.0,23.26,4.51,4.68
4054,4.33946454,0.0497,1.67,3.43,4.05,0.0,1061.0,14.69,5500.0,0.9,0.93,0.05,704.323,1.0,190.02,4.5,5.13
4055,2.85234897,0.0305,1.28,2.18,5.71,0.0,621.0,10.7,3658.0,0.34,0.35,-0.59,289.899,1.0,50.78,4.93,3.39
4056,17.6700642,0.1348,1.84,4.04,3.56,0.0,778.0,23.66,5683.0,0.94,0.95,-0.09,2011.41,1.0,41.04,4.47,4.17
4057,108.593329,0.4126,1.73,3.64,3.86,0.0,374.0,105.54,5798.0,0.93,0.92,-0.26,635.736,1.0,4.55,4.46,5.5
4058,5.12330347,0.0556,1.96,4.5,3.28,0.0,994.0,5.68,5664.0,0.95,0.97,0.04,842.459,1.0,160.76,4.47,4.37
4059,61.6178167,0.302,3.65,12.9,1.46,0.0,424.0,126.93,5543.0,0.91,0.94,0.04,1083.41,1.0,6.45,4.5,4.57
4060,24.3397804,0.1644,2.96,9.06,1.92,0.0,737.0,21.5,5831.0,1.0,1.0,-0.04,1183.88,2.0,32.27,4.44,4.07
4061,76.5369586,0.3528,2.73,7.9,2.13,0.0,503.0,105.0,5831.0,1.0,1.0,-0.04,1183.88,2.0,7.01,4.44,4.07
4062,4.754,0.0502,1.82,11.7,10.73,0.0,775.0,14.53,4725.0,0.69,0.75,0.05,262.351,2.0,105.33,4.64,6.89
4064,5.45298175,0.0595,0.8,0.437,4.69,0.0,904.0,11.2,5403.0,0.81,0.9,-0.06,249.343,3.0,162.65,4.57,1.58
4065,3.26663995,0.0423,0.792,0.422,4.66,0.0,1072.0,11.89,5450.0,0.84,0.94,0.1,249.343,3.0,312.85,4.56,13.8
4066,4.27225018,0.0506,0.645,0.202,4.14,0.0,981.0,9.5,5450.0,0.84,0.94,0.1,249.343,3.0,218.63,4.56,13.8
4067,3.53232449,0.0459,1.59,3.15,4.31,0.0,1159.0,9.765,5851.0,1.04,1.03,0.05,1030.7,1.0,453.14,4.42,4.17
4068,62.8916228,0.2881,2.35,6.12,2.59,0.0,384.0,68.1,5298.0,0.83,0.87,-0.01,867.931,1.0,4.55,4.55,4.57
4069,11.55562343,0.0983,1.97,4.54,3.26,0.0,703.0,28.0,5569.0,0.9,0.93,-0.02,753.135,1.0,55.76,4.5,4.07
4070,17.13263989,0.1242,2.64,7.46,2.23,0.0,611.0,42.09,5281.0,0.81,0.84,-0.1,944.445,1.0,29.86,4.56,4.9
4071,76.957857,0.3436,1.85,4.08,3.54,0.0,451.0,56.5,5656.0,0.94,0.96,0.02,1314.64,1.0,25.76,4.47,4.47
4072,2.36172433,0.0299,1.64,3.33,4.15,0.0,922.0,14.74,4512.0,0.68,0.72,0.03,491.406,1.0,150.06,4.63,3.24
4073,23.9210791,0.1871,2.2,5.48,2.83,0.0,1020.0,13.9,6807.0,1.84,1.5,0.05,921.778,1.0,197.85,4.08,1.58
4074,3.17060005,0.0415,1.7,3.53,3.95,0.0,1080.0,15.16,5582.0,0.92,0.95,0.04,872.328,1.0,245.9,4.49,4.37
4075,0.81316672,0.0165,1.19,1.81,5.9,0.0,1693.0,4.482,5550.0,0.91,0.94,0.05,495.156,1.0,1717.28,4.5,4.47
4076,5.188549,0.053,1.26,6.8,18.7,0.0,586.0,16.94,4605.0,0.67,0.77,0.229,259.533,3.0,92.53,4.65,2.69
4077,8.041,0.06482,1.6,2.8,3.76,0.0,507.0,23.765,4660.0,0.54,0.56,0.229,259.533,3.0,51.62,4.72,2.69
4078,11.776,0.08358,2.53,3.9,1.32,0.0,446.0,24.0,4660.0,0.54,0.56,0.229,259.533,3.0,31.02,4.72,2.69
4079,24.0862707,0.1478,2.77,8.1,2.09,0.0,500.0,54.6,4850.0,0.73,0.76,-0.08,656.48,1.0,13.05,4.61,5.01
4080,2.34451194,0.0345,0.82,0.477,4.75,0.0,1471.0,7.78,5791.0,1.07,1.01,0.04,393.642,1.0,1146.95,4.38,6.17
4081,18.3027248,0.1343,1.47,2.76,4.77,0.0,902.0,17.0,5685.0,0.96,0.97,0.02,1273.51,1.0,147.82,4.46,5.37
4082,2.88890485,0.0371,1.67,3.43,4.05,0.0,976.0,14.2,5053.0,0.77,0.81,-0.06,555.189,2.0,173.06,4.58,4.79
4083,210.630591,0.6477,3.6,12.6,1.48,0.0,234.0,156.1,5053.0,0.77,0.81,-0.06,555.189,2.0,0.57,4.58,4.79
4084,17.14647302,0.1291,1.99,4.62,3.22,0.0,811.0,34.47,5753.0,0.96,0.98,-0.03,1140.57,1.0,62.06,4.47,3.98
4085,3.97076766,0.0443,1.4,2.54,5.09,0.0,958.0,16.36,5064.0,0.75,0.79,-0.13,691.961,1.0,198.43,4.59,4.79
4086,2.3522658,0.0325,1.23,2.04,6.02,0.0,1019.0,10.7,4692.0,0.7,0.74,-0.06,703.038,1.0,227.96,4.62,4.9
4087,10.62784997,0.0961,2.61,7.32,2.26,0.0,872.0,9.4,5941.0,1.14,1.09,0.11,1657.36,1.0,206.56,4.36,3.8
4088,1.10446351,0.0188,1.69,3.5,3.98,0.0,1397.0,8.146,5054.0,0.77,0.81,-0.02,625.692,1.0,815.41,4.58,4.57
4089,3.73089898,0.0473,1.44,2.67,4.91,0.0,1128.0,4.41,5833.0,1.01,1.02,0.02,1217.73,1.0,653.83,4.43,3.98
4090,2.403679,0.036,1.09,1.32,5.6,0.0,1489.0,4.89,5979.0,1.21,1.07,-0.05,623.609,2.0,1215.76,4.31,5.5
4091,8.990889,0.087,2.6,7.27,2.27,0.0,960.0,16.92,5979.0,1.21,1.07,-0.05,623.609,2.0,209.1,4.31,5.5
4092,2.78786839,0.0382,1.02,1.04,5.39,0.0,1432.0,10.49,4754.0,0.72,0.76,0.01,358.518,1.0,153.74,4.61,4.68
4093,65.6478424,0.3197,2.22,5.56,2.79,0.0,485.0,114.9,5470.0,0.85,0.88,-0.11,682.436,1.0,4.86,4.53,4.37
4094,1.64680191,0.0223,0.87,0.59,4.92,0.0,806.0,10.61,3964.0,0.53,0.55,-0.25,215.233,1.0,139.6,4.73,3.47
4095,1.75583533,0.0277,1.73,3.64,3.86,0.0,1343.0,7.483,5470.0,0.88,0.91,0.03,1119.49,1.0,761.81,4.52,4.57
4096,5.1856142,0.0631,2.34,6.08,2.61,0.0,1314.0,9.931,6327.0,1.43,1.26,0.04,1460.1,2.0,652.97,4.23,2.29
4097,8.45808312,0.0875,2.36,6.17,2.58,0.0,1117.0,21.11,6327.0,1.43,1.26,0.04,1460.1,2.0,339.57,4.23,2.29
4098,33.469743,0.2006,2.03,4.78,3.14,0.0,609.0,57.51,5842.0,1.03,1.03,0.04,1128.72,1.0,32.52,4.43,3.72
4099,11.89520511,0.0994,1.32,2.3,5.5,0.0,787.0,26.74,5778.0,1.0,1.0,0.02,691.331,1.0,83.01,4.44,4.47
4100,4.45743164,0.0448,1.09,1.32,5.6,0.0,732.0,14.62,4679.0,0.71,0.76,0.05,342.144,1.0,95.44,4.62,3.39
4101,13.5396293,0.1246,2.34,6.08,2.61,0.0,1079.0,23.26,6203.0,1.95,1.41,0.18,1484.25,1.0,449.7,4.01,2.88
4102,22.70816791,0.1603,2.37,6.21,2.56,0.0,677.0,50.29,6217.0,1.28,1.19,0.04,1213.71,1.0,80.98,4.3,2.75
4103,5.968734,0.069,3.42,11.6,1.59,0.0,1251.0,12.593,6142.0,1.45,1.21,0.04,955.168,2.0,594.45,4.2,0.34
4104,13.07163,0.116,2.3,5.9,2.66,0.0,964.0,33.19,6142.0,1.45,1.21,0.04,955.168,2.0,208.98,4.2,0.34
4105,7.97034958,0.0755,2.14,5.22,2.93,0.0,839.0,23.17,5519.0,0.89,0.92,0.01,1077.63,1.0,93.31,4.51,4.57
4106,10.71252541,0.0784,2.13,5.18,2.95,0.0,485.0,27.87,4253.0,0.57,0.59,-0.35,547.726,1.0,26.23,4.7,3.39
4107,32.5637069,0.19,2.21,5.52,2.81,0.0,490.0,43.7,5390.0,0.84,0.89,-0.03,940.211,1.0,12.24,4.54,4.37
4108,6.11786898,0.0685,1.03,1.08,5.43,0.0,1211.0,8.1,6302.0,1.35,1.22,0.02,478.647,1.0,511.76,4.26,2.88
4109,3.97599768,0.0457,1.12,1.46,5.71,0.0,936.0,13.22,5183.0,0.79,0.85,-0.03,431.622,1.0,181.21,4.57,3.63
4110,9.478522,0.0914,1.55,3.02,4.46,0.0,946.0,11.85,6080.0,1.18,1.13,0.05,1575.2,2.0,464.77,4.34,3.24
4111,29.96870041,0.1969,3.361,11.2,1.62,0.0,644.0,34.68,6249.0,1.08,1.13,-0.04,1575.2,2.0,40.76,4.43,0.3
4112,33.2406882,0.1975,1.69,3.5,3.98,0.0,486.0,53.78,5446.0,0.86,0.9,-0.02,634.906,1.0,14.19,4.53,4.9
4113,1.00393374,0.0175,1.71,3.57,3.92,0.0,1419.0,5.477,4971.0,0.75,0.79,-0.05,820.905,1.0,1039.7,4.6,4.27
4114,55.8226539,0.2663,2.5,6.8,2.39,0.0,379.0,80.19,5157.0,0.82,0.87,0.13,752.666,1.0,4.11,4.56,4.27
4115,6.11009134,0.0709,0.94,0.779,5.15,0.0,1125.0,19.0,6191.0,1.23,1.24,0.26,522.823,1.0,348.05,4.35,1.38
4116,18.7959228,0.1445,8.059,29.875,0.3,0.0493,984.0,19.67,6150.0,1.61,1.13,-0.04,1455.57,2.0,157.54,4.1,5.3
4117,50.790391,0.2804,12.341,584.78,1.74,0.0323,704.0,38.18,6150.0,1.61,1.13,-0.04,1455.57,2.0,41.86,4.1,5.3
4118,9.98969327,0.088,2.41,6.39,2.51,0.0,705.0,21.21,5069.0,0.76,0.8,-0.09,1050.45,1.0,69.54,4.58,4.9
4119,1.44259224,0.0284,2.56,7.08,2.32,0.0,2700.0,3.727,7044.0,1.95,1.58,-0.01,573.0,1.0,10171.0,4.05,1.35
4120,26.0204423,0.168,3.2,10.3,1.73,0.0,675.0,19.7,5558.0,0.89,0.92,-0.04,1306.53,1.0,26.36,4.51,4.37
4121,0.7698536,0.0157,0.89,0.64,4.99,0.0,1650.0,4.66,5252.0,0.82,0.86,0.0,377.06,1.0,1462.1,4.55,4.79
4122,6.89225223,0.0732,1.59,3.15,4.31,0.0,1156.0,21.38,5936.0,1.04,1.04,-0.04,1408.75,1.0,641.81,4.42,3.55
4123,37.94563,0.2181,2.99,9.22,1.9,0.0,515.0,30.0,5453.0,0.86,0.9,-0.04,1121.89,1.0,12.94,4.53,4.17
4124,24.1738579,0.1589,2.45,6.57,2.45,0.0,595.0,60.2,5844.0,1.02,1.01,-0.01,864.699,1.0,26.09,4.42,3.8
4125,106.247547,0.4301,1.9,4.27,3.42,0.0,377.0,58.85,5712.0,0.97,0.98,0.02,1299.97,1.0,11.86,4.46,4.47
4126,31.80634,0.1596,1.07,1.24,5.56,0.0,378.0,64.29,4990.0,0.75,0.8,-0.05,482.287,1.0,23.24,4.59,4.68
4127,2.68505749,0.0346,1.32,2.3,5.5,0.0,1137.0,20.2,5212.0,0.81,0.84,-0.03,415.205,1.0,288.57,4.56,4.9
4128,7.518496,0.073,1.96,4.5,3.28,0.0,784.0,20.33,5274.0,1.09,0.81,0.18,574.228,2.0,79.75,4.32,13.9
4129,20.17202,0.141,7.68,45.7,0.554,0.0,564.0,52.621,5274.0,1.09,0.81,0.18,574.228,2.0,21.41,4.32,13.9
4130,16.8601286,0.1246,1.99,4.62,3.22,0.0,765.0,17.48,6077.0,1.14,1.09,0.0,1596.8,1.0,175.85,4.36,3.09
4131,4.89337519,0.0621,1.57,3.09,4.39,0.0,1374.0,11.36,6176.0,1.3,1.17,0.03,938.417,1.0,831.14,4.27,3.24
4132,11.17394617,0.0981,2.41,6.39,2.51,0.0,796.0,26.239,5924.0,1.05,1.04,0.01,1545.39,1.0,197.88,4.41,3.39
4133,28.5057189,0.1793,2.82,8.35,2.05,0.0,555.0,35.49,5765.0,0.99,1.0,0.04,1919.19,1.0,61.66,4.45,4.27
4134,53.5991044,0.2863,2.68,7.65,2.18,0.0,529.0,47.0,5983.0,1.07,1.05,-0.04,1157.84,1.0,18.04,4.41,3.55
4135,104.3518976,0.4297,1.33,2.33,5.44,0.0,355.0,225.2,5622.0,0.87,0.96,-0.04,459.273,1.0,9.31,4.54,1.55
4136,16.07677615,0.1281,2.23,5.6,2.77,0.0,724.0,56.01,5635.0,0.93,0.95,0.0,1337.25,1.0,85.39,4.49,4.47
4137,18.87064068,0.1401,2.61,7.32,2.26,0.0,701.0,45.22,5975.0,1.09,1.06,-0.01,1020.53,1.0,72.96,4.39,3.39
4138,17.1369543,0.135,2.08,4.98,3.04,0.0,775.0,20.762,5913.0,1.06,1.04,0.0,1717.48,1.0,165.57,4.4,4.17
4139,3.78858982,0.0467,1.77,3.78,3.75,0.0,1158.0,2.83,6012.0,1.16,1.11,0.08,782.852,1.0,449.94,4.36,3.39
4140,2.422082,0.035,3.6,12.6,1.48,0.0,1213.0,7.5197,5595.0,0.84,0.92,0.01,701.996,2.0,745.28,4.57,3.63
4141,4.125103,0.049,0.92,0.721,5.09,0.0,1016.0,8.8,5595.0,0.84,0.92,0.01,701.996,2.0,367.32,4.57,3.63
4142,10.45843441,0.0845,1.33,2.33,5.44,0.0,609.0,25.73,4730.0,0.72,0.76,-0.02,342.509,1.0,24.21,4.62,3.98
4143,5.60014851,0.0587,1.51,2.89,4.61,0.0,952.0,16.3947,5308.0,0.81,0.85,-0.08,955.536,1.0,167.18,4.56,4.57
4144,25.2034787,0.1693,2.36,6.17,2.58,0.0,600.0,43.08,5438.0,0.83,0.86,-0.16,1304.19,1.0,34.74,4.55,4.47
4145,2.83265213,0.0403,1.32,2.3,5.5,0.0,1453.0,3.69,5908.0,1.21,1.08,0.12,802.116,1.0,1286.39,4.31,5.01
4146,16.22371307,0.1212,1.51,2.89,4.61,0.0,676.0,50.2,5590.0,0.92,0.94,0.0,757.382,1.0,49.35,4.49,4.79
4147,8.49642241,0.0726,2.08,4.98,3.04,0.0,702.0,29.8,4965.0,0.71,0.74,-0.25,918.566,1.0,79.03,4.61,4.47
4148,66.1849031,0.3179,2.23,5.6,2.77,0.0,436.0,107.3,5756.0,0.97,0.98,0.0,922.333,1.0,8.3,4.46,3.98
4149,2.03231845,0.0283,1.25,2.1,5.91,0.0,1011.0,9.0,4708.0,0.72,0.78,0.06,486.94,1.0,267.14,4.62,2.69
4150,7.6847716,0.0732,1.47,2.76,4.77,0.0,830.0,24.328,5517.0,0.9,0.93,0.03,743.03,1.0,108.07,4.5,4.68
4151,15.0447198,0.1152,1.15,1.6,5.78,0.0,931.0,19.92,5889.0,1.17,0.94,-0.27,563.493,1.0,92.58,4.27,7.76
4152,4.4379629,0.0553,19.661,137.30256,0.11,0.0,1480.0,8.019,5947.0,1.48,1.17,0.07,881.386,1.0,877.54,4.17,4.0
4153,6.312501,0.055,2.15,8.5,4.7,0.0,575.0,18.129,4096.0,0.53,0.65,-0.12,388.63,2.0,42.69,4.73,3.63
4154,12.794585,0.088,1.53,2.96,4.54,0.0,455.0,29.29,4096.0,0.53,0.65,-0.12,388.63,2.0,16.62,4.73,3.63
4155,1.11854972,0.0188,1.06,1.2,5.54,0.0,1174.0,5.48,4612.0,0.7,0.74,0.04,588.715,1.0,544.53,4.63,3.02
4156,15.18725932,0.1183,2.29,5.86,2.68,0.0,789.0,14.87,6177.0,1.24,1.15,0.03,944.241,1.0,89.43,4.32,2.95
4157,28.6851324,0.179,2.94,8.96,1.94,0.0,547.0,15.91,5834.0,1.04,1.03,0.06,1175.38,1.0,23.88,4.42,4.17
4158,0.58800076,0.0114,1.06,1.2,5.54,0.0,1188.0,3.944,4105.0,0.61,0.64,0.01,317.022,1.0,723.81,4.67,3.47
4159,85.7350285,0.3877,3.05,9.53,1.85,0.0,448.0,88.01,5825.0,1.03,1.03,0.06,1175.22,1.0,7.02,4.42,4.27
4160,1.07839035,0.0196,1.41,2.57,5.04,0.0,1667.0,6.744,5226.0,0.81,0.84,-0.04,698.485,1.0,1038.49,4.56,4.9
4161,1.21699766,0.0201,1.64,3.33,4.15,0.0,1314.0,7.15,4877.0,0.75,0.8,0.07,762.019,1.0,588.02,4.6,3.55
4162,13.68237119,0.1156,1.62,3.26,4.21,0.0,802.0,14.6,5909.0,1.06,1.06,0.05,1754.19,1.0,352.51,4.41,3.63
4163,11.08507637,0.0901,2.32,5.99,2.64,0.0,665.0,29.1,5001.0,0.76,0.8,-0.03,825.176,1.0,37.66,4.59,4.47
4164,25.369116,0.18,1.51,2.89,4.61,0.0,755.0,42.17,6210.0,1.38,1.23,0.12,505.531,1.0,63.25,4.24,3.09
4165,3.177422,0.039,2.34,6.08,2.61,0.0,997.0,17.098,5311.0,0.7,0.86,-0.08,510.523,2.0,220.49,4.65,0.5
4166,41.008011,0.216,2.27,5.77,2.71,0.0,425.0,39.2,5311.0,0.7,0.86,-0.08,510.523,2.0,7.3,4.65,0.5
4167,8.07124073,0.0753,1.7,3.53,3.95,0.0,856.0,25.25,5568.0,0.92,0.94,0.04,1176.53,1.0,152.05,4.49,5.13
4168,11.01816836,0.0985,2.55,7.04,2.33,0.0,840.0,9.49,5705.0,0.94,0.96,-0.08,1826.53,1.0,139.85,4.48,4.17
4169,12.94130146,0.1082,2.14,5.22,2.93,0.0,795.0,21.678,6051.0,1.15,1.1,0.03,1316.57,1.0,142.1,4.36,3.24
4170,5.34982412,0.0635,1.19,1.81,5.9,0.0,1156.0,5.37,6050.0,1.21,1.14,0.13,807.812,1.0,595.42,4.33,3.47
4171,18.82634264,0.128,2.36,6.17,2.58,0.0,591.0,63.24,5130.0,0.8,0.85,0.05,729.227,1.0,23.18,4.57,4.68
4172,4.76703963,0.0528,1.22,1.98,5.99,0.0,1046.0,6.2,5616.0,0.93,0.95,0.01,661.022,1.0,253.96,4.48,4.79
4173,4.37034536,0.0519,1.39,2.51,5.14,0.0,1191.0,11.84,5743.0,0.98,0.99,0.03,1258.36,1.0,415.55,4.46,4.07
4174,2.03232507,0.0326,1.99,4.62,3.22,0.0,1542.0,9.353,5905.0,1.08,1.06,0.07,1347.71,1.0,1302.95,4.4,3.8
4175,22.9221266,0.1564,1.44,2.67,4.91,0.0,684.0,20.6,5986.0,1.1,1.06,-0.02,840.503,1.0,84.83,4.38,3.8
4176,16.10467749,0.1418,2.12,5.14,2.96,0.0,1159.0,10.91,5944.0,1.94,1.25,0.05,880.895,1.0,430.69,3.97,4.37
4177,5.766193,0.064,2.34,6.08,2.61,0.0,1159.0,11.711,6050.0,1.22,1.08,-0.06,1027.45,5.0,448.1,4.3,3.89
4178,12.465988,0.108,5.87,29.0,0.788,0.0,897.0,19.46,6050.0,1.22,1.08,-0.06,1027.45,5.0,160.5,4.3,3.89
4179,21.587475,0.155,2.2,5.48,2.83,0.0,747.0,37.8,6050.0,1.22,1.08,-0.06,1027.45,5.0,77.14,4.3,3.89
4180,37.993273,0.227,2.6,27.7,8.66,0.0,618.0,43.624,6050.0,1.22,1.08,-0.06,1027.45,5.0,36.3,4.3,3.89
4181,56.268,0.287,1.75,36.0,36.9,0.0,543.0,53.86,6102.0,0.95,1.03,-0.06,1027.45,5.0,21.52,4.35,3.89
4182,7.42693741,0.0734,1.52,2.92,4.57,0.0,899.0,20.19,5842.0,0.99,1.0,-0.04,961.907,1.0,177.84,4.45,3.63
4183,12.00096042,0.0906,1.88,4.19,3.47,0.0,632.0,19.98,5194.0,0.82,0.87,0.09,913.65,1.0,37.81,4.55,4.57
4184,1.91694425,0.0282,0.79,0.418,4.66,0.0,1246.0,9.97,5239.0,0.8,0.84,-0.04,415.218,1.0,416.23,4.56,4.37
