,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius],insolation_flux_earth
5029,508.0,44.99760056,0.2555,0.98,15.74
5030,1156.0,3.88151002,0.0488,0.98,423.0
5031,1203.0,2.52400994,0.0344,0.87,495.14
5032,834.0,11.66009998,0.1016,1.08,114.36
5033,768.0,9.88735962,0.0872,0.82,82.32
5034,215.0,211.0339966,0.6266,0.69,0.5
5035,865.0,8.16736031,0.0791,0.9,132.43
5036,1244.0,4.938864,0.059,1.29,902.24
5037,963.0,10.640263,0.099,1.29,324.13
5038,1046.0,3.60694003,0.0453,0.84,283.23
5039,1403.0,1.95270002,0.0308,0.95,917.15
5040,1005.0,3.82591009,0.0465,0.89,241.25
5041,1787.0,0.558842,0.0128,0.79,2412.15
5042,356.0,56.57320023,0.2633,0.78,3.79
5043,559.0,34.45859909,0.2039,0.86,23.05
5044,1194.0,6.99202013,0.0735,1.47,479.87
5045,1278.0,2.37756991,0.0351,0.94,632.62
5046,1063.0,4.44587994,0.0521,0.86,302.6
5047,987.0,10.61340046,0.0953,1.39,139.2
5048,1463.0,2.061897,0.032,1.14,1069.23
5049,1025.0,5.996553,0.066,1.14,257.35
5050,606.0,6.30921984,0.054,0.53,31.73
5051,289.0,159.3939972,0.5368,0.87,1.65
5052,894.0,13.78730011,0.1151,1.46,150.64
5053,416.0,103.427002,0.4438,1.02,7.08
5054,864.0,8.98832035,0.0845,0.91,131.92
5055,1205.0,2.52255988,0.036,0.86,499.07
5056,580.0,24.2758007,0.16,0.84,26.68
5057,625.0,19.94750023,0.1421,0.86,36.14
5058,886.0,11.39169979,0.0956,1.25,145.67
5059,493.0,37.30369949,0.2082,0.82,14.0
5060,678.0,10.399931,0.088,0.75,45.39
5061,544.0,20.134866,0.137,0.75,18.81
5062,1328.0,4.82059002,0.0563,1.4,735.25
5063,1017.0,4.02229023,0.0473,0.83,253.28
5064,822.0,6.33123016,0.0633,0.76,108.04
5065,1194.0,4.17936993,0.0504,1.16,478.98
5066,1231.0,2.76266003,0.0385,0.9,544.05
5067,789.0,6.07029009,0.0615,0.76,91.45
5068,536.0,44.87020111,0.2529,1.0,19.5
5069,505.0,24.22030067,0.1546,0.76,15.43
5070,1167.0,4.76562023,0.0522,1.12,439.42
5071,851.0,4.0957799,0.0457,0.74,124.3
5072,762.0,9.28716,0.0835,0.86,93.54
5075,1166.0,2.019999,0.03,0.8,417.24
5076,948.0,3.763024,0.045,0.8,181.7
5077,1356.0,2.9862299,0.042,1.04,798.35
5078,1132.0,3.48412991,0.0453,0.92,389.41
5079,601.0,3.82222009,0.0385,0.51,30.84
5080,769.0,17.0678997,0.1321,1.0,82.56
5081,567.0,4.57702017,0.0436,0.5,24.38
5082,1212.0,3.42392993,0.0451,1.02,508.75
5083,901.0,7.36268997,0.0738,0.89,155.72
5084,856.0,5.65245009,0.0565,0.8,127.1
5085,620.0,14.86390018,0.1076,0.8,35.04
5086,1031.0,2.39160991,0.0306,0.69,266.01
5087,722.0,9.939632,0.087,0.79,64.29
5088,596.0,17.738506,0.128,0.79,29.74
5089,857.0,5.94504102,0.0599,0.8,127.64
5090,645.0,5.68876982,0.0536,0.64,40.88
5091,987.0,5.9907999,0.0636,0.97,223.93
5092,976.0,6.05921984,0.0646,0.96,214.55
5093,818.0,14.1960001,0.1209,1.08,105.7
5094,585.0,30.82789993,0.1954,0.96,27.66
5095,809.0,13.83539963,0.114,1.06,101.05
5096,635.0,31.25429916,0.2053,1.09,38.54
5097,675.0,12.90240002,0.103,0.79,48.99
5098,497.0,47.0564003,0.2524,0.92,14.43
5099,479.0,37.88660049,0.2107,0.82,12.46
5100,803.0,9.926746,0.09,1.01,105.3
5101,623.0,21.2234,0.15,1.01,38.22
5102,926.0,6.47027579,0.0668,0.94,186.08
5103,660.0,30.2541008,0.2043,1.16,44.87
5104,967.0,20.03479958,0.1557,2.0,207.16
5105,740.0,13.22259998,0.1077,0.86,71.11
5106,553.0,52.60969925,0.2846,1.29,8.63
5107,821.0,15.33170033,0.1216,1.29,107.44
5108,531.0,46.71640015,0.2588,1.09,18.74
5109,451.0,42.87770081,0.2197,0.83,9.8
5110,677.0,73.75039673,0.3859,2.48,9.64
5111,621.0,19.57783,0.194,0.92,35.14
5112,566.0,59.36249924,0.2987,1.47,24.33
5113,979.0,11.38848,0.106,1.15,117.3
5114,595.0,50.697494,0.286,1.15,16.03
5115,643.0,13.02680016,0.1025,0.84,40.51
5116,619.0,38.5760994,0.2356,1.22,34.77
5117,1891.0,0.52417702,0.0123,0.82,3049.23
5118,1058.0,4.94329023,0.0561,1.01,296.74
5119,1700.0,1.41975999,0.0245,1.04,1968.38
5120,1083.0,3.95140004,0.0463,0.9,324.78
5121,524.0,126.5569992,0.5548,1.85,17.85
5122,1014.0,9.68859959,0.0943,1.2,250.25
5123,527.0,13.06260014,0.0938,0.66,18.25
5124,816.0,2.7906599,0.0334,0.6,104.74
5125,1648.0,2.092281,0.032,1.02,953.17
5126,815.0,17.308032,0.131,1.02,56.95
5127,562.0,52.814973,0.275,1.02,12.86
5128,885.0,4.95061016,0.0525,0.72,145.23
5129,666.0,31.33510017,0.2054,1.14,46.53
5130,1012.0,4.62604999,0.0516,0.8,247.34
5131,1098.0,4.85018015,0.0571,0.97,344.04
5132,801.0,9.84257984,0.0918,0.97,97.62
5133,808.0,6.08003998,0.0597,0.8,100.72
5134,1143.0,3.03519011,0.0394,0.87,403.53
5135,1298.0,6.9636302,0.0711,1.69,669.78
5136,399.0,15.57129955,0.1022,0.56,5.98
5137,1709.0,2.20828009,0.0352,1.45,2016.25
5138,751.0,8.307872,0.077,0.78,74.15
5139,469.0,34.096863,0.197,0.78,11.28
5140,752.0,10.77690029,0.0871,0.85,75.83
5141,728.0,20.65780067,0.1435,1.31,66.27
5142,725.0,27.21080017,0.1724,1.31,65.27
5143,731.0,6.24565983,0.0607,0.71,67.62
5144,949.0,5.88343,0.0625,0.85,192.09
5145,853.0,14.26519966,0.117,1.29,113.9
5146,674.0,5.94371986,0.0563,0.68,48.82
5147,1099.0,2.18662,0.0299,0.77,345.07
5148,806.0,9.32861996,0.0856,0.86,99.6
5149,811.0,6.38669014,0.0617,0.81,102.25
5150,536.0,20.739886,0.138,0.78,20.73
5151,407.0,47.427737,0.24,0.78,6.88
5152,297.0,122.0800018,0.4484,0.77,1.83
5153,1547.0,2.29794002,0.0354,1.07,1352.14
5154,866.0,5.6047101,0.0588,0.78,132.98
5155,901.0,7.99145985,0.0783,1.01,155.95
5156,1448.0,1.96226001,0.0298,0.98,1038.36
5157,986.0,2.44082999,0.0322,0.7,223.8
5158,492.0,41.86869812,0.2301,0.84,13.89
5159,733.0,8.61742973,0.0763,0.84,68.28
5160,1086.0,7.28169012,0.0735,1.81,329.68
5161,744.0,7.2810998,0.0696,0.79,72.16
5162,999.0,6.64752007,0.0717,1.01,235.89
5163,1142.0,5.599308,0.06,1.12,431.26
5164,930.0,10.349695,0.09,1.12,189.97
5165,810.0,15.677563,0.119,1.12,109.09
5166,691.0,25.209715,0.164,1.12,57.94
5167,1084.0,7.54425,0.0763,1.38,326.67
5168,1215.0,11.3295,0.1041,1.38,515.77
5169,655.0,17.790037,0.131,0.94,44.55
5170,465.0,49.567416,0.259,0.94,11.35
5171,1562.0,1.31184443,0.0229,0.93,1444.52
5172,595.0,23.637604,0.158,0.97,31.68
5173,420.0,67.093408,0.316,0.97,7.88
5174,1105.0,3.69611525,0.0463,0.96,324.11
5175,772.0,10.85409089,0.0949,0.96,77.02
5176,401.0,77.61130017,0.3506,0.96,5.59
5177,1040.0,6.09852281,0.0639,0.96,166.0
5178,705.0,19.57758478,0.1396,0.96,35.07
5180,854.0,8.594805,0.08,0.94,159.07
5181,806.0,10.222157,0.09,0.94,126.36
5182,683.0,25.672083,0.175,1.23,64.55
5183,378.0,151.884058,0.573,1.23,6.03
5184,802.0,4.069427,0.045,0.67,108.5
5185,505.0,16.282493,0.113,0.67,17.07
5186,1308.0,3.162697,0.043,1.11,668.22
5187,1096.0,5.370647,0.061,1.11,329.79
5188,855.0,11.32972,0.1,1.11,121.82
5189,828.0,14.400974,0.117,1.24,79.7
5190,683.0,25.660593,0.173,1.24,36.89
5191,757.0,2.75564,0.032,0.55,102.56
5192,389.0,20.306546,0.122,0.55,7.14
5193,983.0,7.781987,0.078,1.19,192.27
5194,825.0,13.137471,0.111,1.19,95.51
5195,681.0,23.44281,0.163,1.19,44.17
5196,1930.0,1.611865,0.029,1.59,4097.32
5197,1556.0,3.071571,0.044,1.59,1742.71
5198,1254.0,5.868075,0.068,1.59,732.6
5199,1379.0,4.22864,0.054,1.31,639.58
5200,1141.0,7.466623,0.079,1.31,300.17
5201,999.0,11.131786,0.103,1.31,176.28
5202,880.0,16.259458,0.132,1.31,106.34
5203,668.0,16.087845,0.122,0.94,48.66
5204,486.0,41.749882,0.231,0.94,13.64
5205,2025.0,2.78578,0.042717,1.9,3021.19
5206,737.0,2.453234,0.032,0.65,122.14
5207,497.0,7.972513,0.07,0.65,25.44
5208,954.0,4.138575,0.048,0.82,158.19
5209,841.0,6.04045,0.062,0.82,95.44
5210,830.0,16.257582,0.133,1.46,133.87
5211,664.0,31.805174,0.207,1.46,54.66
5212,1326.0,2.46236,0.036,1.2,833.47
5213,1060.0,4.822962,0.057,1.2,339.54
5214,758.0,15.660544,0.13,1.35,196.4
5215,619.0,28.7798,0.194,1.35,87.24
5216,784.0,9.360672,0.084,1.03,105.07
5217,675.0,14.667108,0.113,1.03,57.69
5218,527.0,30.864423,0.185,1.03,21.4
5219,405.0,68.16101,0.314,1.03,7.44
5220,1069.0,7.693641,0.079,1.26,540.03
5221,814.0,17.406669,0.136,1.26,182.06
5222,1413.0,5.374943,0.065,1.8,1366.48
5223,1208.0,8.586004,0.089,1.8,730.81
5224,1574.0,3.88689525,0.0505,1.76,2099.75
5225,1156.0,3.619337,0.046,1.06,460.66
5226,500.0,44.699576,0.248,1.06,16.15
5227,356.0,124.5244647,0.4865,1.02,4.12
5228,1307.0,4.585512,0.057,1.49,456.73
5229,766.0,22.714613,0.165,1.49,54.1
5230,598.0,47.903645,0.272,1.49,20.01
5231,262.0,289.8623,0.849,0.98,0.96
5232,759.0,4.159807,0.046,0.67,105.0
5233,586.0,9.034199,0.076,0.67,37.32
5234,401.0,28.122397,0.163,0.67,8.21
5235,341.0,45.902733,0.226,0.67,4.27
5236,1090.0,2.795906,0.037,0.82,308.88
5237,860.0,5.690586,0.059,0.82,119.84
5238,712.0,10.04156,0.087,0.82,56.29
5239,582.0,18.369917,0.13,0.82,25.16
5240,1004.0,3.936981,0.048,0.87,206.77
5241,734.0,10.08881,0.091,0.87,59.08
5242,522.0,28.081912,0.18,0.87,15.09
5243,1042.0,7.38449,0.0756,1.72,444.05
5244,947.0,9.84564,0.0916,1.72,302.47
5245,827.0,14.78869,0.1201,1.72,175.95
5246,751.0,19.72567,0.1455,1.72,119.88
5247,937.0,3.132924,0.038,0.68,201.49
5248,758.0,5.925003,0.058,0.68,86.33
5249,610.0,11.349393,0.089,0.68,36.29
5250,517.0,18.643577,0.124,0.68,18.73
5251,579.0,6.738975,0.056,0.48,38.88
5252,412.0,18.794234,0.111,0.48,9.9
5253,1018.0,3.940997,0.047,0.8,270.4
5254,919.0,5.349555,0.058,0.8,180.51
5255,800.0,8.109044,0.076,0.8,103.64
5256,793.0,9.488015,0.09,1.09,104.64
5257,443.0,54.418694,0.29,1.09,10.19
5258,1360.0,2.566546,0.038,1.01,863.78
5259,1160.0,4.134444,0.052,1.01,457.32
5260,835.0,11.094286,0.101,1.01,122.78
5261,823.0,6.252972,0.062,0.73,76.22
5262,600.0,16.068638,0.117,0.73,21.64
5263,439.0,41.194912,0.22,0.73,6.16
5264,1157.0,7.1073,0.075,1.52,446.11
