,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
1067,HD 63433 c,HD 63433,20.5453,0.1458,2.670,7.61000,2.200000,0.000000,622,34.38,5640.00,0.91,0.99,0.017,22.4035000,2,35.36,4.53,0.414
1068,HD 63454 b,HD 63454,2.81805,0.04,12.310,79.45750,0.234000,0.000000, ,11.170495014063514,4812.00,0.77,0.42,0.100,37.6894000,1, ,4.28,1.000
1069,HD 63765 b,HD 63765,358.0,0.94,14.200,168.44990,0.323000,0.240000, ,243.5302497343124,5449.00,0.83,0.65,-0.160,32.5376000,1, ,4.41,4.770
1070,HD 63935 b,HD 63935,9.058811,288.6525,2.990,10.80000,2.200000,0.000000,911,18.64,5534.00,0.96,0.93,0.070,48.9739000,2,115.60,4.38,6.800
1071,HD 63935 c,HD 63935,21.4023,288.6525,2.900,11.10000,2.500000,0.000000,684,33.06,5534.00,0.96,0.93,0.070,48.9739000,2,36.70,4.38,6.800
1072,HD 64114 b,HD 64114,45.791,0.246,4.410,17.80000,1.140000,0.120000, ,60.11122629442927,5676.00,0.88,0.95, ,31.5262000,1, ,4.52, 
1073,HD 64121 b,HD 64121,623.0,1.51,13.200,813.64072,1.940000,0.110000, ,59.68719923185499,5078.00,5.44,1.64,-0.210,129.9660000,1, ,3.19, 
1074,HD 6434 b,HD 6434,21.998,0.14,14.200,155.73670,0.299000,0.170000, ,26.87900362759033,5769.00,1.12,1.10,-0.550,42.3580000,1, ,4.38,11.270
1075,HD 65216 b,HD 65216,577.6,1.301,13.600,411.58985,0.899000,0.270000, ,317.90530654086376,5612.00,0.88,0.87,-0.168,35.1205000,2, ,4.44,4.000
1076,HD 65216 c,HD 65216,5370.0,5.75,13.400,645.19490,1.470000,0.170000, ,1389.251872886691,5612.00,0.89,0.87,-0.168,35.1205000,2, ,4.44,4.000
1077,HD 66141 b,HD 66141,480.5,1.2,12.800,1906.90000,5.000000,0.070000, ,12.057870786208746,4323.00,21.40,1.10,-0.323,68.1509000,1, ,1.78,6.840
1078,HD 66428 b,HD 66428,2269.81725722,3.39291,12.400,3426.60694,9.880000,0.470522, ,645.649842110354,5716.00,1.13,1.01,0.230,53.2817000,2, ,4.33,3.515
1079,HD 66428 c,HD 66428,10478.84436542,9.418207,13.300,768.28680,1.790000,0.207329, ,1730.9539837155328,5647.60,1.17,1.01,0.271,53.2817000,2, ,4.32,3.515
1080,HD 67087 b,HD 67087,352.2,1.08,13.100,973.00000,2.380000,0.170000, ,149.8287686079874,6330.00,1.55,1.36,0.250,76.5217000,2, ,4.19,1.450
1081,HD 67087 c,HD 67087,2374.0,3.86,12.900,1540.00000,3.940000,0.760000, ,535.4991174322512,6330.00,1.55,1.36,0.250,76.5217000,2, ,4.19,1.450
1082,HD 6718 b,HD 6718,2496.0,3.55,13.500,533.95440,1.190000,0.100000, ,803.5407400248055,5801.00,0.95,1.08,-0.030,51.3444000,1, ,4.51, 
1083,HD 68402 b,HD 68402,1103.0,2.18,13.100,975.73810,2.390000,0.030000, ,459.5782581031131,5950.00,1.02,1.12,0.290,78.4293000,1, ,4.47,2.000
1084,HD 68988 b,HD 68988,6.27711,0.07,13.400,626.12510,1.430000,0.120000, ,12.64894288357192,5932.00,1.19,1.28,0.350,60.8447000,2, ,4.40,6.000
1085,HD 68988 c,HD 68988,16000.0,13.2,12.300,4767.42610,14.100000,0.450000, ,2252.7164945028085,5883.41,1.26,1.17,0.305,60.8447000,2, ,4.31,3.400
1086,HD 69123 b,HD 69123,1193.3,2.482,13.100,966.19836,2.360000,0.190000, ,69.13335440795771,4842.00,7.72,1.68,0.050,75.1160000,1, ,2.86, 
1087,HD 69830 b,HD 69830,8.667,0.0785,3.170,10.20000,1.760000,0.100000, ,18.96630817767048,5385.00,0.89,0.86,-0.050,12.5591000,3, ,4.49,7.000
1088,HD 69830 c,HD 69830,31.56,0.186,3.460,11.80000,1.570000,0.130000, ,44.93927797511731,5385.00,0.89,0.86,-0.050,12.5591000,3, ,4.49,7.000
1089,HD 69830 d,HD 69830,197.0,0.63,4.450,18.10000,1.130000,0.070000, ,152.21368346410702,5385.00,0.89,0.86,-0.050,12.5591000,3, ,4.49,7.000
1090,HD 70573 b,HD 70573,851.8,1.76,12.800,1900.00000,4.980000,0.400000, ,386.1799704861957,5737.00,0.98,1.00,-0.180,59.1820000,1, ,4.59,0.102
1091,HD 70642 b,HD 70642,2124.54,3.318,13.400,633.43519,1.450000,0.175000, ,728.0370125415894,5732.00,0.98,1.08,0.220,29.2760000,1, ,4.46,0.919
1092,HD 7199 b,HD 7199,615.0,1.36,11.100,85.81410,0.345000,0.190000, ,301.48820563730186,5371.00,0.97,0.77,0.320,36.1531000,1, ,4.35,6.790
1093,HD 72490 b,HD 72490,858.0,1.88,13.500,561.92344,1.260000,0.124000, ,81.50407551591906,4934.00,4.96,1.21,-0.130,126.3390000,1, ,3.21, 
1094,HD 72659 b,HD 72659,3549.39853518,4.689125,13.100,1071.53588,2.620000,0.257128, ,690.6247007409561,5932.00,1.46,1.09,0.014,51.8949000,2, ,4.09,6.500
1095,HD 72659 c,HD 72659,18207.72098165,13.940621,12.100,5948.05833,18.400000,0.091341, ,2053.2054927663667,5932.00,1.46,1.09,0.014,51.8949000,2, ,4.09,7.320
1096,HD 72892 b,HD 72892,39.44603442,0.227825,12.800,1736.44828,4.550000,0.418755, ,40.15546886200502,5688.00,1.22,1.01,0.250,69.7311000,1, ,4.27,8.000
1097,HD 73267 b,HD 73267,1257.99159045,2.227469,13.000,1325.38828,3.320000,0.261289, ,526.3485479678682,5387.00,0.91,0.93,0.030,50.4093000,2, ,4.45,8.140
1098,HD 73267 c,HD 73267,17071.78044733,12.621165,12.800,1716.49961,4.500000,0.089366, ,2827.0361651618005,5387.00,0.96,0.93,0.030,50.4093000,2, ,4.45,8.140
1099,HD 73526 b,HD 73526,188.3,0.65,13.100,978.91640,2.390000,0.190000, ,91.35347638135276,5601.00,1.53,1.14,0.220,97.2396000,2, ,4.12,9.200
1100,HD 73526 c,HD 73526,379.1,1.03,13.300,715.09000,1.670000,0.280000, ,144.76012411198974,5633.00,1.53,1.01,0.232,97.2396000,2, ,4.20,9.590
1101,HD 73534 b,HD 73534,1750.0,2.99,13.700,353.42696,0.755000,0.126000, ,249.2037855705274,4917.00,2.58,1.16,0.232,83.3321000,1, ,3.60,7.040
1102,HD 73583 b,HD 73583,6.398042,0.0604,2.790,10.20000,2.580000,0.090000,714,19.98,4511.00,0.65,0.73,0.000,31.5666000,2,43.30,4.62,0.480
1103,HD 73583 c,HD 73583,18.87974,0.1242,2.390,9.70000,3.880000,0.080000,498,41.11,4511.00,0.65,0.73,0.000,31.5666000,2,10.20,4.62,0.480
1104,HD 74156 b,HD 74156,51.63563941,0.280148,13.500,531.83222,1.190000,0.635643, ,39.89456481198504,6068.00,1.51,1.10,0.110,57.6030000,2, ,4.14,3.700
1105,HD 74156 c,HD 74156,2448.48726302,3.676463,12.500,2894.47226,8.140000,0.377277, ,523.5478798076907,6068.00,1.51,1.10,0.110,57.6030000,2, ,4.14,3.700
1106,HD 7449 b,HD 7449,1270.55194905,2.43855,12.600,2652.63439,7.290000,0.751956, ,540.5838704829723,6024.00,0.97,1.20,-0.105,38.6620000,1, ,4.52,2.100
1107,HD 75289 b,HD 75289,3.50927,0.05,14.200,155.73670,0.299000,0.030000,1260,8.741139391086286,6117.00,1.23,1.29,0.260,29.1158000,1, ,4.37,5.600
1108,HD 75784 b,HD 75784,341.2,1.032,13.800,317.83000,0.665000,0.097000, ,65.2685452792311,4867.00,3.40,1.26,0.250,85.4321000,2, ,3.46,4.000
1109,HD 75784 c,HD 75784,7900.0,8.4,12.800,1792.56120,4.700000,0.489000, ,531.2556011100206,4867.00,3.40,1.26,0.280,85.4321000,2, ,3.46,5.360
1110,HD 75898 b,HD 75898,422.9,1.191,13.200,861.31930,2.060000,0.110000, ,162.0905990909371,5963.00,1.58,1.26,0.280,78.0505000,1, ,4.21,3.560
1111,HD 76700 b,HD 76700,3.97097,0.05,9.600,66.74430,0.415000,0.090000, ,7.847884270829293,5644.00,1.37,0.99,0.310,60.8831000,1, ,4.16,11.000
1112,HD 76920 b,HD 76920,415.4,1.149,13.000,1249.07190,3.120000,0.856000, ,33.07520767668144,4698.00,7.47,1.17,-0.110,184.0310000,1, ,2.94,7.100
1113,HD 77338 b,HD 77338,5.7361,0.06,4.120,15.90000,1.250000,0.090000, ,13.300950248704492,5341.00,0.97,1.37,0.320,45.9350000,1, ,4.60, 
1114,HD 79181 b,HD 79181,273.1,0.9,14.100,203.41018,0.399000,0.259000, ,17.49808554418177,4862.00,11.06,1.28,-0.280,103.3350000,1, ,2.45, 
1115,HD 7924 b,HD 7924,5.39792,0.06,2.400,6.35660,2.530000,0.060000,826,16.540925309286354,5131.00,0.78,0.65,-0.210,16.9922000,3,113.70,4.46,0.880
1116,HD 7924 c,HD 7924,15.299,0.1134,2.720,7.86000,2.150000,0.098000,584,31.262348834551208,5075.00,0.78,0.83,-0.150,16.9922000,3,28.35,4.59,0.880
1117,HD 7924 d,HD 7924,24.451,0.1551,2.420,6.44000,2.500000,0.210000,499,42.75829192450522,5075.00,0.78,0.83,-0.150,16.9922000,3,15.17,4.59,0.880
1118,HD 79498 b,HD 79498,1807.0,2.98,13.600,425.89220,0.930000,0.575000, ,610.28137760167,5748.00,1.05,1.08,0.180,48.9489000,1, ,4.37,2.710
1119,HD 80606 b,HD 80606,111.4367,0.4565,11.994,1392.09540,5.080000,0.930000,405,98.38,5561.00,1.04,1.15,0.350,66.4711000,1, ,4.42,5.900
1120,HD 80653 b,HD 80653,0.719573,0.0166,1.613,5.60000,7.400000, ,2302,2.92,5910.00,1.22,1.18, ,109.8600000,1,6635.86,4.34,2.670
1121,xi Aql b,xi Aql,136.75,0.68,13.200,890.00000,2.130000,0.000000, ,12.185148311174284,4780.00,12.00,2.20,-0.205,56.1858000,1, ,2.66,7.100
1122,ups Leo b,ups Leo,385.2,1.18,14.200,162.09249,0.311000,0.320000, ,22.61477667062858,4836.00,11.22,1.48,-0.200,52.5973000,1, ,2.46, 
1123,ups And d,ups And,1276.46,2.51329,12.500,3257.74117,9.170000,0.298700, ,346.43451808813586,6156.77,1.56,1.30,0.101,13.4054000,3, ,4.13,5.000
1124,ups And c,ups And,241.258,0.827774,12.300,4443.24113,13.100000,0.259600, ,114.10123255807667,6156.77,1.56,1.30,0.101,13.4054000,3, ,4.13,5.000
1125,ups And b,ups And,4.617033,0.059222,14.000,218.53100,0.438000,0.021500, ,8.163222322221303,6156.77,1.56,1.30,0.101,13.4054000,3, ,4.13,5.000
1126,tau Gem b,tau Gem,305.5,1.17,12.100,6547.00000,20.300000,0.031000, ,9.387592311725577,4388.00,26.80,2.30,0.140,112.5370000,1, ,1.96,1.220
1127,tau Cet h,tau Cet,49.41,0.243,1.190,1.83000,5.970000,0.230000, ,62.95516030365735,5310.00,0.83,0.78,-0.520,3.6030400,4, ,4.52,12.120
1128,tau Cet g,tau Cet,20.0,0.133,1.180,1.75000,5.850000,0.060000, ,34.456939590067606,5310.00,0.83,0.78,-0.520,3.6030400,4, ,4.52,12.120
1129,tau Cet f,tau Cet,636.13,1.334,1.810,3.93000,3.640000,0.160000, ,345.60569483571567,5310.00,0.83,0.78,-0.520,3.6030400,4, ,4.52,12.120
1130,tau Cet e,tau Cet,162.87,0.538,1.810,3.93000,3.640000,0.180000, ,139.38220676282987,5310.00,0.83,0.78,-0.520,3.6030400,4, ,4.52,12.120
1131,tau Boo b,tau Boo,3.3124568,0.049,12.800,1891.00000,4.950000,0.011000, ,7.368230365045741,6466.27,1.43,1.32,0.264,15.6521000,1, ,4.25,2.000
1132,rho CrB c,rho CrB,102.54,0.4123,5.380,25.00000,0.882000,0.052000,448,65.1,5627.00,1.36,0.89,-0.310,17.4671000,2,9.85,4.12,11.040
1133,rho CrB b,rho CrB,39.8458,0.2196,13.800,332.10000,0.694000,0.037300,614,34.66,5627.00,1.36,0.89,-0.310,17.4671000,2,34.70,4.12,10.000
1134,psi1 Dra B b,psi1 Dra B,3117.0,4.43,13.500,486.27990,1.090000,0.400000, ,756.0253083823819,6212.00,1.26,1.19,0.010,22.7188000,1, ,4.20,3.300
1135,pi Men d,HD 39091,124.64,,3.720,13.38000,1.430000,0.220000, ,,5998.00,1.19,1.07,0.090,18.2702000,3, ,4.36,3.920
1136,pi Men c,HD 39091,6.26790772,0.068647,2.060,3.63000,2.820000,0.076939,1170,13.1,6037.00,1.19,1.10,0.080,18.2702000,3,309.00,4.36,3.920
1137,omi UMa b,omi UMa,1630.0,3.9,13.000,1303.10300,3.260000,0.130000, ,59.47694419722114,5242.00,14.10,3.09, ,54.9149000,1, , , 
1138,omi CrB b,omi CrB,187.83,0.83,13.600,476.74500,1.040000,0.191000, ,16.997769913066644,4749.00,10.50,2.13,-0.238,84.7883000,1, ,2.65,7.827
1139,ome Ser b,ome Ser,277.02,1.1,13.500,540.30000,1.210000,0.106000, ,19.23050666038983,4770.00,12.30,2.17,-0.240,76.7556000,1, ,2.32, 
1140,nu Oph c,nu Oph,3184.83,5.931,12.000,7838.32346,24.900000,0.180000, ,87.35307973437712,4886.00,14.60,2.70,0.060,46.2107000,2, ,2.56,0.650
1141,nu Oph b,nu Oph,530.21,1.79,12.000,7057.73298,22.400000,0.124000, ,26.363515886787223,4886.00,14.60,2.70,0.060,46.2107000,2, ,2.56,0.650
1142,nu Oct A b,nu Oct A,417.0,1.25,13.300,762.78818,1.780000,0.110000, ,46.26334531426907,4860.00,5.81,1.61,0.180,21.1999000,1, ,3.12,2.800
1143,mu2 Sco b,mu2 Sco,3165.0796094172,242.4,12.300,4576.72906,13.500000,0.560000, ,9307.814970468424,21700.00,5.60,9.10, , ,1, ,3.80,0.020
1144,mu Leo b,mu Leo,357.8,1.1,13.300,762.80000,1.780000,0.090000, ,20.74870455463113,4538.20,11.40,1.50,0.360,32.6081000,1, ,2.40,3.350
1145,kap CrB b,kap CrB,1247.9,2.76,13.400,635.66000,1.450000,0.059000, ,126.00602974462728,4970.00,4.71,1.80,0.150,30.0651000,1, ,3.47,2.500
1146,kap And b,kap And,3165.0796094172,55.0,12.300,4327.36000,12.800000, ,1900,5119.81021477911,10900.00,2.31,2.60,-0.360,50.0177000,1, ,3.78,0.030
1147,iot Dra c,iot Dra,25000.0,19.4,12.200,4958.12315,15.000000,0.455000, ,353.8270876167955,4504.00,11.79,1.54,0.030,31.3283200,2, ,2.48,2.650
1148,iot Dra b,iot Dra,510.8544,1.453,12.400,3756.73177,10.800000,0.701000, ,26.500554551917727,4504.00,11.79,1.54,0.030,31.3283200,2, ,2.48,2.650
1149,gam1 Leo b,gam1 Leo,428.5,1.19,12.500,2790.43000,7.850000,0.144000, ,8.026603341739646,4330.00,31.88,1.23,-0.469,39.8883000,1, ,1.66,2.412
1150,gam Psc b,gam Psc,555.1,1.32,13.600,425.89007,0.930000,0.204000, ,25.3430605631566,4742.00,11.20,0.99,-0.620,41.3107000,1, ,2.33, 
1151,gam Lib c,gam Lib,964.6,2.17,12.900,1455.66140,3.730000,0.057000, ,42.037793060807935,4822.00,11.10,1.47,-0.300,47.4017000,2, ,2.47,2.820
1152,gam Lib b,gam Lib,415.2,1.24,13.800,324.18660,0.678000,0.210000, ,24.0215960347474,4822.00,11.10,1.47,-0.300,47.4017000,2, ,2.47,2.820
1153,gam Cep b,gam Cep,903.3,2.05,12.500,2987.58703,8.410000,0.049000, ,89.96237948826149,4888.00,4.90,1.40,0.180,14.1024000,1, ,3.33,5.400
1154,eps Tau b,eps Tau,594.9,1.93,12.600,2415.40600,6.640000,0.151000, ,30.29283328540108,4901.00,13.70,2.70,0.150,47.5285200,1, ,2.67, 
1155,eps Ind A b,eps Ind A,16510.0,11.55,13.100,1032.94750,2.520000,0.260000, ,3184.128122037623,4754.00,0.78,0.75,-0.134,3.6385700,1, ,4.57,4.700
1156,eps Eri b,eps Eri,2671.0,3.53,14.100,209.76675,0.411000,0.070000, ,998.7671874251984,5020.38,0.76,0.82,-0.130,3.2026000,1, ,4.59,0.600
1157,eps CrB b,eps CrB,417.9,1.3,12.700,2129.46100,5.710000,0.110000, ,13.311506558425686,4406.00,21.00,1.70,-0.094,69.8683000,1, ,1.94,1.740
1158,bet UMi b,bet UMi,522.3,1.4,12.700,1938.70000,5.200000,0.190000, ,7.86017860650161,4126.00,38.30,1.40,-0.270,38.7747200,1, ,1.50,2.950
1159,bet Pic c,bet Pic,1192.77951035,2.680483,12.500,3223.13586,9.070000,0.314213, ,286.7610439032606,7890.00,2.01,1.80,-0.210,19.7442000,2, ,3.83,0.023
1160,bet Pic b,bet Pic,8617.50951973,10.019926,18.495,3729.12221,3.240000,0.105598,1612,1399.094167803567,8038.68,1.54,1.80,-0.210,19.7442000,2, ,4.35,0.017
1161,bet Cnc b,bet Cnc,605.2,1.7,12.600,2479.00000,6.810000,0.080000, ,7.744797655407383,4092.10,47.20,1.70,-0.290,89.0472000,1, ,1.40,1.850
1162,b Cen AB b,b Cen A,1790000.0,556.0,12.400,3464.32964,9.980000,0.400000, ,, , ,5.50, ,98.0935000,1, , ,0.015
1163,alf Tau b,alf Tau,628.96,1.46,12.700,2056.36010,5.520000,0.100000, ,6.961125551446896,4055.00,45.10,1.13,-0.270,20.4332000,1, ,1.20,6.600
1164,alf Ari b,alf Ari,380.8,1.2,13.400,572.07000,1.310000,0.250000, ,18.56391617445088,4553.00,13.90,1.50,-0.160,20.2101900,1, ,2.49, 
1165,YZ Cet d,YZ Cet,4.65626,0.02851,1.030,1.09000,5.480000,0.070000,357,38.316019671130015,3151.00,0.16,0.14,-0.180,3.7120700,3,2.70,5.17,3.800
1166,YZ Cet c,YZ Cet,3.05989,0.02156,1.050,1.14000,5.410000,0.000000,410,28.97556591054237,3151.00,0.16,0.14,-0.180,3.7120700,3,4.72,5.17,3.800
1167,YZ Cet b,YZ Cet,2.02087,0.01634,0.913,0.70000,5.050000,0.060000,471,21.960145963741297,3151.00,0.16,0.14,-0.180,3.7120700,3,8.21,5.17,3.800
1168,YSES 2 b,YSES 2,3165.0796094172,115.0,12.700,2002.31896,5.370000, , ,20780.40616586816,4749.00,1.19,1.10, ,109.4060000,1, ,4.25,0.014
1169,XO-7 b,XO-7,2.8641424,0.04421,15.390,225.34147,0.340000,0.038000,1743,6.43,6250.00,1.48,1.41,0.432,234.1490000,1,1540.00,4.25,1.180
1170,XO-6 b,XO-6,3.7650007,0.0815,23.203,1398.45200,0.620000,0.000000,1577,9.08,6720.00,1.93,1.47,-0.070,235.4790000,1,625.25,4.04,1.880
1171,XO-5 b,XO-5,4.1877558,0.0515,12.780,378.20000,1.060000,0.000000,1230,9.9602,5430.00,1.13,1.04,0.050,276.2110000,1,397.48,4.35,8.500
1172,XO-4 b,XO-4,4.12508,0.05524,14.011,451.31860,0.830000,0.000000,1630,7.68,6397.00,1.45,1.10,-0.040,272.6550000,1,1041.48,4.18,2.100
1173,XO-3 b,XO-3,3.19154,0.0476,15.805,2316.98070,8.090000,0.290000,1729,4.95,6429.00,1.54,0.58,-0.180,213.0530000,1,1033.99,3.95,2.820
1174,XO-2 S c,XO-2 S,120.8,0.4756,13.600,435.40900,0.951000,0.152800, ,100.26395392378008,5399.00,1.02,0.98,0.390,151.3980000,3, ,4.43,7.100
1175,XO-2 S b,XO-2 S,18.157,0.13,10.900,82.63580,0.351000,0.180000, ,27.954163772693946,5399.00,1.00,0.98,0.390,151.3980000,3, ,4.43,7.100
1176,XO-2 N b,XO-2 N,2.61586178,0.0368,11.131,179.89178,0.715000,0.028000,1328,7.986,5340.00,0.99,0.97,0.430,154.2730000,3,1566.65,4.43,7.800
1177,XO-1 b,XO-1,3.94153,0.0488,12.778,263.79890,0.640000,0.000000,1210,11.37,5750.00,0.88,0.88,0.020,163.5530000,1,321.85,4.51,0.900
1178,Wolf 503 b,Wolf 503,6.00127,0.05706,2.043,6.26000,2.920000,0.410000,790,17.782213878148454,4716.00,0.69,0.69,-0.470,44.5260000,1,69.60,4.62,11.000
1179,Wolf 1069 b,Wolf 1069,15.564,0.0672,1.080,1.26000,5.500000, ,250,80.27862416773645,3158.00,0.18,0.17,0.070,9.5834100,1,0.65,4.93, 
1180,Wolf 1061 d,Wolf 1061,217.21,0.47,2.690,7.70000,2.170000,0.550000, ,326.0163020636762,3342.00,0.31,0.29,-0.090,4.3059200,3,0.06,4.90, 
1181,Wolf 1061 c,Wolf 1061,17.8719,0.089,1.660,3.41000,4.100000,0.110000, ,61.73500188014295,3342.00,0.31,0.29,-0.090,4.3059200,3,1.30,4.90, 
1182,Wolf 1061 b,Wolf 1061,4.8869,0.0375,1.210,1.91000,5.920000,0.150000, ,26.01193899444225,3342.00,0.31,0.29,-0.090,4.3059200,3,7.34,4.90, 
1183,Wendelstein-2 b,Wendelstein-2,1.7522239,0.0234,12.993,232.33373,0.620000,0.057000,2470,7.623862847098347,4591.00,0.66,0.73, ,565.5410000,1,282.26,4.53, 
1184,Wendelstein-1 b,Wendelstein-1,2.663416,0.0282,11.561,188.15536,0.720000,0.012000,2198,9.94082494817111,4251.00,0.61,0.65, ,305.3000000,1,113.59,4.55, 
1185,WTS-2 b,WTS-2,1.0187068,0.01855,15.278,355.96960,0.540000,0.000000,2000,5.318458851112539,5000.00,0.75,0.82,0.200,1030.7683444,1,2544.69,4.60,0.600
1186,WTS-1 b,WTS-1,3.352057,0.047,16.700,1274.44000,1.610000,0.100000,1500,8.788265533890403,6250.00,1.15,1.20,-0.500,2346.0100000,1, ,4.40,2.550
1187,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1023.0237537499988,8.0,10.468,6992.00000,33.500000, ,450,19113.958135175348,575.00,0.09,0.03, ,10.1000000,1, ,5.00,6.000
1188,WD 1856+534 b,WD 1856+534,1.4079405,0.0204,10.400,4386.05400,21.400000,0.000000,163,336.0,4710.00,0.01,0.52, ,24.7359000,1,0.18,7.92,7.930
1189,WD 0806-661 b,WD 0806-661,3165.0796094172,2500.0,12.600,2542.62726,6.980000, ,340,,9552.00, ,0.62, ,19.2444000,1, , ,2.100
1190,WASP-99 b,WASP-99,5.75251,0.0717,11.433,772.32690,2.790000,0.000000,1480,8.77,6150.00,1.64,1.21,0.210,158.6600000,1,828.83,4.30,3.000
1191,WASP-98 b,WASP-98,2.96264036,0.03762,12.823,293.03926,0.764000,0.070000,1171,10.92,5473.00,0.74,0.81,-0.490,281.7420000,1,269.88,4.61,2.700
1192,WASP-97 b,WASP-97,2.07276,0.03303,12.778,432.24880,1.210000,0.000000,1555,6.72,5640.00,1.08,1.18,0.230,151.0680000,1,1176.48,4.45,4.800
1193,WASP-96 b,WASP-96,3.4252602,0.0453,13.450,152.55000,0.370000,0.000000,1285,9.03,5540.00,1.05,1.06,0.140,352.4640000,1,546.49,4.42,8.000
1194,WASP-95 b,WASP-95,2.18467,0.03416,13.787,457.67520,0.840000,0.000000,1570,6.51,5830.00,1.23,1.46,0.140,137.5440000,1,1362.14,4.36,2.400
1195,WASP-94 B b,WASP-94 B,2.00839,0.0335,14.100,196.41100,0.385000,0.000000, ,5.335979979403117,6040.00,1.35,1.24,0.230,208.6960000,2, ,4.26,4.000
1196,WASP-94 A b,WASP-94 A,3.95019,0.055,17.710,158.91500,0.118000,0.000000,1604,8.44,6170.00,1.48,1.67,0.260,211.2110000,2,1364.09,4.27,2.700
1197,WASP-93 b,WASP-93,2.7325321,0.04211,17.901,467.21010,0.479000,0.000000,1942,5.938,6700.00,1.52,1.33,0.070,370.2840000,1,2531.13,4.20,0.700
1198,WASP-92 b,WASP-92,2.1746742,0.0348,16.376,255.85315,0.346000,0.000000,1871,5.587,6280.00,1.34,1.19,0.000,575.8890000,1,1054.95,4.26,2.290
1199,WASP-91 b,WASP-91,2.798581,0.037,11.545,425.89220,1.590000,0.000000,1160,9.1,4920.00,0.86,0.84,0.190,149.9420000,1,332.56,4.30, 
1200,WASP-90 b,WASP-90,3.916243,0.0562,18.271,200.23290,0.193000,0.000000,1840,6.103434359073036,6430.00,1.98,1.55,0.110,466.4330000,1,1704.49,4.03,4.400
1201,WASP-89 b,WASP-89,3.3564227,0.0427,11.657,1875.19700,7.000000,0.193000,1120,10.4339404990737,5130.00,0.88,0.92,0.150,290.9460000,1, ,4.52,1.300
1202,WASP-88 b,WASP-88,4.954,0.06431,16.365,133.48860,0.141000,0.000000,1772,6.67,6430.00,1.80,0.94,-0.080,523.7560000,1,1489.55,3.96,3.000
1203,WASP-87 b,WASP-87,1.682795,0.02946,15.524,692.86940,1.020000,0.000000,2050,3.886407101196619,6450.00,1.63,1.20, ,298.3920000,1,4170.10,4.08, 
1204,WASP-85 A b,WASP-85 A,2.6556777,0.039,13.899,402.05495,0.880000,0.000000,1452,7.834,6112.00,0.94,1.09,0.118,141.8870000,1,640.33,4.50, 
1205,WASP-84 b,WASP-84,8.5234865,0.0771,10.559,220.56500,1.104000,0.000000,797,21.69,5314.00,0.75,0.84,0.000,100.5880000,1,76.19,4.40,1.000
1206,WASP-83 b,WASP-83,4.971252,0.059,11.657,95.34900,0.350000,0.000000,1120,12.1,5510.00,1.05,1.11,0.290,271.1030000,1,238.88,4.44,5.000
1207,WASP-82 b,WASP-82,2.70579,0.0447,18.159,371.86110,0.354000,0.000000,2190,4.43,6480.00,2.10,1.48,0.120,275.6640000,1,3557.29,3.96, 
1208,WASP-81 b,WASP-81,2.7164762,0.03908,16.018,231.69807,0.332000,0.066000,1623,6.56,5870.00,1.28,1.08,-0.360,398.5050000,1,1034.09,4.26, 
1209,WASP-80 b,WASP-80,3.06785234,0.0344,11.198,170.99254,0.717000,0.002000,825,12.63,4143.00,0.59,0.58,-0.130,49.7876000,1,72.44,4.66,7.000
1210,WASP-8 c,WASP-8,4323.0,5.28,12.500,3003.37000,8.450000,0.000000, ,1146.8374881105208,5690.00,0.99,1.04,0.170,89.9606000,2, ,4.44,4.000
1211,WASP-8 b,WASP-8,8.15872,0.0801,12.666,807.28820,2.470000,0.310000,875,18.28,5600.00,1.03,1.34,0.170,89.9606000,2,138.82,4.50,4.000
1212,WASP-79 b,WASP-79,3.66238,0.0519,18.719,270.15550,0.130000,0.000000,1716,7.03,6600.00,1.60,1.43,0.030,246.6900000,1,1645.99,4.20,1.400
1213,WASP-78 b,WASP-78,2.17518,0.03488,21.633,352.79130,0.131000,0.000000,2470,3.54,6100.00,2.46,1.87,-0.350,754.2580000,1,4812.62,4.10,2.800
1214,WASP-77 A b,WASP-77 A,1.36002854,0.02335,13.787,529.81995,1.115000,0.007400,1715,5.332,5617.00,0.91,0.90,-0.100,105.1660000,1,1440.00,4.48,6.200
1215,WASP-76 b,WASP-76,1.809886,0.033,20.512,292.40360,0.201000,0.000000,2160,4.101767027562918,6250.00,1.73,1.46,0.230,194.4590000,1,5139.03,4.13,5.300
1216,WASP-75 b,WASP-75,2.484193,0.0375,14.235,340.06000,0.690000,0.000000,1710,6.66,6100.00,1.26,1.14,0.070,294.0010000,1,1657.00,4.29,3.500
1217,WASP-74 b,WASP-74,2.13775,0.03443,15.244,228.83760,0.369700,0.000000,1926,4.86,5990.00,1.42,0.98,0.390,149.2160000,1, ,4.39,3.700
1218,WASP-73 b,WASP-73,4.08722,0.05512,15.917,908.99380,1.596000,0.000000,1790,5.75,6030.00,2.55,2.52,0.140,316.6780000,1,2242.36,3.93,4.300
