,planet_radius,planet_mass,planet_density
1853,0.696,0.35,6.0
1854,1.242,2.33,6.67
1855,1.169,1.76,6.07
1856,1.635,6.38,8.04
1857,1.56,3.06,4.43
1858,1.521,1.94,2.95
1859,1.385,2.22,4.57
1860,0.85,0.4,3.6
1861,2.0,4.67,3.21
1862,1.39,4.6,9.6
1863,2.34,6.08,2.61
1864,2.32,5.99,2.64
1865,1.36,2.42,5.29
1866,1.98,4.58,3.24
1867,2.7,7.75,2.16
1868,1.6,3.19,4.28
1869,2.97,9.11,1.91
1870,1.62,3.26,4.21
1871,2.54,6.99,2.34
1872,1.53,2.96,4.54
1873,2.6,7.27,2.27
1874,1.48,6.15,10.9
1875,2.21,5.52,2.81
1876,2.07,4.94,3.06
1877,3.26,10.7,1.7
1878,2.36,6.17,2.58
1879,2.98,9.17,1.9
1880,2.12,5.14,2.96
1881,2.36,6.17,2.58
1882,2.25,5.69,2.74
1883,2.31,5.95,2.65
1884,2.67,7.61,2.2
1885,1.99,3.55,2.18
1886,2.72,7.85,2.14
1887,2.99,9.22,1.9
1888,2.62,7.37,2.25
1889,3.96,14.9,1.32
1890,1.48,2.79,4.73
1891,1.57,3.09,4.39
1892,1.96,4.5,3.28
1893,4.65,19.5,1.07
1894,2.13,5.18,2.95
1895,2.609,7.31,2.26
1897,1.48,3.51,5.44
1898,0.99,0.937,5.31
1899,2.07,4.94,3.06
1900,1.69,3.5,3.98
1901,2.0,4.66,3.2
1902,3.65,12.9,1.46
1903,2.35,6.12,2.59
1904,4.13,16.0,1.25
1905,3.38,11.4,1.62
1906,2.12,5.14,2.96
1907,2.66,7.56,2.21
1908,1.97,4.54,3.26
1909,2.55,7.04,2.33
1910,2.29,5.86,2.68
1911,2.67,8.46,2.26
1912,4.38,17.6,1.15
1913,2.06,4.9,3.08
1914,5.5,25.9,0.855
1915,3.0,9.27,1.89
1916,3.13,9.96,1.78
1917,2.32,5.99,2.64
1918,1.19,1.81,5.9
1919,4.21,16.5,1.22
1920,7.65,45.4,0.557
1921,5.59,26.7,0.84
1922,8.98,59.6,0.452
1923,3.42,13.0,1.71
1924,2.91,8.8,1.96
1925,1.85,4.08,3.54
1926,2.28,5.82,2.7
1927,1.93,4.38,3.35
1928,2.63,7.41,2.24
1929,2.63,7.41,2.24
1930,5.93,29.5,0.777
1931,2.13,5.18,2.95
1932,3.08,9.69,1.82
1933,3.34,11.1,1.64
1934,12.5,3126.0,8.79
1935,3.51,10.84,1.45
1936,1.75,3.71,3.8
1937,2.22,5.56,2.79
1938,2.67,7.61,2.2
1939,3.72,13.4,1.43
1940,1.45,2.7,4.87
1941,1.35,2.39,5.34
1942,2.09,5.02,3.02
1943,2.46,6.62,2.44
1944,1.37,2.45,5.24
1945,1.33,2.33,5.44
1946,2.13,5.18,2.95
1948,1.569,4.54426,6.88
1949,1.11,1.41,5.67
1950,1.59,3.15,4.31
1951,1.72,3.61,3.9
1952,2.31,5.95,2.65
1953,2.34,6.08,2.61
1954,3.07,9.64,1.83
1955,1.38,2.48,5.19
1956,1.42,2.6,4.99
1957,2.87,8.6,2.0
1958,3.8,13.8,1.38
1959,2.42,6.44,2.5
1960,2.067,4.93,3.07
1961,2.6,6.1,1.91
1962,3.51,64.3,8.17
1963,2.25,5.69,2.74
1964,1.74,3.68,3.84
1965,1.91,4.31,3.4
1966,1.76,3.75,3.78
1967,1.5,2.86,4.66
1968,1.38,2.48,5.19
1969,3.858,14.2,1.36
1970,2.06,4.9,3.08
1971,2.8,8.25,2.07
1972,2.6,7.27,2.27
1973,0.82,0.477,4.75
1974,15.323,257.4423,0.4
1975,1.47,2.76,4.77
1976,1.22,1.98,5.99
1977,1.2,1.87,5.95
1978,2.11,5.1,2.98
1979,1.41,2.57,5.04
1980,1.77,3.78,3.75
1981,2.53,6.94,2.35
1982,2.01,4.7,3.18
1983,2.54,6.99,2.34
1984,1.37,2.45,5.24
1985,2.08,4.98,3.04
1986,1.32,2.3,5.5
1987,1.64,3.33,4.15
1988,8.08,29.9,0.31
1989,8.29,43.4,0.42
1990,2.68,7.65,2.18
1991,1.49,2.83,4.7
1992,2.39,6.3,2.54
1993,2.53,6.94,2.35
1994,1.54,2.99,4.5
1995,2.78,8.15,2.08
1996,3.03,9.43,1.86
1997,2.81,8.3,2.06
1998,6.41,33.6,0.701
1999,8.89,58.6,0.458
2000,1.09,1.32,5.6
2001,1.76,3.75,3.78
2002,1.13,1.51,5.75
2003,1.84,4.04,3.56
2004,1.52,2.92,4.57
2005,2.5,6.8,2.39
2006,1.23,2.04,6.02
2007,1.78,3.82,3.72
2008,1.23,2.04,6.02
2009,1.78,3.82,3.72
2010,2.66,7.56,2.21
2011,13.1,965.147,2.36
2012,2.57,7.13,2.31
2013,1.93,4.38,3.35
2014,2.12,5.14,2.96
2015,1.43,2.63,4.94
2016,2.9,8.75,1.97
2017,3.94,14.7,1.32
2018,3.75,13.5,1.41
2019,1.99,4.62,3.22
2020,3.74,13.5,1.42
2021,2.78,8.15,2.08
2022,6.14,6.4,0.152
2023,13.49,324.2,0.729
2024,3.61,12.7,1.48
2025,2.05,4.86,3.1
2026,4.64,19.4,1.07
2027,1.63,3.29,4.17
2028,2.49,6.76,2.41
2029,2.4,6.35,2.52
2030,2.9,8.75,1.97
2031,2.21,5.52,2.81
2032,2.28,5.82,2.7
2033,3.24,10.6,1.71
2034,3.09,9.75,1.82
2035,4.87,21.1,1.0
2036,6.8,37.2,0.65
2037,9.3,63.3,0.432
2038,8.35,52.7,0.497
2039,1.69,3.5,3.98
2040,2.54,6.99,2.34
2041,1.68,3.46,4.01
2042,1.78,3.82,3.72
2043,1.27,0.6,1.6
2044,1.2,1.87,5.95
2045,2.18,20.9,11.1
2046,1.97,4.54,3.26
2047,7.14,40.4,0.61
2048,1.7,3.53,3.95
2049,1.18,1.76,5.89
2050,2.48,6.71,2.42
2051,2.04,4.82,3.12
2052,1.68,3.46,4.01
2053,2.59,7.22,2.28
2054,1.6,3.19,4.28
2055,5.23,23.8,0.914
2056,2.2,5.48,2.83
2057,2.6,7.27,2.27
2058,1.38,2.48,5.19
2059,2.36,20.2,8.44
2060,2.23,40.0,19.8
2061,2.57,7.13,2.31
2062,2.73,7.9,2.13
2063,2.56,7.08,2.32
2064,2.73,7.9,2.13
2065,2.79,8.2,2.07
2066,2.02,4.74,3.16
2067,2.02,4.74,3.16
2068,2.06,4.9,3.08
2069,1.27,2.15,5.77
2070,1.7,3.53,3.95
2071,1.94,24.6,18.5
2072,2.36,11.4,4.77
2073,2.83,42.1,10.2
2074,2.11,5.1,2.98
2075,1.51,2.89,4.61
2076,5.63,27.0,0.831
2077,1.25,2.1,5.91
2078,1.84,4.04,3.56
2079,1.53,2.96,4.54
2080,1.87,4.16,3.5
2081,1.57,3.09,4.39
2082,1.77,3.78,3.75
2083,1.31,2.27,5.55
2084,6.09,30.8,0.749
2085,4.84,20.9,1.01
2086,2.47,6.66,2.43
2087,1.77,3.78,3.75
2088,5.34,13.9,0.494
2089,4.07,12.15,0.98
2090,2.76,8.05,2.1
2091,5.11,22.9,0.943
2092,9.03,60.2,0.449
2093,10.24,74.5,0.381
2094,4.11,15.8,1.25
2095,2.12,5.14,2.96
2096,2.14,5.22,2.93
2097,3.55,12.3,1.51
2098,2.7,7.75,2.16
2099,1.93,4.38,3.35
2100,1.21,1.92,5.96
2101,2.37,4.3,1.77
2102,2.42,17.2,6.67
2103,3.01,9.32,1.88
2104,1.46,2.73,4.82
2105,10.42,76.8,0.373
2106,1.14,1.55,5.75
2107,2.89,8.7,1.98
2108,1.14,1.55,5.75
2109,1.94,4.42,3.33
2110,3.79,13.8,1.39
2111,3.54,12.3,1.52
2112,2.0,4.66,3.2
2113,2.85,8.5,2.02
2114,1.13,1.51,5.75
2115,1.21,1.92,5.96
2116,1.6,4.13,3.75
2117,1.53,6.75,7.04
2118,2.74,6.74,1.22
2119,2.67,6.93,1.38
2120,15.872,187.5197,0.27
2121,2.781,8.15,2.08
2122,6.88,37.9,0.64
2123,2.39,6.3,2.54
2124,2.17,5.35,2.88
2125,1.3,2.24,5.6
2126,1.68,3.46,4.01
2127,2.11,5.1,2.98
2128,1.37,2.45,5.24
2129,1.96,4.5,3.28
2130,3.05,9.53,1.85
2131,2.18,5.39,2.86
2132,3.49,4.1,0.53
2133,7.16,6.0,0.09
2134,3.72,5.9,0.62
2135,3.47,10.9,1.43
2136,2.12,5.14,2.96
2137,2.55,7.04,2.33
2138,1.28,2.18,5.71
2139,2.43,6.48,2.48
2141,1.58,3.12,4.35
2142,2.332,6.04,2.62
2143,0.78,0.399,4.62
2144,3.21,10.4,1.73
2145,2.89,8.7,1.98
2146,0.89,0.64,4.99
2147,1.121,1.96716,5.26
2148,0.92,0.721,5.09
2149,1.68,3.46,4.01
2150,1.47,2.76,4.77
2151,1.28,2.18,5.71
2152,1.19,1.81,5.9
2153,3.17,10.2,1.76
2154,1.43,2.63,4.94
2155,1.82,3.97,3.62
2156,1.82,3.97,3.62
2157,1.4,2.54,5.09
2158,1.2,1.87,5.95
2159,2.3,5.9,2.66
2160,10.761,136.661,0.603
2161,1.79,3.86,3.7
2162,2.92,8.85,1.95
2163,1.79,3.86,3.7
2164,6.64,35.7,0.67
2165,3.39,11.4,1.61
2166,2.43,6.48,2.48
2167,1.64,3.33,4.15
2168,1.22,1.98,5.99
2170,2.03,4.78,3.14
2171,1.48,2.79,4.73
2172,3.06,9.59,1.84
2173,15.244,638.8383,1.1
2174,2.27,5.77,2.71
2175,1.53,2.96,4.54
2176,2.12,5.14,2.96
2177,1.69,3.5,3.98
2178,2.48,6.71,2.42
2179,1.36,2.42,5.29
2180,1.12,1.46,5.71
2181,1.26,2.13,5.85
2182,1.76,3.75,3.78
2183,2.01,4.7,3.18
2184,1.91,4.31,3.4
2185,2.81,8.3,2.06
2186,2.46,6.62,2.44
2187,1.62,3.26,4.21
2188,3.07,9.64,1.83
2189,11.77,3209.9,11.0
2190,3.1,9.8,1.81
2191,2.52,6.9,2.37
2192,12.8,1797.84225,4.71
2193,12.8,1740.73691,4.56
2194,12.0,7469.38301,23.8
2195,12.7,2172.35017,5.83
2196,13.2,858.1,2.05
2197,11.9,8433.90298,27.5
2198,12.0,7180.5416,22.8
2199,13.3,740.5439,1.73
2200,13.5,534.25,1.19
2201,13.4,622.603,1.42
2202,9.58,66.6,0.416
2203,14.1,127.76702,0.25
2204,13.6,476.74261,1.04
2205,14.0,216.1244,0.433
2206,6.16,31.46517,0.74
2207,1.72,3.6,3.89
2208,13.4,645.1949,1.47
2209,12.5,2801.89869,7.88
2210,13.6,470.3884,1.03
2211,14.3,143.0235,0.269
2212,2.16,7.25,3.97
2213,12.3,4073.50239,12.0
2214,12.3,4259.27322,12.6
2215,13.0,1144.188,2.86
2216,12.4,3941.092,11.4
2217,12.8,1705.47518,4.47
2218,12.6,2565.90908,7.05
2219,13.8,324.1866,0.678
2220,13.4,670.6213,1.53
2221,7.398,34.9613,0.471
2222,12.6,2653.8805,7.29
2223,4.43,17.98,1.14
2224,13.7,352.7913,0.754
2225,13.0,1195.0408,2.99
2226,13.0,1166.4361,2.92
2227,13.4,117.59,0.269
2228,1.7,3.53853,3.96
2229,12.3,4230.46976,12.5
2230,1.88,4.2,3.47
2231,2.56,7.1,2.33
2232,2.89,8.7,1.98
2233,1.35,7.8,17.4
2234,3.228,19.2,3.14
2235,14.0,222.472,0.446
2236,13.4,578.426,1.32
2237,13.7,400.4658,0.856
2238,12.9,1589.0,4.07
2239,13.7,400.4658,0.856
2240,13.1,1096.5135,2.68
2241,12.4,3378.5329,9.74
2242,3.89,42.44,3.98
2243,12.7,2108.25626,5.66
2244,3.76,13.6,1.41
2245,13.0,1188.6842,2.97
2246,13.7,403.6441,0.863
2247,12.1,6661.7168,20.7
2248,14.0,227.88411,0.456
2249,2.93,8.9,1.94
2250,1.69,3.5,3.98
2251,3.61,12.7,1.48
2252,13.7,362.3262,0.774
2253,12.1,6674.04272,20.7
2254,13.3,794.575,1.86
2255,2.12,8.3,4.8
2256,13.4,624.21812,1.43
2257,12.6,2665.27978,7.32
2258,13.3,740.5439,1.73
2259,14.3,139.8452,0.263
2260,13.8,308.29355,0.645
2261,5.02,22.2481,0.966
2262,13.7,390.9309,0.835
2263,12.8,1808.4527,4.74
2264,12.6,2606.1,7.16
2265,3.64,12.9,1.47
2266,13.4,629.3034,1.44
2267,13.5,495.8148,1.11
2268,13.2,851.7844,2.04
2269,13.4,616.58711,1.41
2270,2.466,12.7132,4.17
2271,13.2,114.4188,0.273
2272,13.0,1239.537,3.1
2273,13.6,416.3573,0.91
2274,14.1,187.5197,0.368
2275,4.8,20.59095,1.02
2276,11.9,9501.75953,31.0
2277,12.0,7627.88177,24.3
2278,13.9,263.79758,0.54
2279,3.61,12.7,1.48
2280,12.6,2547.568,7.0
2281,2.77,8.1,2.09
2282,7.94,48.4,0.531
2283,2.507,6.83,2.38
2284,2.56,7.08,2.32
2285,3.96,14.9,1.32
2286,5.51,26.0,0.854
2287,10.2,74.0,0.383
2288,3.89,14.4,1.34
2289,5.11,22.9,0.943
2290,13.6,451.0,0.985
2291,12.2,4780.1632,14.5
2292,2.87,8.62,2.0
2293,3.57,12.44,1.5
2294,12.6,2625.12713,7.21
2295,12.7,2151.6473,5.77
2296,2.4,6.3566,2.53
2297,14.2,130.0,0.249
2298,14.2,167.4,0.321
2299,14.2,162.09249,0.311
2300,12.5,2917.56,8.21
2301,22.754,1021.18779,0.48
2302,14.3,136.03124,0.256
2303,13.9,249.17872,0.51
2304,16.814,2860.47,3.31
2305,12.7,1933.66969,5.19
2306,10.07,72.4,0.39
2307,12.3,4309.24472,12.7
2308,13.5,497.95749,1.11
2309,12.6,2430.61722,6.68
2310,12.5,2860.0,8.05
2311,4.55,18.8,1.1
2312,13.3,762.792,1.78
2313,22.418,7945.71018,3.88
2314,13.5,568.91285,1.27
2315,12.0,7300.0,23.2
2316,12.1,6515.515,20.2
2317,13.4,667.415,1.52
2318,12.6,2621.63107,7.2
2319,14.0,225.65817,0.452
2320,13.4,667.09663,1.52
2321,13.7,346.4347,0.74
2323,12.1,6410.69721,19.9
2324,2.74,20.0,5.3
2325,3.12,9.9,1.79
2326,12.1,6399.22435,19.8
2327,11.777,6991.57,23.5
2328,12.442,9534.9,27.2
2329,13.1,1026.5909,2.51
2330,13.3,721.4741,1.69
2331,2.085,5.0,3.03
2332,1.939,4.42,3.33
2333,2.164,5.32,2.88
2334,13.0,2000.0,5.0
2335,13.0,3000.0,7.5
2336,13.0,3000.0,7.5
2337,13.115,3178.3,7.74
2338,12.8,1875.197,4.91
2339,12.9,1430.235,3.66
2340,12.7,2002.329,5.37
2341,3.84,27.0,2.6
2342,3.88,21.8,2.04
2343,2.0,4.66,3.2
2344,1.3,2.24,5.6
2345,1.79,3.86,3.7
2346,3.59,30.0,3.56
2347,15.98,266.9772,0.35
2348,5.33,59.4,2.22
2349,7.55,44.4,0.567
2350,2.56,16.7,5.2
2351,1.82,5.29,4.8
2352,3.37,11.3,1.62
2353,12.14,410.0007,1.97
2354,10.447,638.8351,3.08
2355,12.06,266.9772,0.82
2356,0.69,0.257,4.3
2357,2.03,4.78,3.14
2358,2.06,4.9,3.08
2359,2.54,6.99,2.34
2360,2.53,6.94,2.35
2361,2.33,6.04,2.62
2362,2.01,4.7,3.18
2363,7.52,44.1,0.57
2364,1.16,1.65,5.81
2365,2.76,8.05,2.1
2366,2.9,8.75,1.97
2367,2.18,5.39,2.86
2368,1.97,4.54,3.26
2369,8.37,52.9,0.496
2370,1.42,2.6,4.99
2371,1.04,1.12,5.47
2372,1.89,4.23,3.44
2373,1.25,2.1,5.91
2374,1.5,6.3,7.7
2375,14.572,155.7367,0.277
2376,1.34,2.36,5.39
2377,1.603,3.2,4.27
2378,2.003,4.67,3.19
2379,1.73,3.64,3.86
2380,0.99,0.937,5.31
2381,2.91,8.8,1.96
2382,1.45,2.7,4.87
2384,1.51,3.1,4.9
2385,2.299,6.31,2.8
2386,2.39,7.92,3.1
2387,3.39,12.97,1.8
2388,2.904,1.63,0.4
2389,3.013,4.32,0.9
2390,9.11,123.00021,0.91
2391,4.81,20.7,1.02
2392,13.563,295.58042,0.66
2393,1.51,5.08,8.2
2395,2.05,5.77,3.69
2396,2.19,7.49,3.92
2397,0.73,0.315,4.45
2398,1.33,2.33,5.44
2399,1.73,3.64,3.86
2400,1.64,3.33,4.15
2401,1.64,3.33,4.15
2402,2.48,6.71,2.42
2403,2.0,4.66,3.2
2404,1.49,2.83,4.7
2405,2.29,5.86,2.68
2406,2.0,4.66,3.2
2407,1.99,4.62,3.22
2408,2.07,4.94,3.06
2409,1.8,3.89,3.67
2410,2.6,7.27,2.27
2411,1.9,4.27,3.42
2412,1.1,1.37,5.66
2413,1.0,0.972,5.34
2414,2.64,7.46,2.23
2415,1.28,2.18,5.71
2416,2.26,5.73,2.73
2417,2.02,4.74,3.16
2418,2.54,6.99,2.34
2419,3.178,10.2,1.75
2420,6.117,31.1,0.747
2421,1.44,2.67,4.91
2422,2.466,6.65,2.44
2423,3.249,10.6,1.7
2424,1.274,2.17,5.76
2425,1.554,3.03,4.44
2426,2.648,7.5,2.22
2427,2.19,5.43,2.84
2428,2.264,5.75,2.72
2429,2.668,7.6,2.2
2430,1.71,6.54,7.1
2431,3.3,11.26782,1.72
2432,0.705,0.29013,4.55
2433,2.93,8.9,2.03
2434,1.666,3.42,4.06
2435,3.206,10.4,1.73
2436,1.608,3.22,4.25
2437,2.6,7.27,2.27
2438,2.038,4.81,3.12
2439,1.491,2.83,4.69
2440,2.116,5.13,2.97
2441,3.558,12.4,1.51
2442,2.513,6.86,2.38
2443,2.37,8.92,4.11
2444,2.65,7.51,2.22
2445,2.52,11.44182,5.6
2446,2.84,8.45,2.03
2447,2.69,20.0,5.6
2448,1.1,1.37,5.66
2449,2.3,5.9,2.66
2450,2.3,5.9,2.66
2451,1.47,2.76,4.77
2452,1.15,1.6,5.78
2453,2.39,6.3,2.54
2454,3.172,10.2,1.76
2455,1.2,1.87,5.95
2456,1.4,2.54,5.09
2457,2.4,6.35,2.52
2458,1.9,4.27,3.42
2459,1.35,2.39,5.34
2460,2.83,8.4,2.04
2461,1.52,2.92,4.57
2462,2.5,6.8,2.39
2463,7.0,32.4,0.334
2464,4.1,10.8,0.94
2465,1.11,10.0,51.4
2466,1.357,2.41,5.3
2467,1.093,1.34,5.64
2468,1.579,3.12,4.36
2469,1.52,2.92,4.57
2470,3.95,14.8,1.32
2471,3.642,12.9,1.47
2472,3.13,9.96,1.78
2473,2.576,7.16,2.3
2474,3.6,12.6,1.48
2475,2.56,7.08,2.32
2476,4.189,16.3,1.22
2477,1.423,2.61,4.98
2478,2.438,6.52,2.47
2479,1.73,6.9,7.2
2480,2.85,12.4,2.9
2481,1.364,2.43,5.26
2482,1.4,2.54,5.09
2483,3.286,10.8,1.67
2484,2.302,5.91,2.66
2485,1.371,2.45,5.23
2486,3.046,9.51,1.85
2487,1.996,4.64,3.21
2488,2.795,8.22,2.07
2489,2.606,7.3,2.27
2490,1.679,3.46,4.02
2491,0.869,0.586,4.92
2492,1.84,4.04,2.7
2493,2.49,6.76,5.4
2494,0.86,0.566,4.89
2495,1.3,2.24,5.6
2496,2.65,7.51,2.22
2497,1.514,2.9,4.59
2498,2.43,6.48,2.48
2499,2.124,5.16,2.96
2500,1.75,8.0,8.2
2501,3.579,12.5,1.5
2502,2.569,7.13,2.31
2503,1.348,2.38,5.34
2504,1.438,2.66,4.91
2505,2.576,7.16,2.3
2507,2.39,6.3,2.54
2508,1.679,3.46,4.02
2509,2.39,6.3,2.54
2510,0.89,0.64,4.99
2511,1.5,2.86,4.66
2512,1.56,3.05,4.41
2513,2.41,6.39,2.51
2514,3.49,12.0,1.55
2515,1.54,2.99,4.5
2516,1.666,3.41,4.06
2517,1.21,1.92,5.96
2518,1.0,2.49,8.9
2519,2.03,21.3,12.8
2520,1.96,4.5,3.28
2521,2.5,6.8,2.39
2522,11.209,126.49634,0.405
2523,1.343,11.26,26.26
2524,1.281,12.81,33.91
2525,2.358,21.14,8.85
2526,16.197,433.20012,0.562
2527,14.572,273.3338,0.56
2528,1.1,1.37,5.66
2529,1.0,0.972,5.34
2530,1.1,1.37,5.66
2531,5.4,19.0,0.64
2532,7.5,15.4,0.2
2533,2.0,4.66,3.2
2534,1.8,3.89,3.67
2535,2.55,7.04,2.33
2536,2.54,6.99,2.34
2537,2.17,5.35,2.88
2538,2.01,4.7,3.18
2539,1.75,3.71,3.8
2540,4.34,17.4,1.17
2541,3.49,12.0,1.55
2542,2.12,5.14,2.96
2543,2.19,5.43,2.84
2544,2.57,7.13,2.31
2545,2.79,8.2,2.07
2546,3.44,24.5,3.31
2547,2.44,6.53,2.47
2548,2.35,6.12,2.59
2549,1.74,3.68,3.84
2551,1.63,3.29,4.17
2552,2.19,5.43,2.84
2553,2.9,8.75,1.97
2554,2.63,7.41,2.24
2555,0.83,0.498,4.79
2556,3.0,9.27,1.89
2557,2.32,5.99,2.64
2558,2.67,7.61,2.2
2559,17.396,451.3186,0.5
2560,9.528,59.75174,0.38
2561,2.41,14.8,5.7
2562,2.231,5.61,2.78
2563,2.73,14.3,2.21
2564,1.5,2.86,4.66
2565,2.69,7.7,2.17
2566,1.49,2.83,4.7
2567,1.33,2.33,5.44
2568,2.23,5.6,2.77
2569,1.57,3.09,4.39
2570,4.48,30.9,1.87
2571,1.38,2.48,5.19
2572,2.95,9.01,1.93
2573,7.28,41.8,0.595
2574,3.13,9.96,1.78
2575,3.05,9.53,1.85
2576,2.08,4.98,3.04
2577,2.34,6.08,2.61
2578,2.21,5.52,2.81
2579,3.77,13.7,1.4
2580,2.07,4.94,3.06
2581,2.98,9.17,1.9
2582,1.21,1.92,5.96
2583,2.32,5.99,2.64
2584,7.5,37.1,0.48
2585,8.18,50.9,0.511
2586,2.5,6.8,2.39
2587,3.52,12.2,1.54
2588,2.78,8.15,2.08
2589,2.59,9.68,3.07
2590,3.53,15.68,1.95
2593,2.1,5.06,3.0
2594,9.494,100.11645,0.643
2595,1.9,4.27,3.42
2596,9.1,61.0,0.445
2597,13.339,232.0159,0.53
2598,3.06,10.9,4.1
2599,11.276,246.00042,1.01
2600,1.589,6.49,8.84
2601,2.63,24.5,7.4
2602,2.45,6.57,2.45
2603,1.66,3.39,4.07
2604,10.054,106.47305,0.612
2605,1.98,6.48,3.7
2606,1.56,2.14,2.98
2607,1.53,2.80007,5.62
2608,11.646,184.02357,0.64
2609,9.916,70.6,0.398
2610,11.882,563.83042,1.85
2611,0.95,0.809,5.18
2612,1.33,2.33,5.44
2613,1.83,4.01,3.6
2614,2.93,8.91,1.95
2615,1.66,3.39,4.07
2616,2.79,8.2,2.07
2617,5.299,15.0,0.55
2618,3.134,8.1,1.43
2619,3.484,6.7,0.87
2620,1.212,2.1,6.3
2621,2.62,7.37,2.25
2622,1.95,4.46,3.31
2623,1.92,4.35,3.38
2624,2.1,5.06,3.0
2625,2.43,6.48,2.48
2626,2.2,5.48,2.83
2627,2.28,5.82,2.7
2628,8.676,82.6358,0.694
2630,2.77,8.1,2.09
2631,1.79,3.86,3.7
2632,2.72,7.85,2.14
2633,2.2,5.48,2.83
2634,6.18,31.6,0.736
2635,5.65,27.2,0.829
2636,2.21,5.52,2.81
2637,1.22,1.98,5.99
2638,2.62,7.37,2.25
2639,1.03,1.08,5.43
2640,1.92,4.35,3.38
2641,13.75,539.67534,0.94
2642,3.36,11.2,1.62
2643,3.21,10.4,1.73
2644,2.03,4.78,3.14
2645,1.65,3.36,4.11
2646,2.02,4.74,3.16
2647,1.59,3.15,4.31
2648,2.11,5.1,2.98
2649,2.26,5.73,2.73
2650,2.41,6.39,2.51
2651,3.26,10.7,1.7
2652,2.67,7.61,2.2
2653,1.38,2.48,5.19
2654,1.32,2.3,5.5
2655,1.93,4.38,3.35
2656,1.54,2.99,4.5
2657,2.74,7.95,2.12
2658,2.54,6.99,2.34
2659,1.37,2.45,5.24
2660,1.92,4.35,3.38
2661,2.23,5.6,2.77
2662,5.55,26.3,0.845
2663,1.56,3.05,4.41
2664,2.25,5.69,2.74
2665,2.29,5.86,2.68
2666,3.72,13.4,1.43
2667,2.68,7.65,2.18
2668,1.43,3.9,7.2
2669,3.12,7.8,1.3
2670,2.906,8.78,1.97
2671,2.359,6.16,2.58
2672,2.413,6.41,2.51
2673,1.332,2.34,5.44
2674,1.361,2.42,5.27
2675,1.948,4.45,3.31
2676,1.313,2.28,5.53
2677,1.61,3.22,4.24
2678,2.75,8.0,2.11
2679,2.73,7.9,2.13
2680,3.207,10.4,1.73
2682,2.945,8.98,1.93
2683,2.061,4.9,3.08
2684,1.593,3.16,4.3
2685,2.213,5.53,2.8
2686,2.243,5.66,2.76
2687,1.736,3.66,3.84
2688,1.693,3.51,3.97
2689,2.88,8.65,1.99
2690,2.181,5.4,2.86
2691,1.54,7.3,11.0
2692,2.29,8.3,3.8
2693,2.729,7.89,2.13
2694,1.075,1.26,5.57
2695,2.0,4.66,3.2
2696,1.689,3.5,3.99
2697,2.072,4.95,3.06
2698,1.564,3.07,4.41
2699,1.076,1.26,5.56
2700,1.191,1.82,5.92
2701,1.392,2.52,5.13
2702,1.345,2.37,5.35
2703,2.222,5.57,2.79
2704,1.539,2.98,4.49
2705,2.32,5.99,2.64
2706,7.322,42.2,0.591
2707,3.66,13.0,1.46
2708,2.184,5.41,2.85
2709,2.04,4.82,3.12
2710,6.277,28.6047,0.5
2711,4.662,19.6,1.06
2712,1.371,2.45,5.22
2713,1.85,4.08,3.54
2714,2.352,6.13,2.59
2715,1.692,3.51,3.98
2716,2.597,7.26,2.28
2717,3.395,11.4,1.6
2718,1.579,3.12,4.35
2719,3.124,9.93,1.79
2720,2.417,6.42,2.5
2721,2.274,5.79,2.71
2722,5.098,22.8,0.946
2723,6.049,30.5,0.757
2724,2.1,5.06,3.0
2725,1.163,1.67,5.83
2726,2.262,5.74,2.73
2727,2.678,7.65,2.19
2728,5.333,24.6,0.891
2729,2.53,6.94,2.35
2730,4.569,18.9,1.09
2731,4.602,19.2,1.08
2732,1.283,2.19,5.7
2733,1.36,2.42,5.29
2734,1.677,3.45,4.02
2735,2.482,6.72,2.42
2736,0.99,0.937,5.31
2737,2.116,5.13,2.98
2738,0.76,0.363,4.55
2739,1.233,2.05,6.01
2740,1.219,1.98,6.01
2741,1.929,4.38,3.35
2742,2.15,5.27,2.91
2743,4.51,18.5,1.11
2744,2.42,6.44,2.5
2745,2.433,6.5,2.48
2746,6.71,36.4,0.662
2747,2.05,4.86,3.1
2748,1.89,4.23,3.44
2749,2.24,5.65,2.76
2750,1.93,4.38,3.35
2751,1.91,4.31,3.4
2752,2.26,5.73,2.73
2753,1.59,3.15,4.31
2754,18.0,45700.0,43.1
2755,2.6,7.27,2.27
2756,1.15,1.6,5.78
2757,3.82,14.0,1.38
2758,2.1,5.06,3.0
2759,2.68,7.65,2.18
2760,1.62,3.26,4.21
2761,1.71,3.57,3.92
2762,2.41,6.39,2.51
2763,2.3,5.9,2.66
2764,2.5,6.8,2.39
2765,7.656,135.39558,1.7
2766,2.48,6.71,2.42
2767,2.14,5.22,2.93
2768,2.14,5.22,2.93
2769,3.22,10.5,1.73
2770,3.9,14.5,1.34
2771,2.07,4.94,3.06
2772,1.58,3.12,4.35
2773,2.49,21.3,7.8
2774,1.58,3.12,4.35
2775,2.32,5.99,2.64
2776,2.67,7.61,2.2
2777,2.89,8.7,1.98
2778,2.15,5.27,2.91
2779,1.08,1.28,5.58
2780,1.16,1.65,5.81
2781,1.01,1.01,5.39
2782,1.29,2.21,5.66
2783,2.45,6.57,2.45
2784,2.31,5.95,2.65
2785,2.67,7.61,2.2
