,planet_radius,planet_mass,planet_density
4703,2.05,11.8,7.53
4704,1.61,3.22,4.24
4705,0.81,0.457,4.73
4706,1.03,1.08,5.43
4707,2.08,4.98,3.04
4708,1.49,2.83,4.7
4709,2.06,4.9,3.08
4710,1.02,1.04,5.39
4711,1.2,1.87,5.95
4712,1.26,2.13,5.85
4713,0.76,0.363,4.54
4714,1.26,2.13,5.85
4715,3.03,9.43,1.86
4716,1.61,3.22,4.24
4717,2.16,5.31,2.9
4718,1.47,2.76,4.77
4719,1.31,2.27,5.55
4720,5.7,27.6,0.819
4721,6.06,30.6,0.756
4722,2.02,4.74,3.16
4723,3.69,13.2,1.44
4724,6.43,33.8,0.699
4725,0.77,0.381,4.59
4726,1.05,1.16,5.51
4727,2.26,5.73,2.73
4728,2.19,5.43,2.84
4729,1.35,2.39,5.34
4730,2.47,6.66,2.43
4731,1.58,3.12,4.35
4732,3.19,10.3,1.74
4733,3.64,12.9,1.47
4734,3.23,10.5,1.71
4735,0.89,0.64,4.99
4736,1.87,4.16,3.5
4737,2.58,7.18,2.3
4738,1.41,2.57,5.04
4739,2.73,7.9,2.13
4740,2.45,6.57,2.45
4741,4.82,20.7,1.02
4742,3.11,9.85,1.8
4743,2.95,9.01,1.93
4744,3.2,10.3,1.73
4745,2.66,7.56,2.21
4746,2.32,5.99,2.64
4747,1.88,4.19,3.47
4748,1.78,3.82,3.72
4749,1.23,2.04,6.02
4750,11.874,483.0,1.59
4751,1.017,1.03,5.38
4752,1.06,1.2,5.54
4753,2.32,5.99,2.64
4754,2.23,5.6,2.77
4755,0.96,0.84,5.22
4756,1.84,4.04,3.56
4757,1.6,3.19,4.28
4758,2.17,5.35,2.88
4759,9.18,158.915,1.2
4760,2.213,5.0,2.5
4761,4.52,47.8,2.13
4762,14.0,126.4,0.253
4763,11.994,1868.8404,6.36
4764,2.27,5.77,2.71
4765,2.38,6.26,2.55
4766,1.73,3.64,3.86
4767,3.87,17.0,1.6
4768,3.304,10.9,1.66
4769,3.033,9.45,1.86
4770,2.839,8.44,2.03
4771,2.883,8.66,1.99
4772,3.236,10.5,1.7
4773,2.984,9.19,1.9
4774,4.348,17.4,1.16
4775,2.78,8.15,2.08
4776,1.901,4.27,3.41
4777,1.718,3.6,3.9
4778,1.674,3.44,4.03
4779,1.238,2.06,5.97
4780,10.16,321.00669,1.68
4781,3.356,11.2,1.63
4782,1.326,2.32,5.47
4783,2.97,9.11,1.91
4784,2.936,8.93,1.94
4785,3.206,10.4,1.73
4786,3.125,9.93,1.79
4787,3.377,11.3,1.61
4788,2.702,7.76,2.16
4789,3.304,10.9,1.66
4790,2.069,4.93,3.06
4791,1.46,2.73,4.82
4792,2.69,7.7,2.17
4793,1.36,2.42,5.29
4794,2.553,7.05,2.33
4795,2.889,8.7,1.98
4796,1.875,4.17,3.48
4797,2.871,8.6,2.0
4798,2.577,7.16,2.3
4799,1.426,2.62,4.97
4800,1.656,3.38,4.09
4801,1.262,2.13,5.83
4802,0.947,0.799,5.17
4803,1.13,1.51,5.75
4804,1.21,1.92,5.96
4805,1.25,2.1,5.91
4806,2.2,5.48,2.83
4807,2.58,7.18,2.3
4808,2.811,8.3,2.05
4809,1.835,4.02,3.58
4810,1.112,1.42,5.68
4811,1.289,2.21,5.67
4812,0.977,0.894,5.27
4813,1.18,1.76,5.89
4814,1.119,1.46,5.72
4815,2.81,8.29,2.05
4816,1.26,2.12,5.83
4817,1.073,1.25,5.56
4818,1.567,3.08,4.4
4819,14.68,778.65,1.35
4820,3.2,82.6,13.9
4821,2.86,8.55,2.01
4822,2.901,8.76,1.97
4823,2.222,5.57,2.79
4824,1.602,3.2,4.28
4825,11.949,1322.16617,4.07
4826,2.03,4.47,2.977353
4827,2.05,5.42,3.528714
4829,3.124,9.93,1.79
4830,2.34,6.08,2.61
4831,2.56,7.08,2.32
4832,1.89,4.23,3.44
4833,3.197,10.3,1.73
4834,1.923,4.36,3.37
4835,2.284,5.83,2.69
4836,1.717,3.59,3.9
4837,3.264,10.7,1.69
4838,4.14,16.0,1.24
4839,2.425,6.46,2.49
4840,2.989,9.21,1.89
4841,2.569,7.12,2.31
4842,3.95,14.8,1.32
4843,2.35,6.12,2.59
4844,2.86,8.55,2.01
4845,2.25,5.69,2.74
4846,2.76,8.05,2.1
4847,3.216,10.4,1.72
4848,3.119,9.9,1.79
4849,2.867,8.58,2.0
4850,2.88,8.65,1.99
4851,2.837,8.43,2.03
4852,2.813,8.31,2.05
4853,2.509,6.84,2.38
4854,3.173,10.2,1.75
4855,2.955,9.04,1.93
4856,3.894,14.4,1.34
4857,1.29,2.21,5.66
4858,2.43,6.48,2.48
4859,4.485,18.4,1.12
4860,2.933,8.92,1.94
4861,4.099,15.7,1.25
4862,3.636,12.8,1.46
4863,3.089,9.74,1.82
4864,1.194,1.84,5.94
4865,3.877,14.3,1.35
4866,5.395,25.1,0.878
4867,2.825,8.37,2.04
4868,2.431,6.48,2.48
4869,1.96,4.5,3.28
4870,1.49,2.83,4.7
4871,2.19,5.43,2.84
4872,3.323,11.0,1.65
4873,1.273,2.16,5.75
4874,2.178,5.38,2.86
4875,1.599,3.18,4.28
4876,3.768,13.6,1.4
4877,1.929,4.38,3.35
4878,8.935,59.1,0.455
4879,4.265,16.8,1.19
4880,2.713,7.81,2.15
4881,1.613,3.23,4.23
4882,2.56,7.08,2.32
4883,3.1,9.8,1.81
4884,6.004,30.1,0.764
4885,1.824,3.98,3.6
4886,4.541,18.7,1.1
4887,2.227,5.59,2.78
4888,2.44,6.53,2.47
4889,5.917,29.4,0.78
4890,1.472,2.77,4.77
4891,2.947,8.99,1.93
4892,2.571,7.13,2.31
4893,0.904,0.676,5.03
4894,1.43,2.63,4.94
4895,2.6,23.0,7.19
4896,2.51,15.2,5.28
4897,1.45,2.7,4.87
4898,2.29,5.86,2.68
4899,1.391,2.51,5.12
4900,2.76,8.05,2.1
4901,1.147,1.59,5.8
4902,4.555,18.8,1.09
4903,2.495,6.78,2.4
4904,2.279,5.81,2.7
4905,3.013,9.34,1.88
4906,2.233,5.62,2.77
4907,4.465,18.2,1.12
4908,3.5,5.84,0.75
4909,8.73,14.7,0.121
4910,2.841,8.45,2.02
4911,4.055,15.5,1.28
4912,2.686,7.68,2.18
4913,3.505,12.1,1.54
4914,3.182,10.2,1.74
4915,3.648,12.9,1.46
4916,2.612,7.33,2.26
4917,2.132,5.19,2.94
4918,3.017,9.36,1.87
4919,3.033,9.44,1.86
4920,2.9,8.75,1.97
4921,2.88,8.65,1.99
4922,3.95,14.8,1.32
4923,3.606,12.7,1.49
4924,2.381,6.26,2.55
4925,2.229,5.6,2.78
4926,1.319,2.3,5.5
4927,2.799,8.24,2.06
4928,2.704,7.77,2.16
4929,3.163,10.1,1.75
4930,2.319,5.99,2.64
4931,2.379,6.25,2.55
4932,2.831,8.4,2.03
4933,1.64,3.33,4.15
4934,2.0,4.66,3.2
4935,3.145,10.0,1.77
4936,3.121,9.91,1.79
4937,2.52,6.89,2.37
4938,3.79,13.8,1.39
4939,1.794,3.87,3.68
4940,1.663,3.4,4.06
4941,2.75,8.0,2.11
4942,3.058,9.58,1.84
4943,2.309,5.94,2.65
4944,4.128,15.9,1.24
4945,2.0,6.9,4.9
4946,5.49,17.3,0.59
4947,6.98,16.4,0.27
4948,1.5,2.86,4.66
4949,3.01,9.32,1.88
4950,0.997,0.961,5.33
4951,2.709,7.8,2.16
4952,1.671,3.43,4.04
4953,2.322,6.0,2.63
4954,1.596,3.18,4.3
4955,1.545,3.0,4.47
4956,2.356,6.15,2.59
4957,2.704,7.77,2.16
4958,3.025,9.4,1.87
4959,1.513,2.9,4.6
4960,1.27,2.15,5.77
4961,1.99,4.62,3.22
4962,3.918,14.6,1.33
4963,3.848,14.1,1.36
4964,2.325,6.01,2.63
4965,1.413,2.58,5.03
4966,2.37,6.21,2.56
4967,2.749,7.99,2.11
4968,1.968,4.53,3.27
4969,2.273,5.79,2.71
4970,1.714,3.58,3.91
4971,3.904,14.5,1.34
4972,2.58,7.18,2.3
4973,3.43,11.6,1.58
4974,3.119,9.9,1.79
4975,2.592,7.24,2.28
4976,2.648,7.5,2.22
4977,2.086,5.0,3.03
4978,2.381,6.26,2.55
4979,1.422,2.61,4.99
4980,1.475,2.78,4.76
4981,1.856,4.1,3.52
4982,2.116,5.13,2.98
4983,2.479,6.71,2.42
4984,2.06,4.9,3.08
4985,2.27,35.7,16.8
4986,3.33,11.1,1.65
4987,1.97,4.54,3.26
4988,1.227,2.02,6.01
4989,1.3,2.24,5.6
4990,1.459,2.73,4.83
4991,3.534,12.2,1.52
4992,2.553,7.05,2.33
4993,2.067,4.92,3.06
4994,1.66,3.4,4.08
4995,1.949,4.46,3.31
4996,2.36,6.17,2.58
4997,1.97,8.8,6.32
4998,2.49,6.76,2.41
4999,2.778,8.13,2.08
5000,1.489,2.82,4.69
5001,2.354,6.14,2.59
5002,2.709,7.8,2.16
5003,3.036,9.46,1.86
5004,2.438,6.52,2.47
5005,1.764,3.76,3.77
5006,2.745,7.97,2.12
5007,1.409,2.57,5.05
5008,2.387,6.29,2.54
5009,1.17,1.71,5.87
5010,2.02,4.74,3.16
5011,0.729,0.313,4.44
5012,3.9,14.5,1.34
5013,1.886,4.22,3.46
5014,1.519,2.92,4.58
5015,2.587,7.21,2.29
5016,1.216,1.96,5.99
5017,1.734,3.66,3.85
5018,1.961,4.5,3.28
5019,2.422,6.44,2.49
5020,1.583,3.13,4.33
5021,1.07,1.24,5.56
5022,1.25,2.1,5.91
5023,1.4,2.54,5.09
5024,1.27,2.15,5.77
5025,1.17,1.71,5.87
5026,1.139,1.55,5.77
5027,2.207,5.5,2.81
5028,2.203,5.49,2.82
5029,2.263,5.74,2.72
5030,0.754,0.353,4.52
5031,1.577,3.11,4.36
5032,2.082,4.99,3.04
5033,1.16,1.65,5.81
5034,3.15,10.1,1.78
5035,1.12,1.46,5.72
5036,1.41,2.57,5.04
5037,2.67,7.61,2.2
5038,2.101,5.07,3.0
5039,2.422,6.44,2.49
5040,2.384,6.28,2.55
5041,1.626,3.28,4.19
5042,2.211,5.52,2.81
5043,3.227,10.5,1.72
5044,0.98,0.905,5.28
5045,0.624,0.179,4.05
5046,2.92,8.86,1.96
5047,2.065,4.92,3.07
5048,1.68,3.46,4.01
5049,3.19,10.3,1.74
5050,2.117,5.13,2.97
5051,2.981,9.17,1.9
5052,1.487,2.81,4.7
5053,3.251,10.6,1.7
5054,1.814,3.95,3.64
5055,1.511,2.89,4.6
5056,2.582,7.18,2.29
5057,2.925,8.88,1.95
5058,1.326,2.32,5.47
5059,2.944,8.98,1.93
5060,1.21,1.92,5.96
5061,2.38,22.7,9.25
5062,0.869,0.587,4.92
5063,1.521,2.93,4.57
5064,1.837,4.03,3.57
5065,1.706,3.55,3.93
5066,1.201,1.87,5.93
5067,2.119,5.14,2.97
5068,3.099,9.8,1.81
5069,2.814,8.32,2.05
5070,0.934,0.76,5.13
5071,1.551,3.02,4.45
5072,2.209,8.4,10.4
5073,3.68,13.1,1.44
5074,5.06,22.5,0.954
5075,1.56,3.05,4.41
5076,1.46,2.73,4.82
5077,1.623,3.27,4.2
5078,1.474,2.77,4.75
5079,1.176,1.74,5.88
5080,2.286,5.85,2.69
5081,1.39,2.51,5.13
5082,1.446,2.69,4.89
5083,2.776,8.13,2.09
5084,0.87,0.589,4.92
5085,1.155,1.63,5.81
5086,1.092,1.33,5.61
5087,1.34,2.36,5.39
5088,1.86,4.12,3.52
5089,2.28,5.82,2.7
5090,1.184,1.78,5.89
5091,1.011,1.01,5.37
5092,1.357,2.41,5.3
5093,1.519,2.92,4.58
5094,2.943,8.97,1.93
5095,3.218,10.4,1.71
5096,2.618,7.35,2.25
5097,1.89,4.23,3.44
5098,2.298,5.89,2.67
5099,2.624,7.38,2.24
5100,2.74,7.95,2.12
5101,2.79,8.2,2.07
5102,1.02,1.04,5.39
5103,2.954,9.03,1.92
5104,2.895,8.72,1.98
5105,2.291,5.86,2.68
5106,1.96,4.5,3.29
5107,2.654,7.53,2.21
5108,3.002,9.28,1.89
5109,2.315,5.97,2.64
5110,3.406,11.5,1.6
5111,1.992,4.63,3.22
5112,3.073,9.65,1.83
5113,2.39,6.3,2.54
5114,2.75,8.0,2.11
5115,1.53,2.95,4.53
5116,2.653,7.53,2.22
5117,1.515,2.91,4.6
5118,1.18,1.76,5.89
5119,0.913,0.702,5.07
5120,2.503,6.82,2.39
5121,3.166,10.2,1.77
5122,3.023,9.39,1.87
5123,1.828,4.0,3.6
5124,1.165,1.68,5.84
5125,1.51,2.89,4.61
5126,2.59,7.22,2.28
5127,2.4,6.35,2.52
5128,1.547,3.01,4.46
5129,2.65,7.51,2.22
5130,2.117,5.13,2.97
5131,1.549,3.02,4.47
5132,2.76,8.05,2.1
5133,1.289,2.21,5.67
5134,2.488,6.75,2.41
5135,1.01,1.01,5.38
5136,1.033,1.09,5.44
5137,2.22,5.56,2.79
5138,2.03,4.78,3.14
5139,1.55,3.02,4.46
5140,1.527,2.95,4.55
5141,2.321,6.0,2.64
5142,1.239,2.07,5.98
5143,1.286,2.2,5.69
5144,1.802,3.9,3.66
5145,1.167,1.69,5.85
5146,1.089,1.32,5.61
5147,0.944,0.79,5.16
5148,2.051,4.86,3.09
5149,1.143,1.57,5.78
5150,1.9,4.27,3.42
5151,2.24,5.65,2.76
5152,2.661,7.56,2.21
5153,1.307,2.26,5.56
5154,1.619,3.25,4.21
5155,1.215,1.95,5.98
5156,0.744,0.337,4.49
5157,1.781,3.83,3.73
5158,1.354,2.4,5.31
5159,1.105,1.39,5.66
5160,0.73,0.315,4.45
5161,1.5,2.86,4.66
5162,1.682,3.47,4.01
5163,1.02,1.04,5.39
5164,1.23,5.3,15.7
5165,1.22,1.98,5.99
5166,0.91,0.693,5.05
5167,0.802,2.02,22.2
5168,0.868,2.11,18.4
5169,2.82,8.35,2.05
5170,2.47,6.66,2.43
5171,1.53,2.96,4.54
5172,3.11,9.85,1.8
5173,3.25,10.6,1.7
5174,1.868,9.7,8.2
5175,3.047,12.75,2.5
5176,2.744,10.07,2.7
5179,4.71,19.96,1.05
5180,2.13,5.18,2.95
5181,1.59,3.15,4.31
5182,2.46,6.62,2.44
5183,2.85,8.5,2.02
5184,1.63,3.29,4.17
5185,1.85,4.08,3.54
5186,2.57,7.13,2.31
5187,2.47,749.9,273.0
5188,1.44,33.9,62.4
5189,2.53,6.94,2.35
5190,1.79,3.86,3.7
5191,1.51,2.89,4.61
5192,1.64,3.33,4.15
5193,1.2,1.87,5.95
5194,1.77,3.78,3.75
5195,1.19,1.81,5.9
5196,1.57,3.09,4.39
5197,1.5,2.86,4.66
5198,3.31,11.0,1.67
5199,1.63,3.29,4.17
5200,1.39,2.51,5.14
5201,1.2,1.87,5.95
5202,1.48,2.79,4.73
5203,2.26,5.73,2.73
5204,3.1,9.8,1.81
5205,1.639,5.08,6.4
5206,2.94,8.96,1.94
5207,3.62,12.8,1.48
5208,1.26,2.13,5.85
5209,1.29,18.3,46.8
5210,1.09,1.32,5.6
5211,2.74,7.95,2.12
5212,1.62,3.26,4.21
5213,2.34,6.08,2.61
5214,2.61,7.32,2.26
5215,2.13,5.18,2.95
5216,1.62,3.26,4.21
5217,1.77,3.78,3.75
5218,2.39,23.6,9.5
5219,1.75,3.71,3.8
5220,2.35,6.12,2.59
5221,3.04,9.48,1.85
5222,2.23,5.6,2.77
5223,1.85,4.08,3.54
5224,1.32,2.3,5.5
5225,1.48,2.79,4.73
5226,3.14,10.0,1.77
5227,2.66,7.56,2.21
5228,2.95,9.01,1.93
5229,3.58,12.5,1.5
5230,2.81,19.1,4.73
5231,2.38,36.0,14.7
5232,0.81,0.457,4.73
5233,1.57,3.09,4.39
5234,0.98,0.904,5.28
5235,1.33,2.33,5.44
5236,1.71,3.57,3.92
5237,2.93,15.1,3.3
5238,2.73,7.9,2.13
5239,2.63,7.41,2.24
5240,3.16,10.1,1.76
5241,4.64,19.4,1.07
5242,3.69,13.2,1.44
5243,2.99,7.4,1.54
5244,3.44,5.1,0.71
5245,5.24,8.0,0.31
5246,4.6,4.8,0.28
5247,1.39,2.51,5.14
5248,3.12,9.91,1.79
5249,2.3,5.9,2.66
5250,1.97,4.54,3.26
5251,1.2,1.87,5.95
5252,1.84,4.04,3.56
5253,1.55,24.0,35.4
5254,2.27,45.2,21.2
5255,1.22,1.98,5.99
5256,3.11,9.85,1.8
5257,3.04,9.48,1.85
5258,1.53,2.96,4.54
5259,2.7,7.75,2.16
5260,4.04,15.4,1.28
5261,2.2,5.48,2.83
5262,4.92,21.5,0.992
5263,3.85,14.2,1.37
