,orbital_period_[days],equilibrium_temperature_[k],orbit_semi-major_axis_[au])
3039,2.37030743,1256.0,0.0344
3040,1.93155984,1290.0,0.0299
3041,0.76212926,1872.0,0.0162
3042,5.4258399,973.0,0.0601
3043,16.92344113,702.0,0.1309
3044,23.8990296,823.0,0.1685
3045,3.1800218,1593.0,0.04544
3046,4.901452,1379.0,0.06064
3047,7.95839,1173.0,0.08377
3048,14.749143,955.0,0.12639
3049,6.2216147,1101.0,0.0693
3050,6.1799844,814.0,0.0615
3051,1.5690665,1849.0,0.0269
3052,8.67888593,905.0,0.0805
3053,4.02582254,1169.0,0.0483
3054,2.50476003,1369.0,0.0352
3055,5.94566534,568.0,0.0536
3056,1.52372816,818.0,0.0208
3057,6.14727918,770.0,0.0611
3058,34.3511874,576.0,0.2101
3059,3.00725242,1122.0,0.0388
3060,13.24503188,887.0,0.1092
3061,49.183921,669.0,0.292
3062,190.323494,426.0,0.721
3063,77.2548396,548.0,0.3781
3064,3.85691855,972.0,0.0466
3065,1.5432066,1827.0,0.0257
3066,33.4177993,448.0,0.1899
3067,2.05333679,1737.0,0.0324
3068,219.3217528,313.0,0.7391
3069,56.7771,491.0,0.3002
3070,18.78425728,433.0,0.1198
3071,161.5163345,211.0,0.503
3072,0.69384285,2161.0,0.0148
3073,23.12748644,667.0,0.1602
3074,5.13248562,584.0,0.0497
3075,6.48163,1145.0,0.0683
3076,21.2227,771.0,0.1506
3077,198.680179,297.0,0.6364
3078,4.09357325,1182.0,0.0514
3079,5.39202539,850.0,0.0583
3080,4.70832654,1162.0,0.0539
3081,5.00731778,998.0,0.0556
3082,2.0523499,1497.0,0.0322
3083,4.40840023,1139.0,0.052
3084,3.96999,992.0,0.046
3085,10.37168453,720.0,0.0873
3086,10.00652995,876.0,0.0933
3087,8.09888799,986.0,0.0832
3088,7.411141,905.0,0.0748
3089,226.89047,236.0,0.6732
3090,21.02247699,521.0,0.1378
3091,23.58914398,487.0,0.1429
3092,4.34728553,1174.0,0.0524
3093,16.08524954,613.0,0.1173
3094,3.16789194,1221.0,0.0426
3095,2.23749275,1160.0,0.0325
3096,41.40831347,453.0,0.2162
3097,56.0560538,265.0,0.232
3098,3.76182115,1121.0,0.047
3099,4.58352176,1038.0,0.0535
3100,10.52629406,713.0,0.088
3101,10.35533177,777.0,0.0895
3102,80.8720639,452.0,0.3577
3103,4.8854892,1630.0,0.06067
3104,16.32976218,727.0,0.1255
3105,3.70987065,1151.0,0.0471
3106,4.19042557,1234.0,0.0535
3107,3.04033042,1021.0,0.0374
3108,6.36584161,914.0,0.0659
3109,15.37563332,600.0,0.1121
3110,21.81293494,639.0,0.1495
3111,8.114379,460.0,0.0649
3112,7.74809437,964.0,0.081
3113,242.4613,299.0,0.64
3114,13.722341,779.0,0.094
3115,22.36656079,536.0,0.1449
3116,3.89593684,1005.0,0.046
3117,20.50586978,518.0,0.1326
3118,1.59474546,1539.0,0.0258
3119,1.6255222,1579.0,0.0265
3120,6.77030201,812.0,0.064
3121,2.53918318,1332.0,0.0355
3122,12.61190667,753.0,0.1058
3123,26.39435646,489.0,0.1635
3124,3.68992629,1147.0,0.0469
3126,9.6051,941.0,0.09059
3127,5.3988,1280.0,0.0617
3128,12.39358604,677.0,0.0983
3129,7.27503724,833.0,0.0732
3130,6.57531678,1015.0,0.067
3131,11.59822172,396.0,0.0798
3132,2.33743801,1070.0,0.0325
3133,2.24338185,822.0,0.028
3134,3.72873109,1023.0,0.0455
3135,38.3774623,529.0,0.2163
3136,4.28095859,1012.0,0.0503
3137,2.81650485,1219.0,0.0383
3138,15.7259,602.0,0.1171
3139,4.12554687,1243.0,0.0529
3140,8.35390639,790.0,0.0768
3141,41.43962808,516.0,0.2288
3142,4.49876092,1133.0,0.0542
3143,16.01310205,593.0,0.1148
3144,2.52559332,1406.0,0.0374
3145,4.99678284,917.0,0.0559
3146,21.67697486,530.0,0.1408
3147,6.02930132,678.0,0.0585
3148,9.27358194,649.0,0.0759
3149,17.815815,699.0,0.1352
3150,17.671796,513.0,0.1204
3151,1.28707676,871.0,0.0188
3152,24.54350418,616.0,0.1654
3153,1.26025909,1569.0,0.0232
3154,46.4063358,588.0,0.2559
3155,13.72465129,831.0,0.1116
3156,0.90037648,2078.0,0.0186
3157,14.70748976,819.0,0.1197
3158,4.18200253,974.0,0.0503
3159,21.38521506,574.0,0.1409
3160,3.03214559,1507.0,0.0421
3162,8.13123,1117.0,0.084
3163,5.859944,1246.0,0.068
3164,2.15491,1740.0,0.035
3165,29.90722674,564.0,0.1805
3166,17.4211749,674.0,0.1341
3167,29.6663,644.0,0.1827
3168,16.2254649,788.0,0.1222
3169,15.87364565,632.0,0.1149
3170,3.27582262,1730.0,0.049
3171,3.1739171,1655.0,0.0466
3172,16.33889626,963.0,0.126
3173,4.41745855,1810.0,0.0589
3174,9.48961571,926.0,0.0879
3175,22.24813967,609.0,0.1566
3176,10.21420496,957.0,0.0966
3177,6.07972888,1111.0,0.0632
3178,23.20584623,1002.0,0.1867
3179,16.08066115,614.0,0.1185
3180,23.44971004,802.0,0.1764
3181,5.16950177,1309.0,0.0578
3182,23.78319931,725.0,0.1618
3183,8.50340718,1021.0,0.0815
3184,30.99660733,500.0,0.1885
3185,17.97979059,828.0,0.1447
3186,161.4743937,343.0,0.5729
3187,9.4341505,791.0,0.08
3188,7.2385854,816.0,0.0712
3189,15.4580567,871.0,0.1241
3190,40.6994443,685.0,0.2327
3191,14.48585199,784.0,0.115
3192,4.1653651,1048.0,0.0508
3193,7.75192492,852.0,0.0768
3194,14.58649607,852.0,0.1172
3195,9.07097734,825.0,0.0854
3196,14.28226676,446.0,0.0978
3197,2.62811375,737.0,0.031
3198,12.91375431,849.0,0.1053
3199,267.291,208.0,0.718
3200,122.3874,270.0,0.427
3201,18.16406,510.0,0.12
3202,12.4417,578.0,0.0929
3203,5.714932,750.0,0.0553
3204,1.20846503,1767.0,0.0225
3205,5.4042722,1073.0,0.0611
3206,3.59576964,1296.0,0.046
3207,1.68269615,750.0,0.0219
3208,51.06740189,499.0,0.2749
3209,90.4113556,413.0,0.4024
3210,9.99761851,860.0,0.0927
3211,10.35584657,620.0,0.085
3212,14.03491514,641.0,0.1027
3213,15.77979614,713.0,0.1232
3214,3.72215641,1046.0,0.0452
3215,2.4370333,1513.0,0.0351
3216,151.86392,318.0,0.5594
3217,6.99692655,888.0,0.0719
3218,59.87756,273.0,0.24861
3219,6.52121067,932.0,0.0682
3220,6.41251504,1069.0,0.0685
3221,39.67679977,473.0,0.2122
3222,0.6381632,1874.0,0.0135
3223,24.31575992,683.0,0.17
3224,2.35895152,1278.0,0.033
3225,3.38353807,1133.0,0.042
3226,25.85501786,637.0,0.1735
3227,6.2171292,1098.0,0.0666
3228,127.9075774,401.0,0.5001
3229,21.05358596,731.0,0.1502
3230,15.28469497,852.0,0.1224
3231,5.37886844,833.0,0.056
3232,23.67517607,528.0,0.1536
3233,11.8981,929.0,0.1012
3234,8.9187,1023.0,0.0835
3235,7.1334,1102.0,0.0719
3236,3.2346996,1460.0,0.04852
3237,15.65562652,623.0,0.1128
3238,86.4945,367.0,0.3576
3239,3.70175428,1050.0,0.0438
3240,13.02365861,743.0,0.1056
3241,21.30022655,725.0,0.156
3242,12.38602,679.0,0.0983
3243,25.3029092,535.0,0.1582
3244,13.64618192,678.0,0.1089
3245,21.21708973,706.0,0.1508
3246,2.82019241,1367.0,0.0397
3247,81.1694299,436.0,0.3554
3248,5.85296257,1056.0,0.0647
3249,17.9801235,752.0,0.1372
3250,11.8681707,864.0,0.104
3251,3.52466011,1098.0,0.0426
3252,16.54964934,656.0,0.1196
3253,4.22162536,1176.0,0.052
3254,10.94027841,764.0,0.0952
3255,2.10472218,1365.0,0.0331
3256,2.75235975,1178.0,0.0375
3257,35.1810304,664.0,0.2281
3258,6.5100253,1017.0,0.0689
3259,18.49235668,603.0,0.1254
3260,40.6069821,521.0,0.2259
3261,8.22241966,558.0,0.0683
3262,40.101371,583.0,0.236
3263,15.5741568,799.0,0.1228
3264,10.2184954,920.0,0.0927
3265,9.66857723,730.0,0.0854
3266,1.6168837,1774.0,0.0266
3267,25.69578251,314.0,0.1348
3268,29.91136794,541.0,0.179
3269,9.37891944,803.0,0.0788
3270,7.65880414,858.0,0.0723
3271,22.18329658,646.0,0.1486
3272,17.20523483,553.0,0.1192
3273,4.79859939,978.0,0.0546
3274,4.301662,1009.0,0.0497
3275,11.6092567,671.0,0.096
3276,5.7293196,850.0,0.06
3277,34.18890521,526.0,0.1981
3278,11.02347475,429.0,0.0794
3279,16.54297375,611.0,0.1229
3280,18.42794624,526.0,0.1247
3281,4.24374723,1063.0,0.0501
3282,3.75083228,1129.0,0.0484
3283,22.18432708,546.0,0.1418
3284,18.00931444,658.0,0.1333
3285,5.35016198,989.0,0.0593
3286,58.3620495,446.0,0.2918
3287,18.47764449,298.0,0.0899
3289,21.40239,1087.0,0.1652
3290,10.5016,1378.0,0.1028
3291,17.58752333,706.0,0.1277
3292,29.00790538,498.0,0.1759
3293,3.70598955,1281.0,0.0469
3294,11.72292176,766.0,0.0973
3295,16.21775407,664.0,0.1201
3296,1.90220856,1346.0,0.0293
3297,328.2399546,224.0,0.9084
3298,4.03046804,970.0,0.0484
3299,5.26341577,1103.0,0.0612
3300,12.3764661,483.0,0.0893
3301,8.60010411,760.0,0.0747
3302,10.198545,559.0,0.081
3303,4.617534,728.0,0.048
3304,2.211099,931.0,0.029
3305,42.1516418,349.0,0.2095
3306,27.9481449,400.0,0.1593
3307,117.040498,349.0,0.4453
3308,42.9495649,487.0,0.2283
3309,4.45419434,1017.0,0.0495
3310,6.01038429,768.0,0.058
3311,4.14702026,1258.0,0.0502
3312,13.24934059,806.0,0.1087
3313,21.41616926,748.0,0.1553
3314,13.89961966,521.0,0.098
3315,13.14497566,698.0,0.1038
3316,5.08005848,1673.0,0.0641
3317,172.7049784,355.0,0.5886
3318,20.995694,328.0,0.126
3319,12.0717249,395.0,0.0809
3320,8.0109434,453.0,0.0619
3321,1000.0,253.0,2.42
3322,125.63243,388.0,0.4988
3323,81.73778,380.0,0.4669
3324,3.24755522,1181.0,0.0442
3325,1.8270823,1877.0,0.0276
3326,4.90332155,1247.0,0.0594
3327,7.37868977,933.0,0.0761
3328,15.95994513,721.0,0.1272
3329,28.51120525,423.0,0.165
3330,12.92491623,620.0,0.1012
3331,29.88485741,453.0,0.1694
3332,39.30941904,488.0,0.2212
3333,9.751962,870.0,0.091
3334,38.5583038,550.0,0.2255
3335,18.6489525,701.0,0.139
3336,35.86619949,633.0,0.2134
3337,12.8345022,891.0,0.1075
3338,1.98035766,1662.0,0.0309
3339,19.78297415,708.0,0.1409
3340,13.28535633,1157.0,0.1179
3341,5.45849832,1099.0,0.064
3342,18.68404933,832.0,0.1396
3343,1.88897906,1574.0,0.0303
3344,7.97419807,974.0,0.0791
3345,5.83598311,884.0,0.0606
3346,38.58422849,761.0,0.2551
3347,22.20813214,803.0,0.1699
3348,5.21104261,1107.0,0.0594
3349,19.67416124,711.0,0.144
3350,36.445171,332.0,0.182
3351,16.3850021,433.0,0.10379
3352,7.8773565,553.0,0.0637
3353,24.3078946,532.0,0.1594
3354,8.51203588,839.0,0.081
3355,60.92832271,467.0,0.2897
3356,24.85462415,1095.0,0.1992
3357,19.96371318,564.0,0.1333
3358,5.65179605,1248.0,0.0676
3359,28.86235584,623.0,0.1789
3360,34.43587975,652.0,0.2194
3361,26.62949944,742.0,0.1722
3362,296.637865,332.0,0.8589
3363,19.55659418,797.0,0.134
3364,130.194,381.0,0.509
3365,85.312,439.0,0.384
3366,45.154,543.0,0.2514
3367,41.74600392,584.0,0.2384
3368,25.30889748,710.0,0.1763
3369,3.56809693,1407.0,0.0473
3370,6.8834055,1080.0,0.075
3371,27.52197994,314.0,0.1445
3372,9.54927542,374.0,0.0646
3373,4.28686431,1217.0,0.0535
3374,3.62276006,1304.0,0.0467
3375,5.64067757,1125.0,0.0627
3376,8.5083244,909.0,0.0806
3377,9.37647,1125.0,0.087
3378,7.81254,1196.0,0.077
3379,3.5484657,1750.0,0.0538
3380,5.63252845,844.0,0.0598
3381,9.61375356,931.0,0.0897
3382,3.57320367,1210.0,0.0457
3383,8.30864937,747.0,0.0747
3384,5.89660978,1000.0,0.0614
3385,3.41303622,1200.0,0.0427
3386,8.02511821,1093.0,0.0804
3387,3.00387658,1438.0,0.0439
3388,4.22538451,1111.0,0.0516
3389,3.26869515,1597.0,0.0453
3390,18.596108,371.0,0.116
3391,2.576549,717.0,0.031
3392,10.9129343,443.0,0.07821
3393,7.2037945,509.0,0.05929
3394,17.27629612,538.0,0.1209
3395,3.12082923,1303.0,0.0428
3396,2.41839004,1226.0,0.0337
3397,38.6519976,487.0,0.2141
3398,15.3587684,662.0,0.1157
3399,3.2432598,1243.0,0.0433
3400,10.04556931,766.0,0.0896
3401,30.229104,755.0,0.2072
3402,56.35418576,352.0,0.2537
3403,10.06082567,899.0,0.0894
3404,4.9195838,1312.0,0.0605
3406,42.8961,448.0,0.2279
3407,9.67395,736.0,0.0845
3408,4.778,932.0,0.0528
3409,12.49341307,649.0,0.0994
3410,13.2217576,640.0,0.1032
3411,11.11990653,649.0,0.0911
3412,14.00640607,807.0,0.1126
3413,3.10550819,980.0,0.0399
3414,5.66067294,1115.0,0.0606
3415,14.55731705,879.0,0.1186
3416,4.17625551,876.0,0.0483
3417,5.01423457,1308.0,0.0626
3418,24.66919569,1485.0,0.2322
3422,38.47875707,484.0,0.2213
3423,24.99324193,712.0,0.1651
3424,3.70921385,1206.0,0.0465
3425,51.07926307,503.0,0.2671
3426,9.94067247,996.0,0.0953
3427,7.25696522,1163.0,0.0765
3428,8.98101683,880.0,0.078
3429,207.62,453.0,0.7584
3430,84.6866,611.0,0.4172
3431,8.31378306,886.0,0.0821
3432,220.1303357,389.0,0.7211
3433,6.766589,845.0,0.067
3434,57.011,455.0,0.2799
3435,33.60134,543.0,0.1968
3436,20.74028413,798.0,0.154
3437,10.6906004,1008.0,0.0996
3439,10.57,844.0,0.0954
3441,384.843,265.0,1.046
3444,7.51464,1199.0,0.082
3445,15.413135,944.0,0.1324
3446,28.454851,769.0,0.1993
3447,2.455239,1000.0,0.03
3448,33.6727,661.0,0.1979
3449,12.58242,917.0,0.1027
3451,7.79430132,882.0,0.0769
3452,5.148921,436.0,0.0403
3453,3.036179,520.0,0.0283
3454,1.565409,648.0,0.0182
3455,8.15275,305.0,0.0439
3456,4.871229,341.0,0.0301
3457,2.984151,401.0,0.0217
3458,9.740486,673.0,0.0811
3459,7.743493,727.0,0.0696
3460,6.189392,783.0,0.06
3461,4.5458841,868.0,0.04881
3462,3.6001053,938.0,0.04178
3463,177.6693,233.0,0.495
3464,112.3053,241.0,0.409
3465,207.2482,189.0,0.64
3466,101.11141,229.0,0.242
3467,3.2467293,1544.0,0.0446
3468,178.1396,291.0,0.563
3469,35.23319,288.0,0.166
3470,66.65062,308.0,0.288
3471,16.79713874,503.0,0.1158
3472,64.00205,322.0,0.339
3473,8.6001536,1729.0,0.0948
3474,12.8747099,1000.0,0.1143
3475,5.33408384,1776.0,0.0679
3477,52.501129,812.0,0.301
3478,11.922,856.0,0.1045
3479,8.703,951.0,0.0847
3480,6.803,1032.0,0.0719
3481,110.979,458.0,0.4757
3482,35.968,667.0,0.2244
3483,3.0240949,1620.0,0.046
3484,3.52563254,1070.0,0.0433
3485,10.290994,1100.0,0.091
3486,3.21751883,1300.0,0.0414
3487,3.79701816,1070.0,0.0464
3489,3.3118644,1116.0,0.044
3490,2.6843285,1605.0,0.03585
3491,7.8914483,1028.0,0.082
3492,704.1984,185.0,1.219
3493,1.865169,450.0,0.0154
3494,0.45328509,720.0,0.006
3495,1.2137672,519.0,0.0116
3497,69.7546,613.0,0.37
3498,12.21829987,835.0,0.1024
3499,86.67856,434.0,0.3779
3500,15.943,616.0,0.1194
3501,12.331,671.0,0.1006
3502,12.209,791.0,0.1021
3503,6.319,986.0,0.0658
3504,8.708,543.0,0.0695
3505,4.176,694.0,0.0426
3506,7.171,890.0,0.0699
3507,4.7,1024.0,0.0527
3509,1.7208604,1850.0,0.02897
3510,31.509728,503.0,0.186
3511,58.02035,410.0,0.279
3512,7.834435,838.0,0.0739
3513,3.005156,1138.0,0.0375
3514,17.833648,866.0,0.1226
3515,1.8555582,1790.0,0.03101
3516,68.9584,402.0,0.3183
3517,2.46502,1561.0,0.0359
3519,0.66931,1983.0,0.0149
3520,4.62332,1050.0,0.0552
3521,2.42629,1302.0,0.0359
3522,29.726682,557.0,0.188
3523,10.613839,785.0,0.095
3524,14.751166,678.0,0.118
3525,11.829851,730.0,0.102
3526,13.61159129,958.0,0.1211
3527,54.280749,604.0,0.297
3528,7.031462,1194.0,0.076
3529,11.242861,931.0,0.102
3530,8.921099,1006.0,0.087
3531,6.124821,1140.0,0.068
3532,4.028751,1311.0,0.051
3533,184.256405,380.0,0.6503
3534,47.318218,598.0,0.269
3535,14.383035,889.0,0.122
3536,17.340824,755.0,0.134
3537,9.024389,939.0,0.087
3538,6.87349,1620.0,0.08
3539,3.21346,1650.0,0.0456
3540,58.034616,486.0,0.261
3541,26.67569,630.0,0.155
3542,14.425281,773.0,0.103
3543,6.83437001,636.0,0.0618
3544,11.419412,536.0,0.087
3545,4.081423,755.0,0.044
3546,135.498527,295.0,0.48
3547,22.250949,539.0,0.144
3548,88.505,390.0,0.378
3549,42.994,496.0,0.2336
3550,34.989262,341.0,0.177
3551,7.054346,576.0,0.061
3552,5.61358023,1165.0,0.0646
3553,12.130686,901.0,0.11
3554,8.005013,1035.0,0.083
3555,14.613612,901.0,0.124
3556,9.182417,1052.0,0.091
3557,10.423118,901.0,0.093
3558,5.341853,1125.0,0.059
3559,20.485435,1015.0,0.161
3560,7.416755,1425.0,0.082
3561,13.060022,630.0,0.101
3562,6.738088,786.0,0.065
3563,21.08721,897.0,0.164
3564,14.51143,636.0,0.11
3565,3.244107,1047.0,0.041
3566,13.297004,515.0,0.093
3567,3.173315,830.0,0.036
3568,11.837549,826.0,0.098
3569,6.791636,994.0,0.068
3570,25.193458,513.0,0.155
3571,12.31043,651.0,0.096
3572,56.4159,535.0,0.3024
3573,15.163161,829.0,0.127
3574,10.043686,951.0,0.097
3575,45.348269,531.0,0.236
3576,22.597053,670.0,0.148
3577,31.200751,406.0,0.172
3578,12.904532,545.0,0.095
3579,12.162701,882.0,0.097
3580,5.262155,1166.0,0.055
3581,8.25629997,1387.0,0.085
3582,13.391635,1180.0,0.117
3583,5.629021,1576.0,0.066
3584,7.630004,1056.0,0.078
3585,3.930821,1317.0,0.05
3586,105.599,475.0,0.4632
3587,62.784697,530.0,0.326
3588,20.09838,775.0,0.152
3589,28.906009,414.0,0.166
3590,16.092361,503.0,0.112
3591,27.014976,677.0,0.182
3592,12.509529,875.0,0.109
3593,14.172327,873.0,0.115
3594,4.920199,1242.0,0.057
3595,19.986326,720.0,0.141
3596,12.125934,851.0,0.101
3597,5.028219,1272.0,0.056
3598,3.282807,1467.0,0.042
3599,1.897806,1761.0,0.029
3600,16.725948,729.0,0.126
3601,5.535309,1054.0,0.06
3602,30.092568,660.0,0.201
3603,20.053763,755.0,0.154
3604,6.849692,1081.0,0.075
3605,67.968015,443.0,0.313
3606,34.763278,554.0,0.2
3607,19.02293,647.0,0.14
3608,4.57953,1040.0,0.054
3609,51.196,401.0,0.246
3610,39.7922,458.0,0.2076
3611,21.302,564.0,0.1368
3612,13.36731,656.0,0.1003
3613,14.871572,391.0,0.094
3614,2.732756,687.0,0.03
3615,72.379334,575.0,0.36
3616,26.84768,800.0,0.186
3617,53.578637,357.0,0.253
3618,37.815724,401.0,0.201
3619,12.51616,848.0,0.11
3620,3.281959,1326.0,0.045
3621,17.784129,729.0,0.137
3622,10.664903,865.0,0.098
3623,59.980627,568.0,0.312
3624,25.745718,753.0,0.178
3625,11.932125,905.0,0.107
3626,7.542427,1054.0,0.079
3627,3.614568,1347.0,0.048
3628,37.866281,543.0,0.207
3629,10.327186,838.0,0.087
3630,55.188023,568.0,0.3
3631,8.486616,1060.0,0.086
3632,7.186434,860.0,0.075
3633,3.289672,1116.0,0.044
3634,16.21865,928.0,0.1283
3635,13.86825,978.0,0.1153
3636,77.095691,464.0,0.372
3637,57.68802,512.0,0.307
3638,25.563222,671.0,0.178
3639,83.488369,411.0,0.381
3640,34.060467,554.0,0.21
3641,49.499875,402.0,0.246
3642,16.85837,576.0,0.12
3643,6.475434,793.0,0.063
3644,13.121632,913.0,0.115
3645,4.612696,1294.0,0.057
3646,25.762294,633.0,0.179
3647,11.03189,840.0,0.102
3648,24.209842,451.0,0.146
3649,16.934402,508.0,0.115
3650,5.47666,741.0,0.054
3651,8.410894,472.0,0.065
3652,5.795278,534.0,0.051
3653,6.88727999,788.0,0.0657
3654,16.332995,591.0,0.118
3655,10.05537,694.0,0.085
3656,142.544247,318.0,0.5177
3657,57.24809,431.0,0.287
3658,37.054919,498.0,0.214
3659,26.136,782.0,0.1786
3660,17.849,888.0,0.1385
3661,11.189562,1037.0,0.104
3663,12.247629,763.0,0.105
3664,5.929778,972.0,0.065
3665,17.265427,888.0,0.138
3666,7.05677,1196.0,0.076
3667,27.320871,705.0,0.183
3668,12.79836,908.0,0.11
3669,23.851549,654.0,0.168
3670,6.511127,1008.0,0.071
3671,9.387427,575.0,0.077
3672,7.415563,622.0,0.066
3673,125.596809,360.0,0.488
3674,21.963945,643.0,0.153
3675,23.22182,746.0,0.167
3676,8.96855,1024.0,0.088
3677,1.64422461,1897.0,0.0293
3678,39.459357,658.0,0.242
3679,26.234138,754.0,0.185
3680,15.170318,905.0,0.128
3681,42.473269,539.0,0.242
3682,27.666313,622.0,0.182
3683,8.01041,940.0,0.08
3684,5.195528,1085.0,0.06
3685,22.824669,946.0,0.178
3686,14.844387,1092.0,0.134
3688,10.558345,796.0,0.091
3689,6.988055,914.0,0.069
3690,4.977656,1023.0,0.055
3691,9.341,1143.0,0.0893
3692,44.431014,680.0,0.257
3693,24.310856,831.0,0.172
3694,13.726976,1005.0,0.117
3695,9.693201,1017.0,0.093
3696,3.292781,1458.0,0.045
3697,20.678772,749.0,0.154
3698,9.600001,967.0,0.092
3699,2.024823,1625.0,0.033
3700,67.844469,592.0,0.356
3701,6.562331,1290.0,0.075
3702,25.09849,656.0,0.168
3703,12.758005,822.0,0.107
3704,5.470319,1090.0,0.061
3705,24.08821,386.0,0.135
3706,12.551158,480.0,0.087
3707,34.21154,427.0,0.189
3708,15.995622,550.0,0.114
3709,7.626324,703.0,0.07
3710,32.134328,346.0,0.159
3711,17.28111,425.0,0.105
3712,8.457496,540.0,0.065
3713,15.955387,573.0,0.116
3714,8.25978,714.0,0.075
3715,41.02902,691.0,0.2535
3716,31.7844,752.0,0.2138
3717,21.77596,853.0,0.1662
3718,13.17562,1009.0,0.1189
3719,5.66793,1336.0,0.0677
3720,18.684737,402.0,0.113
3721,7.416397,547.0,0.061
3722,71.312,475.0,0.354
3723,34.921,602.0,0.2199
3724,13.969457,387.0,0.09
3725,5.212333,537.0,0.047
3726,2.549575,682.0,0.029
3727,6.766888,781.0,0.066
3728,4.580358,889.0,0.051
3729,2.248329,1127.0,0.032
3730,38.715185,498.0,0.22
3731,12.762172,721.0,0.105
3732,4.544439,1017.0,0.053
3733,13.97939968,635.0,0.1074
3734,51.805612,410.0,0.26
3735,4.385315,935.0,0.05
3736,3.553822,1292.0,0.046
3737,1.678327,1659.0,0.028
3738,4.337234,996.0,0.051
3739,1.653888,1373.0,0.027
3740,13.093921,752.0,0.11
3741,4.915379,1042.0,0.057
3742,17.934937,1002.0,0.142
3743,8.371554,1292.0,0.085
3744,0.74296,1026.0,0.013
3745,2.896,652.0,0.033
3746,22.7802,328.0,0.13
3747,8.7522,451.0,0.09
3748,5.90124,514.0,0.05
3749,31.781925,528.0,0.191
3750,6.941357,876.0,0.069
3751,4.362705,1023.0,0.051
3752,11.815007,762.0,0.105
3753,4.662715,1039.0,0.056
3754,8.77501,837.0,0.083
3755,5.524242,976.0,0.061
3756,6.827766,577.0,0.058
3757,2.240508,837.0,0.027
3758,265.469335,291.0,0.791
3759,96.101141,409.0,0.402
3760,5.960392,890.0,0.064
3761,2.461069,1195.0,0.035
3762,32.273273,683.0,0.208
3763,14.970418,883.0,0.125
3764,19.747412,754.0,0.153
3765,1.772419,1685.0,0.031
3766,19.738286,744.0,0.145
3767,9.176092,960.0,0.087
3768,92.876125,353.0,0.392
3769,56.47542,417.0,0.281
3770,13.930698,665.0,0.111
3771,87.6451,484.0,0.4
3772,42.6318,615.0,0.26
3773,20.8613,781.0,0.16
3774,105.356383,204.0,0.401
3775,5.923653,531.0,0.059
3776,15.38231,714.0,0.123
3777,9.694928,833.0,0.09
3778,13.0729,739.0,0.1068
3779,10.4208,797.0,0.0917
3780,44.840975,390.0,0.227
3781,17.326644,535.0,0.12
3782,7.240193,716.0,0.067
3783,4.646186,830.0,0.05
3784,3.20538,1000.0,0.0399
3785,16.738661,576.0,0.121
3786,8.291,728.0,0.0752
3787,5.487,836.0,0.0571
3788,1.49914695,1137.0,0.0232
3789,9.653471,611.0,0.08
3790,5.315946,746.0,0.054
3791,3.295709,875.0,0.039
3792,7.061149,521.0,0.057
3793,1.937055,802.0,0.024
3794,127.282184,392.0,0.503
3795,30.184104,634.0,0.193
3796,13.751243,725.0,0.112
3797,5.419026,989.0,0.06
3798,2.508553,1278.0,0.036
3799,40.714955,516.0,0.232
3800,10.446347,812.0,0.094
3801,143.34394,308.0,0.5
3802,60.323105,411.0,0.3
3803,29.33434,524.0,0.18
3804,38.285489,534.0,0.22
3805,15.054786,729.0,0.118
3806,6.885875,946.0,0.07
3807,2.927128,1258.0,0.04
3808,77.473633,277.0,0.305
3809,22.92881,416.0,0.136
3810,10.475464,540.0,0.08
3811,74.920137,409.0,0.336
3812,38.871826,509.0,0.217
3813,63.33627,274.0,0.255
3814,34.14211,337.0,0.169
3815,19.850291,403.0,0.118
3816,5.8416366,606.0,0.0521
3817,10.864384,495.0,0.079
3818,33.884054,533.0,0.192
3819,21.526258,621.0,0.142
3820,12.645164,741.0,0.099
3821,6.6264,895.0,0.071
3822,3.701212,1087.0,0.048
3823,54.155743,466.0,0.286
3824,19.254196,657.0,0.144
3825,20.834237,563.0,0.141
3826,11.97901,678.0,0.097
3827,7.055679,808.0,0.068
3828,3.715335,1001.0,0.045
3829,2.580827,1130.0,0.035
3830,5.700786,1035.0,0.065
3831,3.546511,1212.0,0.047
3832,36.77031,437.0,0.205
3833,14.589347,594.0,0.11
3834,13.28613,715.0,0.1087
3835,10.33974,777.0,0.0919
3837,125.8518,394.0,0.51
3838,34.545,607.0,0.21
3839,56.633742,570.0,0.287
3840,19.305772,815.0,0.14
3841,6.097326,1197.0,0.065
3842,44.851896,513.0,0.246
3843,20.342199,667.0,0.145
3844,29.221289,539.0,0.176
3845,5.914323,919.0,0.061
3846,3.468095,1098.0,0.042
3847,1.796302,1367.0,0.027
3848,6.186676,851.0,0.064
3849,2.633867,1131.0,0.036
3850,37.514456,478.0,0.213
3851,12.699149,686.0,0.104
3852,92.743711,240.0,0.341
3853,11.008151,488.0,0.082
3854,44.347,484.0,0.2269
3855,24.806,588.0,0.154
3856,13.638723,717.0,0.106
3857,9.220524,817.0,0.082
3858,148.2720032,321.0,0.5456
3859,36.337373,513.0,0.215
3860,14.646008,694.0,0.117
3861,4.807091,1088.0,0.056
3862,2.139542,1425.0,0.032
3863,8.9858,509.0,0.081
3864,5.9123,585.0,0.062
3865,54.414,574.0,0.2901
3866,35.736,774.0,0.2236
3867,12.309681,1104.0,0.112
3868,51.078775,702.0,0.294
3869,30.160546,836.0,0.207
3870,33.006,778.0,0.2129
