,planet_mass,planet_radius,planet_density
4723,13.2,3.69,1.44
4724,33.8,6.43,0.699
4725,0.381,0.77,4.59
4726,1.16,1.05,5.51
4727,5.73,2.26,2.73
4728,5.43,2.19,2.84
4729,2.39,1.35,5.34
4730,6.66,2.47,2.43
4731,3.12,1.58,4.35
4732,10.3,3.19,1.74
4733,12.9,3.64,1.47
4734,10.5,3.23,1.71
4735,0.64,0.89,4.99
4736,4.16,1.87,3.5
4737,7.18,2.58,2.3
4738,2.57,1.41,5.04
4739,7.9,2.73,2.13
4740,6.57,2.45,2.45
4741,20.7,4.82,1.02
4742,9.85,3.11,1.8
4743,9.01,2.95,1.93
4744,10.3,3.2,1.73
4745,7.56,2.66,2.21
4746,5.99,2.32,2.64
4747,4.19,1.88,3.47
4748,3.82,1.78,3.72
4749,2.04,1.23,6.02
4750,483.0,11.874,1.59
4751,1.03,1.017,5.38
4752,1.2,1.06,5.54
4753,5.99,2.32,2.64
4754,5.6,2.23,2.77
4755,0.84,0.96,5.22
4756,4.04,1.84,3.56
4757,3.19,1.6,4.28
4758,5.35,2.17,2.88
4759,158.915,9.18,1.2
4760,5.0,2.213,2.5
4761,47.8,4.52,2.13
4762,126.4,14.0,0.253
4763,1868.8404,11.994,6.36
4764,5.77,2.27,2.71
4765,6.26,2.38,2.55
4766,3.64,1.73,3.86
4767,17.0,3.87,1.6
4768,10.9,3.304,1.66
4769,9.45,3.033,1.86
4770,8.44,2.839,2.03
4771,8.66,2.883,1.99
4772,10.5,3.236,1.7
4773,9.19,2.984,1.9
4774,17.4,4.348,1.16
4775,8.15,2.78,2.08
4776,4.27,1.901,3.41
4777,3.6,1.718,3.9
4778,3.44,1.674,4.03
4779,2.06,1.238,5.97
4780,321.00669,10.16,1.68
4781,11.2,3.356,1.63
4782,2.32,1.326,5.47
4783,9.11,2.97,1.91
4784,8.93,2.936,1.94
4785,10.4,3.206,1.73
4786,9.93,3.125,1.79
4787,11.3,3.377,1.61
4788,7.76,2.702,2.16
4789,10.9,3.304,1.66
4790,4.93,2.069,3.06
4791,2.73,1.46,4.82
4792,7.7,2.69,2.17
4793,2.42,1.36,5.29
4794,7.05,2.553,2.33
4795,8.7,2.889,1.98
4796,4.17,1.875,3.48
4797,8.6,2.871,2.0
4798,7.16,2.577,2.3
4799,2.62,1.426,4.97
4800,3.38,1.656,4.09
4801,2.13,1.262,5.83
4802,0.799,0.947,5.17
4803,1.51,1.13,5.75
4804,1.92,1.21,5.96
4805,2.1,1.25,5.91
4806,5.48,2.2,2.83
4807,7.18,2.58,2.3
4808,8.3,2.811,2.05
4809,4.02,1.835,3.58
4810,1.42,1.112,5.68
4811,2.21,1.289,5.67
4812,0.894,0.977,5.27
4813,1.76,1.18,5.89
4814,1.46,1.119,5.72
4815,8.29,2.81,2.05
4816,2.12,1.26,5.83
4817,1.25,1.073,5.56
4818,3.08,1.567,4.4
4819,778.65,14.68,1.35
4820,82.6,3.2,13.9
4821,8.55,2.86,2.01
4822,8.76,2.901,1.97
4823,5.57,2.222,2.79
4824,3.2,1.602,4.28
4825,1322.16617,11.949,4.07
4826,4.47,2.03,2.977353
4827,5.42,2.05,3.528714
4829,9.93,3.124,1.79
4830,6.08,2.34,2.61
4831,7.08,2.56,2.32
4832,4.23,1.89,3.44
4833,10.3,3.197,1.73
4834,4.36,1.923,3.37
4835,5.83,2.284,2.69
4836,3.59,1.717,3.9
4837,10.7,3.264,1.69
4838,16.0,4.14,1.24
4839,6.46,2.425,2.49
4840,9.21,2.989,1.89
4841,7.12,2.569,2.31
4842,14.8,3.95,1.32
4843,6.12,2.35,2.59
4844,8.55,2.86,2.01
4845,5.69,2.25,2.74
4846,8.05,2.76,2.1
4847,10.4,3.216,1.72
4848,9.9,3.119,1.79
4849,8.58,2.867,2.0
4850,8.65,2.88,1.99
4851,8.43,2.837,2.03
4852,8.31,2.813,2.05
4853,6.84,2.509,2.38
4854,10.2,3.173,1.75
4855,9.04,2.955,1.93
4856,14.4,3.894,1.34
4857,2.21,1.29,5.66
4858,6.48,2.43,2.48
4859,18.4,4.485,1.12
4860,8.92,2.933,1.94
4861,15.7,4.099,1.25
4862,12.8,3.636,1.46
4863,9.74,3.089,1.82
4864,1.84,1.194,5.94
4865,14.3,3.877,1.35
4866,25.1,5.395,0.878
4867,8.37,2.825,2.04
4868,6.48,2.431,2.48
4869,4.5,1.96,3.28
4870,2.83,1.49,4.7
4871,5.43,2.19,2.84
4872,11.0,3.323,1.65
4873,2.16,1.273,5.75
4874,5.38,2.178,2.86
4875,3.18,1.599,4.28
4876,13.6,3.768,1.4
4877,4.38,1.929,3.35
4878,59.1,8.935,0.455
4879,16.8,4.265,1.19
4880,7.81,2.713,2.15
4881,3.23,1.613,4.23
4882,7.08,2.56,2.32
4883,9.8,3.1,1.81
4884,30.1,6.004,0.764
4885,3.98,1.824,3.6
4886,18.7,4.541,1.1
4887,5.59,2.227,2.78
4888,6.53,2.44,2.47
4889,29.4,5.917,0.78
4890,2.77,1.472,4.77
4891,8.99,2.947,1.93
4892,7.13,2.571,2.31
4893,0.676,0.904,5.03
4894,2.63,1.43,4.94
4895,23.0,2.6,7.19
4896,15.2,2.51,5.28
4897,2.7,1.45,4.87
4898,5.86,2.29,2.68
4899,2.51,1.391,5.12
4900,8.05,2.76,2.1
4901,1.59,1.147,5.8
4902,18.8,4.555,1.09
4903,6.78,2.495,2.4
4904,5.81,2.279,2.7
4905,9.34,3.013,1.88
4906,5.62,2.233,2.77
4907,18.2,4.465,1.12
4908,5.84,3.5,0.75
4909,14.7,8.73,0.121
4910,8.45,2.841,2.02
4911,15.5,4.055,1.28
4912,7.68,2.686,2.18
4913,12.1,3.505,1.54
4914,10.2,3.182,1.74
4915,12.9,3.648,1.46
4916,7.33,2.612,2.26
4917,5.19,2.132,2.94
4918,9.36,3.017,1.87
4919,9.44,3.033,1.86
4920,8.75,2.9,1.97
4921,8.65,2.88,1.99
4922,14.8,3.95,1.32
4923,12.7,3.606,1.49
4924,6.26,2.381,2.55
4925,5.6,2.229,2.78
4926,2.3,1.319,5.5
4927,8.24,2.799,2.06
4928,7.77,2.704,2.16
4929,10.1,3.163,1.75
4930,5.99,2.319,2.64
4931,6.25,2.379,2.55
4932,8.4,2.831,2.03
4933,3.33,1.64,4.15
4934,4.66,2.0,3.2
4935,10.0,3.145,1.77
4936,9.91,3.121,1.79
4937,6.89,2.52,2.37
4938,13.8,3.79,1.39
4939,3.87,1.794,3.68
4940,3.4,1.663,4.06
4941,8.0,2.75,2.11
4942,9.58,3.058,1.84
4943,5.94,2.309,2.65
4944,15.9,4.128,1.24
4945,6.9,2.0,4.9
4946,17.3,5.49,0.59
4947,16.4,6.98,0.27
4948,2.86,1.5,4.66
4949,9.32,3.01,1.88
4950,0.961,0.997,5.33
4951,7.8,2.709,2.16
4952,3.43,1.671,4.04
4953,6.0,2.322,2.63
4954,3.18,1.596,4.3
4955,3.0,1.545,4.47
4956,6.15,2.356,2.59
4957,7.77,2.704,2.16
4958,9.4,3.025,1.87
4959,2.9,1.513,4.6
4960,2.15,1.27,5.77
4961,4.62,1.99,3.22
4962,14.6,3.918,1.33
4963,14.1,3.848,1.36
4964,6.01,2.325,2.63
4965,2.58,1.413,5.03
4966,6.21,2.37,2.56
4967,7.99,2.749,2.11
4968,4.53,1.968,3.27
4969,5.79,2.273,2.71
4970,3.58,1.714,3.91
4971,14.5,3.904,1.34
4972,7.18,2.58,2.3
4973,11.6,3.43,1.58
4974,9.9,3.119,1.79
4975,7.24,2.592,2.28
4976,7.5,2.648,2.22
4977,5.0,2.086,3.03
4978,6.26,2.381,2.55
4979,2.61,1.422,4.99
4980,2.78,1.475,4.76
4981,4.1,1.856,3.52
4982,5.13,2.116,2.98
4983,6.71,2.479,2.42
4984,4.9,2.06,3.08
4985,35.7,2.27,16.8
4986,11.1,3.33,1.65
4987,4.54,1.97,3.26
4988,2.02,1.227,6.01
4989,2.24,1.3,5.6
4990,2.73,1.459,4.83
4991,12.2,3.534,1.52
4992,7.05,2.553,2.33
4993,4.92,2.067,3.06
4994,3.4,1.66,4.08
4995,4.46,1.949,3.31
4996,6.17,2.36,2.58
4997,8.8,1.97,6.32
4998,6.76,2.49,2.41
4999,8.13,2.778,2.08
5000,2.82,1.489,4.69
5001,6.14,2.354,2.59
5002,7.8,2.709,2.16
5003,9.46,3.036,1.86
5004,6.52,2.438,2.47
5005,3.76,1.764,3.77
5006,7.97,2.745,2.12
5007,2.57,1.409,5.05
5008,6.29,2.387,2.54
5009,1.71,1.17,5.87
5010,4.74,2.02,3.16
5011,0.313,0.729,4.44
5012,14.5,3.9,1.34
5013,4.22,1.886,3.46
5014,2.92,1.519,4.58
5015,7.21,2.587,2.29
5016,1.96,1.216,5.99
5017,3.66,1.734,3.85
5018,4.5,1.961,3.28
5019,6.44,2.422,2.49
5020,3.13,1.583,4.33
5021,1.24,1.07,5.56
5022,2.1,1.25,5.91
5023,2.54,1.4,5.09
5024,2.15,1.27,5.77
5025,1.71,1.17,5.87
5026,1.55,1.139,5.77
5027,5.5,2.207,2.81
5028,5.49,2.203,2.82
5029,5.74,2.263,2.72
5030,0.353,0.754,4.52
5031,3.11,1.577,4.36
5032,4.99,2.082,3.04
5033,1.65,1.16,5.81
5034,10.1,3.15,1.78
5035,1.46,1.12,5.72
5036,2.57,1.41,5.04
5037,7.61,2.67,2.2
5038,5.07,2.101,3.0
5039,6.44,2.422,2.49
5040,6.28,2.384,2.55
5041,3.28,1.626,4.19
5042,5.52,2.211,2.81
5043,10.5,3.227,1.72
5044,0.905,0.98,5.28
5045,0.179,0.624,4.05
5046,8.86,2.92,1.96
5047,4.92,2.065,3.07
5048,3.46,1.68,4.01
5049,10.3,3.19,1.74
5050,5.13,2.117,2.97
5051,9.17,2.981,1.9
5052,2.81,1.487,4.7
5053,10.6,3.251,1.7
5054,3.95,1.814,3.64
5055,2.89,1.511,4.6
5056,7.18,2.582,2.29
5057,8.88,2.925,1.95
5058,2.32,1.326,5.47
5059,8.98,2.944,1.93
5060,1.92,1.21,5.96
5061,22.7,2.38,9.25
5062,0.587,0.869,4.92
5063,2.93,1.521,4.57
5064,4.03,1.837,3.57
5065,3.55,1.706,3.93
5066,1.87,1.201,5.93
5067,5.14,2.119,2.97
5068,9.8,3.099,1.81
5069,8.32,2.814,2.05
5070,0.76,0.934,5.13
5071,3.02,1.551,4.45
5072,8.4,2.209,10.4
5073,13.1,3.68,1.44
5074,22.5,5.06,0.954
5075,3.05,1.56,4.41
5076,2.73,1.46,4.82
5077,3.27,1.623,4.2
5078,2.77,1.474,4.75
5079,1.74,1.176,5.88
5080,5.85,2.286,2.69
5081,2.51,1.39,5.13
5082,2.69,1.446,4.89
5083,8.13,2.776,2.09
5084,0.589,0.87,4.92
5085,1.63,1.155,5.81
5086,1.33,1.092,5.61
5087,2.36,1.34,5.39
5088,4.12,1.86,3.52
5089,5.82,2.28,2.7
5090,1.78,1.184,5.89
5091,1.01,1.011,5.37
5092,2.41,1.357,5.3
5093,2.92,1.519,4.58
5094,8.97,2.943,1.93
5095,10.4,3.218,1.71
5096,7.35,2.618,2.25
5097,4.23,1.89,3.44
5098,5.89,2.298,2.67
5099,7.38,2.624,2.24
5100,7.95,2.74,2.12
5101,8.2,2.79,2.07
5102,1.04,1.02,5.39
5103,9.03,2.954,1.92
5104,8.72,2.895,1.98
5105,5.86,2.291,2.68
5106,4.5,1.96,3.29
5107,7.53,2.654,2.21
5108,9.28,3.002,1.89
5109,5.97,2.315,2.64
5110,11.5,3.406,1.6
5111,4.63,1.992,3.22
5112,9.65,3.073,1.83
5113,6.3,2.39,2.54
5114,8.0,2.75,2.11
5115,2.95,1.53,4.53
5116,7.53,2.653,2.22
5117,2.91,1.515,4.6
5118,1.76,1.18,5.89
5119,0.702,0.913,5.07
5120,6.82,2.503,2.39
5121,10.2,3.166,1.77
5122,9.39,3.023,1.87
5123,4.0,1.828,3.6
5124,1.68,1.165,5.84
5125,2.89,1.51,4.61
5126,7.22,2.59,2.28
5127,6.35,2.4,2.52
5128,3.01,1.547,4.46
5129,7.51,2.65,2.22
5130,5.13,2.117,2.97
5131,3.02,1.549,4.47
5132,8.05,2.76,2.1
5133,2.21,1.289,5.67
5134,6.75,2.488,2.41
5135,1.01,1.01,5.38
5136,1.09,1.033,5.44
5137,5.56,2.22,2.79
5138,4.78,2.03,3.14
5139,3.02,1.55,4.46
5140,2.95,1.527,4.55
5141,6.0,2.321,2.64
5142,2.07,1.239,5.98
5143,2.2,1.286,5.69
5144,3.9,1.802,3.66
5145,1.69,1.167,5.85
5146,1.32,1.089,5.61
5147,0.79,0.944,5.16
5148,4.86,2.051,3.09
5149,1.57,1.143,5.78
5150,4.27,1.9,3.42
5151,5.65,2.24,2.76
5152,7.56,2.661,2.21
5153,2.26,1.307,5.56
5154,3.25,1.619,4.21
5155,1.95,1.215,5.98
5156,0.337,0.744,4.49
5157,3.83,1.781,3.73
5158,2.4,1.354,5.31
5159,1.39,1.105,5.66
5160,0.315,0.73,4.45
5161,2.86,1.5,4.66
5162,3.47,1.682,4.01
5163,1.04,1.02,5.39
5164,5.3,1.23,15.7
5165,1.98,1.22,5.99
5166,0.693,0.91,5.05
5167,2.02,0.802,22.2
5168,2.11,0.868,18.4
5169,8.35,2.82,2.05
5170,6.66,2.47,2.43
5171,2.96,1.53,4.54
5172,9.85,3.11,1.8
5173,10.6,3.25,1.7
5174,9.7,1.868,8.2
5175,12.75,3.047,2.5
5176,10.07,2.744,2.7
5179,19.96,4.71,1.05
5180,5.18,2.13,2.95
5181,3.15,1.59,4.31
5182,6.62,2.46,2.44
5183,8.5,2.85,2.02
5184,3.29,1.63,4.17
5185,4.08,1.85,3.54
5186,7.13,2.57,2.31
5187,749.9,2.47,273.0
5188,33.9,1.44,62.4
5189,6.94,2.53,2.35
5190,3.86,1.79,3.7
5191,2.89,1.51,4.61
5192,3.33,1.64,4.15
5193,1.87,1.2,5.95
5194,3.78,1.77,3.75
5195,1.81,1.19,5.9
5196,3.09,1.57,4.39
5197,2.86,1.5,4.66
5198,11.0,3.31,1.67
5199,3.29,1.63,4.17
5200,2.51,1.39,5.14
5201,1.87,1.2,5.95
5202,2.79,1.48,4.73
5203,5.73,2.26,2.73
5204,9.8,3.1,1.81
5205,5.08,1.639,6.4
5206,8.96,2.94,1.94
5207,12.8,3.62,1.48
5208,2.13,1.26,5.85
5209,18.3,1.29,46.8
5210,1.32,1.09,5.6
5211,7.95,2.74,2.12
5212,3.26,1.62,4.21
5213,6.08,2.34,2.61
5214,7.32,2.61,2.26
5215,5.18,2.13,2.95
5216,3.26,1.62,4.21
5217,3.78,1.77,3.75
5218,23.6,2.39,9.5
5219,3.71,1.75,3.8
5220,6.12,2.35,2.59
5221,9.48,3.04,1.85
5222,5.6,2.23,2.77
5223,4.08,1.85,3.54
5224,2.3,1.32,5.5
5225,2.79,1.48,4.73
5226,10.0,3.14,1.77
5227,7.56,2.66,2.21
5228,9.01,2.95,1.93
5229,12.5,3.58,1.5
5230,19.1,2.81,4.73
5231,36.0,2.38,14.7
5232,0.457,0.81,4.73
5233,3.09,1.57,4.39
5234,0.904,0.98,5.28
5235,2.33,1.33,5.44
5236,3.57,1.71,3.92
5237,15.1,2.93,3.3
5238,7.9,2.73,2.13
5239,7.41,2.63,2.24
5240,10.1,3.16,1.76
5241,19.4,4.64,1.07
5242,13.2,3.69,1.44
5243,7.4,2.99,1.54
5244,5.1,3.44,0.71
5245,8.0,5.24,0.31
5246,4.8,4.6,0.28
5247,2.51,1.39,5.14
5248,9.91,3.12,1.79
5249,5.9,2.3,2.66
5250,4.54,1.97,3.26
5251,1.87,1.2,5.95
5252,4.04,1.84,3.56
5253,24.0,1.55,35.4
5254,45.2,2.27,21.2
5255,1.98,1.22,5.99
5256,9.85,3.11,1.8
5257,9.48,3.04,1.85
5258,2.96,1.53,4.54
5259,7.75,2.7,2.16
5260,15.4,4.04,1.28
5261,5.48,2.2,2.83
5262,21.5,4.92,0.992
5263,14.2,3.85,1.37
