,planet_mass,planet_radius,planet_density
1873,7.27,2.6,2.27
1874,6.15,1.48,10.9
1875,5.52,2.21,2.81
1876,4.94,2.07,3.06
1877,10.7,3.26,1.7
1878,6.17,2.36,2.58
1879,9.17,2.98,1.9
1880,5.14,2.12,2.96
1881,6.17,2.36,2.58
1882,5.69,2.25,2.74
1883,5.95,2.31,2.65
1884,7.61,2.67,2.2
1885,3.55,1.99,2.18
1886,7.85,2.72,2.14
1887,9.22,2.99,1.9
1888,7.37,2.62,2.25
1889,14.9,3.96,1.32
1890,2.79,1.48,4.73
1891,3.09,1.57,4.39
1892,4.5,1.96,3.28
1893,19.5,4.65,1.07
1894,5.18,2.13,2.95
1895,7.31,2.609,2.26
1897,3.51,1.48,5.44
1898,0.937,0.99,5.31
1899,4.94,2.07,3.06
1900,3.5,1.69,3.98
1901,4.66,2.0,3.2
1902,12.9,3.65,1.46
1903,6.12,2.35,2.59
1904,16.0,4.13,1.25
1905,11.4,3.38,1.62
1906,5.14,2.12,2.96
1907,7.56,2.66,2.21
1908,4.54,1.97,3.26
1909,7.04,2.55,2.33
1910,5.86,2.29,2.68
1911,8.46,2.67,2.26
1912,17.6,4.38,1.15
1913,4.9,2.06,3.08
1914,25.9,5.5,0.855
1915,9.27,3.0,1.89
1916,9.96,3.13,1.78
1917,5.99,2.32,2.64
1918,1.81,1.19,5.9
1919,16.5,4.21,1.22
1920,45.4,7.65,0.557
1921,26.7,5.59,0.84
1922,59.6,8.98,0.452
1923,13.0,3.42,1.71
1924,8.8,2.91,1.96
1925,4.08,1.85,3.54
1926,5.82,2.28,2.7
1927,4.38,1.93,3.35
1928,7.41,2.63,2.24
1929,7.41,2.63,2.24
1930,29.5,5.93,0.777
1931,5.18,2.13,2.95
1932,9.69,3.08,1.82
1933,11.1,3.34,1.64
1934,3126.0,12.5,8.79
1935,10.84,3.51,1.45
1936,3.71,1.75,3.8
1937,5.56,2.22,2.79
1938,7.61,2.67,2.2
1939,13.4,3.72,1.43
1940,2.7,1.45,4.87
1941,2.39,1.35,5.34
1942,5.02,2.09,3.02
1943,6.62,2.46,2.44
1944,2.45,1.37,5.24
1945,2.33,1.33,5.44
1946,5.18,2.13,2.95
1948,4.54426,1.569,6.88
1949,1.41,1.11,5.67
1950,3.15,1.59,4.31
1951,3.61,1.72,3.9
1952,5.95,2.31,2.65
1953,6.08,2.34,2.61
1954,9.64,3.07,1.83
1955,2.48,1.38,5.19
1956,2.6,1.42,4.99
1957,8.6,2.87,2.0
1958,13.8,3.8,1.38
1959,6.44,2.42,2.5
1960,4.93,2.067,3.07
1961,6.1,2.6,1.91
1962,64.3,3.51,8.17
1963,5.69,2.25,2.74
1964,3.68,1.74,3.84
1965,4.31,1.91,3.4
1966,3.75,1.76,3.78
1967,2.86,1.5,4.66
1968,2.48,1.38,5.19
1969,14.2,3.858,1.36
1970,4.9,2.06,3.08
1971,8.25,2.8,2.07
1972,7.27,2.6,2.27
1973,0.477,0.82,4.75
1974,257.4423,15.323,0.4
1975,2.76,1.47,4.77
1976,1.98,1.22,5.99
1977,1.87,1.2,5.95
1978,5.1,2.11,2.98
1979,2.57,1.41,5.04
1980,3.78,1.77,3.75
1981,6.94,2.53,2.35
1982,4.7,2.01,3.18
1983,6.99,2.54,2.34
1984,2.45,1.37,5.24
1985,4.98,2.08,3.04
1986,2.3,1.32,5.5
1987,3.33,1.64,4.15
1988,29.9,8.08,0.31
1989,43.4,8.29,0.42
1990,7.65,2.68,2.18
1991,2.83,1.49,4.7
1992,6.3,2.39,2.54
1993,6.94,2.53,2.35
1994,2.99,1.54,4.5
1995,8.15,2.78,2.08
1996,9.43,3.03,1.86
1997,8.3,2.81,2.06
1998,33.6,6.41,0.701
1999,58.6,8.89,0.458
2000,1.32,1.09,5.6
2001,3.75,1.76,3.78
2002,1.51,1.13,5.75
2003,4.04,1.84,3.56
2004,2.92,1.52,4.57
2005,6.8,2.5,2.39
2006,2.04,1.23,6.02
2007,3.82,1.78,3.72
2008,2.04,1.23,6.02
2009,3.82,1.78,3.72
2010,7.56,2.66,2.21
2011,965.147,13.1,2.36
2012,7.13,2.57,2.31
2013,4.38,1.93,3.35
2014,5.14,2.12,2.96
2015,2.63,1.43,4.94
2016,8.75,2.9,1.97
2017,14.7,3.94,1.32
2018,13.5,3.75,1.41
2019,4.62,1.99,3.22
2020,13.5,3.74,1.42
2021,8.15,2.78,2.08
2022,6.4,6.14,0.152
2023,324.2,13.49,0.729
2024,12.7,3.61,1.48
2025,4.86,2.05,3.1
2026,19.4,4.64,1.07
2027,3.29,1.63,4.17
2028,6.76,2.49,2.41
2029,6.35,2.4,2.52
2030,8.75,2.9,1.97
2031,5.52,2.21,2.81
2032,5.82,2.28,2.7
2033,10.6,3.24,1.71
2034,9.75,3.09,1.82
2035,21.1,4.87,1.0
2036,37.2,6.8,0.65
2037,63.3,9.3,0.432
2038,52.7,8.35,0.497
2039,3.5,1.69,3.98
2040,6.99,2.54,2.34
2041,3.46,1.68,4.01
2042,3.82,1.78,3.72
2043,0.6,1.27,1.6
2044,1.87,1.2,5.95
2045,20.9,2.18,11.1
2046,4.54,1.97,3.26
2047,40.4,7.14,0.61
2048,3.53,1.7,3.95
2049,1.76,1.18,5.89
2050,6.71,2.48,2.42
2051,4.82,2.04,3.12
2052,3.46,1.68,4.01
2053,7.22,2.59,2.28
2054,3.19,1.6,4.28
2055,23.8,5.23,0.914
2056,5.48,2.2,2.83
2057,7.27,2.6,2.27
2058,2.48,1.38,5.19
2059,20.2,2.36,8.44
2060,40.0,2.23,19.8
2061,7.13,2.57,2.31
2062,7.9,2.73,2.13
2063,7.08,2.56,2.32
2064,7.9,2.73,2.13
2065,8.2,2.79,2.07
2066,4.74,2.02,3.16
2067,4.74,2.02,3.16
2068,4.9,2.06,3.08
2069,2.15,1.27,5.77
2070,3.53,1.7,3.95
2071,24.6,1.94,18.5
2072,11.4,2.36,4.77
2073,42.1,2.83,10.2
2074,5.1,2.11,2.98
2075,2.89,1.51,4.61
2076,27.0,5.63,0.831
2077,2.1,1.25,5.91
2078,4.04,1.84,3.56
2079,2.96,1.53,4.54
2080,4.16,1.87,3.5
2081,3.09,1.57,4.39
2082,3.78,1.77,3.75
2083,2.27,1.31,5.55
2084,30.8,6.09,0.749
2085,20.9,4.84,1.01
2086,6.66,2.47,2.43
2087,3.78,1.77,3.75
2088,13.9,5.34,0.494
2089,12.15,4.07,0.98
2090,8.05,2.76,2.1
2091,22.9,5.11,0.943
2092,60.2,9.03,0.449
2093,74.5,10.24,0.381
2094,15.8,4.11,1.25
2095,5.14,2.12,2.96
2096,5.22,2.14,2.93
2097,12.3,3.55,1.51
2098,7.75,2.7,2.16
2099,4.38,1.93,3.35
2100,1.92,1.21,5.96
2101,4.3,2.37,1.77
2102,17.2,2.42,6.67
2103,9.32,3.01,1.88
2104,2.73,1.46,4.82
2105,76.8,10.42,0.373
2106,1.55,1.14,5.75
2107,8.7,2.89,1.98
2108,1.55,1.14,5.75
2109,4.42,1.94,3.33
2110,13.8,3.79,1.39
2111,12.3,3.54,1.52
2112,4.66,2.0,3.2
2113,8.5,2.85,2.02
2114,1.51,1.13,5.75
2115,1.92,1.21,5.96
2116,4.13,1.6,3.75
2117,6.75,1.53,7.04
2118,6.74,2.74,1.22
2119,6.93,2.67,1.38
2120,187.5197,15.872,0.27
2121,8.15,2.781,2.08
2122,37.9,6.88,0.64
2123,6.3,2.39,2.54
2124,5.35,2.17,2.88
2125,2.24,1.3,5.6
2126,3.46,1.68,4.01
2127,5.1,2.11,2.98
2128,2.45,1.37,5.24
2129,4.5,1.96,3.28
2130,9.53,3.05,1.85
2131,5.39,2.18,2.86
2132,4.1,3.49,0.53
2133,6.0,7.16,0.09
2134,5.9,3.72,0.62
2135,10.9,3.47,1.43
2136,5.14,2.12,2.96
2137,7.04,2.55,2.33
2138,2.18,1.28,5.71
2139,6.48,2.43,2.48
2141,3.12,1.58,4.35
2142,6.04,2.332,2.62
2143,0.399,0.78,4.62
2144,10.4,3.21,1.73
2145,8.7,2.89,1.98
2146,0.64,0.89,4.99
2147,1.96716,1.121,5.26
2148,0.721,0.92,5.09
2149,3.46,1.68,4.01
2150,2.76,1.47,4.77
2151,2.18,1.28,5.71
2152,1.81,1.19,5.9
2153,10.2,3.17,1.76
2154,2.63,1.43,4.94
2155,3.97,1.82,3.62
2156,3.97,1.82,3.62
2157,2.54,1.4,5.09
2158,1.87,1.2,5.95
2159,5.9,2.3,2.66
2160,136.661,10.761,0.603
2161,3.86,1.79,3.7
2162,8.85,2.92,1.95
2163,3.86,1.79,3.7
2164,35.7,6.64,0.67
2165,11.4,3.39,1.61
2166,6.48,2.43,2.48
2167,3.33,1.64,4.15
2168,1.98,1.22,5.99
2170,4.78,2.03,3.14
2171,2.79,1.48,4.73
2172,9.59,3.06,1.84
2173,638.8383,15.244,1.1
2174,5.77,2.27,2.71
2175,2.96,1.53,4.54
2176,5.14,2.12,2.96
2177,3.5,1.69,3.98
2178,6.71,2.48,2.42
2179,2.42,1.36,5.29
2180,1.46,1.12,5.71
2181,2.13,1.26,5.85
2182,3.75,1.76,3.78
2183,4.7,2.01,3.18
2184,4.31,1.91,3.4
2185,8.3,2.81,2.06
2186,6.62,2.46,2.44
2187,3.26,1.62,4.21
2188,9.64,3.07,1.83
2189,3209.9,11.77,11.0
2190,9.8,3.1,1.81
2191,6.9,2.52,2.37
2192,1797.84225,12.8,4.71
2193,1740.73691,12.8,4.56
2194,7469.38301,12.0,23.8
2195,2172.35017,12.7,5.83
2196,858.1,13.2,2.05
2197,8433.90298,11.9,27.5
2198,7180.5416,12.0,22.8
2199,740.5439,13.3,1.73
2200,534.25,13.5,1.19
2201,622.603,13.4,1.42
2202,66.6,9.58,0.416
2203,127.76702,14.1,0.25
2204,476.74261,13.6,1.04
2205,216.1244,14.0,0.433
2206,31.46517,6.16,0.74
2207,3.6,1.72,3.89
2208,645.1949,13.4,1.47
2209,2801.89869,12.5,7.88
2210,470.3884,13.6,1.03
2211,143.0235,14.3,0.269
2212,7.25,2.16,3.97
2213,4073.50239,12.3,12.0
2214,4259.27322,12.3,12.6
2215,1144.188,13.0,2.86
2216,3941.092,12.4,11.4
2217,1705.47518,12.8,4.47
2218,2565.90908,12.6,7.05
2219,324.1866,13.8,0.678
2220,670.6213,13.4,1.53
2221,34.9613,7.398,0.471
2222,2653.8805,12.6,7.29
2223,17.98,4.43,1.14
2224,352.7913,13.7,0.754
2225,1195.0408,13.0,2.99
2226,1166.4361,13.0,2.92
2227,117.59,13.4,0.269
2228,3.53853,1.7,3.96
2229,4230.46976,12.3,12.5
2230,4.2,1.88,3.47
2231,7.1,2.56,2.33
2232,8.7,2.89,1.98
2233,7.8,1.35,17.4
2234,19.2,3.228,3.14
2235,222.472,14.0,0.446
2236,578.426,13.4,1.32
2237,400.4658,13.7,0.856
2238,1589.0,12.9,4.07
2239,400.4658,13.7,0.856
2240,1096.5135,13.1,2.68
2241,3378.5329,12.4,9.74
2242,42.44,3.89,3.98
2243,2108.25626,12.7,5.66
2244,13.6,3.76,1.41
2245,1188.6842,13.0,2.97
2246,403.6441,13.7,0.863
2247,6661.7168,12.1,20.7
2248,227.88411,14.0,0.456
2249,8.9,2.93,1.94
2250,3.5,1.69,3.98
2251,12.7,3.61,1.48
2252,362.3262,13.7,0.774
2253,6674.04272,12.1,20.7
2254,794.575,13.3,1.86
2255,8.3,2.12,4.8
2256,624.21812,13.4,1.43
2257,2665.27978,12.6,7.32
2258,740.5439,13.3,1.73
2259,139.8452,14.3,0.263
2260,308.29355,13.8,0.645
2261,22.2481,5.02,0.966
2262,390.9309,13.7,0.835
2263,1808.4527,12.8,4.74
2264,2606.1,12.6,7.16
2265,12.9,3.64,1.47
2266,629.3034,13.4,1.44
2267,495.8148,13.5,1.11
2268,851.7844,13.2,2.04
2269,616.58711,13.4,1.41
2270,12.7132,2.466,4.17
2271,114.4188,13.2,0.273
2272,1239.537,13.0,3.1
2273,416.3573,13.6,0.91
2274,187.5197,14.1,0.368
2275,20.59095,4.8,1.02
2276,9501.75953,11.9,31.0
2277,7627.88177,12.0,24.3
2278,263.79758,13.9,0.54
2279,12.7,3.61,1.48
2280,2547.568,12.6,7.0
2281,8.1,2.77,2.09
2282,48.4,7.94,0.531
2283,6.83,2.507,2.38
2284,7.08,2.56,2.32
2285,14.9,3.96,1.32
2286,26.0,5.51,0.854
2287,74.0,10.2,0.383
2288,14.4,3.89,1.34
2289,22.9,5.11,0.943
2290,451.0,13.6,0.985
2291,4780.1632,12.2,14.5
2292,8.62,2.87,2.0
2293,12.44,3.57,1.5
2294,2625.12713,12.6,7.21
2295,2151.6473,12.7,5.77
2296,6.3566,2.4,2.53
2297,130.0,14.2,0.249
2298,167.4,14.2,0.321
2299,162.09249,14.2,0.311
2300,2917.56,12.5,8.21
2301,1021.18779,22.754,0.48
2302,136.03124,14.3,0.256
2303,249.17872,13.9,0.51
2304,2860.47,16.814,3.31
2305,1933.66969,12.7,5.19
2306,72.4,10.07,0.39
2307,4309.24472,12.3,12.7
2308,497.95749,13.5,1.11
2309,2430.61722,12.6,6.68
2310,2860.0,12.5,8.05
2311,18.8,4.55,1.1
2312,762.792,13.3,1.78
2313,7945.71018,22.418,3.88
2314,568.91285,13.5,1.27
2315,7300.0,12.0,23.2
2316,6515.515,12.1,20.2
2317,667.415,13.4,1.52
2318,2621.63107,12.6,7.2
2319,225.65817,14.0,0.452
2320,667.09663,13.4,1.52
2321,346.4347,13.7,0.74
2323,6410.69721,12.1,19.9
2324,20.0,2.74,5.3
2325,9.9,3.12,1.79
2326,6399.22435,12.1,19.8
2327,6991.57,11.777,23.5
2328,9534.9,12.442,27.2
2329,1026.5909,13.1,2.51
2330,721.4741,13.3,1.69
2331,5.0,2.085,3.03
2332,4.42,1.939,3.33
2333,5.32,2.164,2.88
2334,2000.0,13.0,5.0
2335,3000.0,13.0,7.5
2336,3000.0,13.0,7.5
2337,3178.3,13.115,7.74
2338,1875.197,12.8,4.91
2339,1430.235,12.9,3.66
2340,2002.329,12.7,5.37
2341,27.0,3.84,2.6
2342,21.8,3.88,2.04
2343,4.66,2.0,3.2
2344,2.24,1.3,5.6
2345,3.86,1.79,3.7
2346,30.0,3.59,3.56
2347,266.9772,15.98,0.35
2348,59.4,5.33,2.22
2349,44.4,7.55,0.567
2350,16.7,2.56,5.2
2351,5.29,1.82,4.8
2352,11.3,3.37,1.62
2353,410.0007,12.14,1.97
2354,638.8351,10.447,3.08
2355,266.9772,12.06,0.82
2356,0.257,0.69,4.3
2357,4.78,2.03,3.14
2358,4.9,2.06,3.08
2359,6.99,2.54,2.34
2360,6.94,2.53,2.35
2361,6.04,2.33,2.62
2362,4.7,2.01,3.18
2363,44.1,7.52,0.57
2364,1.65,1.16,5.81
2365,8.05,2.76,2.1
2366,8.75,2.9,1.97
2367,5.39,2.18,2.86
2368,4.54,1.97,3.26
2369,52.9,8.37,0.496
2370,2.6,1.42,4.99
2371,1.12,1.04,5.47
2372,4.23,1.89,3.44
2373,2.1,1.25,5.91
2374,6.3,1.5,7.7
2375,155.7367,14.572,0.277
2376,2.36,1.34,5.39
2377,3.2,1.603,4.27
2378,4.67,2.003,3.19
2379,3.64,1.73,3.86
2380,0.937,0.99,5.31
2381,8.8,2.91,1.96
2382,2.7,1.45,4.87
2384,3.1,1.51,4.9
2385,6.31,2.299,2.8
2386,7.92,2.39,3.1
2387,12.97,3.39,1.8
2388,1.63,2.904,0.4
2389,4.32,3.013,0.9
2390,123.00021,9.11,0.91
2391,20.7,4.81,1.02
2392,295.58042,13.563,0.66
2393,5.08,1.51,8.2
2395,5.77,2.05,3.69
2396,7.49,2.19,3.92
2397,0.315,0.73,4.45
2398,2.33,1.33,5.44
2399,3.64,1.73,3.86
2400,3.33,1.64,4.15
2401,3.33,1.64,4.15
2402,6.71,2.48,2.42
2403,4.66,2.0,3.2
2404,2.83,1.49,4.7
2405,5.86,2.29,2.68
2406,4.66,2.0,3.2
2407,4.62,1.99,3.22
2408,4.94,2.07,3.06
2409,3.89,1.8,3.67
2410,7.27,2.6,2.27
2411,4.27,1.9,3.42
2412,1.37,1.1,5.66
2413,0.972,1.0,5.34
2414,7.46,2.64,2.23
2415,2.18,1.28,5.71
2416,5.73,2.26,2.73
2417,4.74,2.02,3.16
2418,6.99,2.54,2.34
2419,10.2,3.178,1.75
2420,31.1,6.117,0.747
2421,2.67,1.44,4.91
2422,6.65,2.466,2.44
2423,10.6,3.249,1.7
2424,2.17,1.274,5.76
2425,3.03,1.554,4.44
2426,7.5,2.648,2.22
2427,5.43,2.19,2.84
2428,5.75,2.264,2.72
2429,7.6,2.668,2.2
2430,6.54,1.71,7.1
2431,11.26782,3.3,1.72
2432,0.29013,0.705,4.55
2433,8.9,2.93,2.03
2434,3.42,1.666,4.06
2435,10.4,3.206,1.73
2436,3.22,1.608,4.25
2437,7.27,2.6,2.27
2438,4.81,2.038,3.12
2439,2.83,1.491,4.69
2440,5.13,2.116,2.97
2441,12.4,3.558,1.51
2442,6.86,2.513,2.38
2443,8.92,2.37,4.11
2444,7.51,2.65,2.22
2445,11.44182,2.52,5.6
2446,8.45,2.84,2.03
2447,20.0,2.69,5.6
2448,1.37,1.1,5.66
2449,5.9,2.3,2.66
2450,5.9,2.3,2.66
2451,2.76,1.47,4.77
2452,1.6,1.15,5.78
2453,6.3,2.39,2.54
2454,10.2,3.172,1.76
2455,1.87,1.2,5.95
2456,2.54,1.4,5.09
2457,6.35,2.4,2.52
2458,4.27,1.9,3.42
2459,2.39,1.35,5.34
2460,8.4,2.83,2.04
2461,2.92,1.52,4.57
2462,6.8,2.5,2.39
2463,32.4,7.0,0.334
2464,10.8,4.1,0.94
2465,10.0,1.11,51.4
2466,2.41,1.357,5.3
2467,1.34,1.093,5.64
2468,3.12,1.579,4.36
2469,2.92,1.52,4.57
2470,14.8,3.95,1.32
2471,12.9,3.642,1.47
2472,9.96,3.13,1.78
2473,7.16,2.576,2.3
2474,12.6,3.6,1.48
2475,7.08,2.56,2.32
2476,16.3,4.189,1.22
2477,2.61,1.423,4.98
2478,6.52,2.438,2.47
2479,6.9,1.73,7.2
2480,12.4,2.85,2.9
2481,2.43,1.364,5.26
2482,2.54,1.4,5.09
2483,10.8,3.286,1.67
2484,5.91,2.302,2.66
2485,2.45,1.371,5.23
2486,9.51,3.046,1.85
2487,4.64,1.996,3.21
2488,8.22,2.795,2.07
2489,7.3,2.606,2.27
2490,3.46,1.679,4.02
2491,0.586,0.869,4.92
2492,4.04,1.84,2.7
2493,6.76,2.49,5.4
2494,0.566,0.86,4.89
2495,2.24,1.3,5.6
2496,7.51,2.65,2.22
2497,2.9,1.514,4.59
2498,6.48,2.43,2.48
2499,5.16,2.124,2.96
2500,8.0,1.75,8.2
2501,12.5,3.579,1.5
2502,7.13,2.569,2.31
2503,2.38,1.348,5.34
2504,2.66,1.438,4.91
2505,7.16,2.576,2.3
2507,6.3,2.39,2.54
2508,3.46,1.679,4.02
2509,6.3,2.39,2.54
2510,0.64,0.89,4.99
2511,2.86,1.5,4.66
2512,3.05,1.56,4.41
2513,6.39,2.41,2.51
2514,12.0,3.49,1.55
2515,2.99,1.54,4.5
2516,3.41,1.666,4.06
2517,1.92,1.21,5.96
2518,2.49,1.0,8.9
2519,21.3,2.03,12.8
2520,4.5,1.96,3.28
2521,6.8,2.5,2.39
2522,126.49634,11.209,0.405
2523,11.26,1.343,26.26
2524,12.81,1.281,33.91
2525,21.14,2.358,8.85
2526,433.20012,16.197,0.562
2527,273.3338,14.572,0.56
2528,1.37,1.1,5.66
2529,0.972,1.0,5.34
2530,1.37,1.1,5.66
2531,19.0,5.4,0.64
2532,15.4,7.5,0.2
2533,4.66,2.0,3.2
2534,3.89,1.8,3.67
2535,7.04,2.55,2.33
2536,6.99,2.54,2.34
2537,5.35,2.17,2.88
2538,4.7,2.01,3.18
2539,3.71,1.75,3.8
2540,17.4,4.34,1.17
2541,12.0,3.49,1.55
2542,5.14,2.12,2.96
2543,5.43,2.19,2.84
2544,7.13,2.57,2.31
2545,8.2,2.79,2.07
2546,24.5,3.44,3.31
2547,6.53,2.44,2.47
2548,6.12,2.35,2.59
2549,3.68,1.74,3.84
2551,3.29,1.63,4.17
2552,5.43,2.19,2.84
2553,8.75,2.9,1.97
2554,7.41,2.63,2.24
2555,0.498,0.83,4.79
2556,9.27,3.0,1.89
2557,5.99,2.32,2.64
2558,7.61,2.67,2.2
2559,451.3186,17.396,0.5
2560,59.75174,9.528,0.38
2561,14.8,2.41,5.7
2562,5.61,2.231,2.78
2563,14.3,2.73,2.21
2564,2.86,1.5,4.66
2565,7.7,2.69,2.17
2566,2.83,1.49,4.7
2567,2.33,1.33,5.44
2568,5.6,2.23,2.77
2569,3.09,1.57,4.39
2570,30.9,4.48,1.87
2571,2.48,1.38,5.19
2572,9.01,2.95,1.93
2573,41.8,7.28,0.595
2574,9.96,3.13,1.78
2575,9.53,3.05,1.85
2576,4.98,2.08,3.04
2577,6.08,2.34,2.61
2578,5.52,2.21,2.81
2579,13.7,3.77,1.4
2580,4.94,2.07,3.06
2581,9.17,2.98,1.9
2582,1.92,1.21,5.96
2583,5.99,2.32,2.64
2584,37.1,7.5,0.48
2585,50.9,8.18,0.511
2586,6.8,2.5,2.39
2587,12.2,3.52,1.54
2588,8.15,2.78,2.08
2589,9.68,2.59,3.07
2590,15.68,3.53,1.95
2593,5.06,2.1,3.0
2594,100.11645,9.494,0.643
2595,4.27,1.9,3.42
2596,61.0,9.1,0.445
2597,232.0159,13.339,0.53
2598,10.9,3.06,4.1
2599,246.00042,11.276,1.01
2600,6.49,1.589,8.84
2601,24.5,2.63,7.4
2602,6.57,2.45,2.45
2603,3.39,1.66,4.07
2604,106.47305,10.054,0.612
2605,6.48,1.98,3.7
2606,2.14,1.56,2.98
2607,2.80007,1.53,5.62
2608,184.02357,11.646,0.64
2609,70.6,9.916,0.398
2610,563.83042,11.882,1.85
2611,0.809,0.95,5.18
2612,2.33,1.33,5.44
2613,4.01,1.83,3.6
2614,8.91,2.93,1.95
2615,3.39,1.66,4.07
2616,8.2,2.79,2.07
2617,15.0,5.299,0.55
2618,8.1,3.134,1.43
2619,6.7,3.484,0.87
2620,2.1,1.212,6.3
2621,7.37,2.62,2.25
2622,4.46,1.95,3.31
2623,4.35,1.92,3.38
2624,5.06,2.1,3.0
2625,6.48,2.43,2.48
2626,5.48,2.2,2.83
2627,5.82,2.28,2.7
2628,82.6358,8.676,0.694
2630,8.1,2.77,2.09
2631,3.86,1.79,3.7
2632,7.85,2.72,2.14
2633,5.48,2.2,2.83
2634,31.6,6.18,0.736
2635,27.2,5.65,0.829
2636,5.52,2.21,2.81
2637,1.98,1.22,5.99
2638,7.37,2.62,2.25
2639,1.08,1.03,5.43
2640,4.35,1.92,3.38
2641,539.67534,13.75,0.94
2642,11.2,3.36,1.62
2643,10.4,3.21,1.73
2644,4.78,2.03,3.14
2645,3.36,1.65,4.11
2646,4.74,2.02,3.16
2647,3.15,1.59,4.31
2648,5.1,2.11,2.98
2649,5.73,2.26,2.73
2650,6.39,2.41,2.51
2651,10.7,3.26,1.7
2652,7.61,2.67,2.2
2653,2.48,1.38,5.19
2654,2.3,1.32,5.5
2655,4.38,1.93,3.35
2656,2.99,1.54,4.5
2657,7.95,2.74,2.12
2658,6.99,2.54,2.34
2659,2.45,1.37,5.24
2660,4.35,1.92,3.38
2661,5.6,2.23,2.77
2662,26.3,5.55,0.845
2663,3.05,1.56,4.41
2664,5.69,2.25,2.74
2665,5.86,2.29,2.68
2666,13.4,3.72,1.43
2667,7.65,2.68,2.18
2668,3.9,1.43,7.2
2669,7.8,3.12,1.3
2670,8.78,2.906,1.97
2671,6.16,2.359,2.58
2672,6.41,2.413,2.51
2673,2.34,1.332,5.44
2674,2.42,1.361,5.27
2675,4.45,1.948,3.31
2676,2.28,1.313,5.53
2677,3.22,1.61,4.24
2678,8.0,2.75,2.11
2679,7.9,2.73,2.13
2680,10.4,3.207,1.73
2682,8.98,2.945,1.93
2683,4.9,2.061,3.08
2684,3.16,1.593,4.3
2685,5.53,2.213,2.8
2686,5.66,2.243,2.76
2687,3.66,1.736,3.84
2688,3.51,1.693,3.97
2689,8.65,2.88,1.99
2690,5.4,2.181,2.86
2691,7.3,1.54,11.0
2692,8.3,2.29,3.8
2693,7.89,2.729,2.13
2694,1.26,1.075,5.57
2695,4.66,2.0,3.2
2696,3.5,1.689,3.99
2697,4.95,2.072,3.06
2698,3.07,1.564,4.41
2699,1.26,1.076,5.56
2700,1.82,1.191,5.92
2701,2.52,1.392,5.13
2702,2.37,1.345,5.35
2703,5.57,2.222,2.79
2704,2.98,1.539,4.49
2705,5.99,2.32,2.64
2706,42.2,7.322,0.591
2707,13.0,3.66,1.46
2708,5.41,2.184,2.85
2709,4.82,2.04,3.12
2710,28.6047,6.277,0.5
2711,19.6,4.662,1.06
2712,2.45,1.371,5.22
2713,4.08,1.85,3.54
2714,6.13,2.352,2.59
2715,3.51,1.692,3.98
2716,7.26,2.597,2.28
2717,11.4,3.395,1.6
2718,3.12,1.579,4.35
2719,9.93,3.124,1.79
2720,6.42,2.417,2.5
2721,5.79,2.274,2.71
2722,22.8,5.098,0.946
2723,30.5,6.049,0.757
2724,5.06,2.1,3.0
2725,1.67,1.163,5.83
2726,5.74,2.262,2.73
2727,7.65,2.678,2.19
2728,24.6,5.333,0.891
2729,6.94,2.53,2.35
2730,18.9,4.569,1.09
2731,19.2,4.602,1.08
2732,2.19,1.283,5.7
2733,2.42,1.36,5.29
2734,3.45,1.677,4.02
2735,6.72,2.482,2.42
2736,0.937,0.99,5.31
2737,5.13,2.116,2.98
2738,0.363,0.76,4.55
2739,2.05,1.233,6.01
2740,1.98,1.219,6.01
2741,4.38,1.929,3.35
2742,5.27,2.15,2.91
2743,18.5,4.51,1.11
2744,6.44,2.42,2.5
2745,6.5,2.433,2.48
2746,36.4,6.71,0.662
2747,4.86,2.05,3.1
2748,4.23,1.89,3.44
2749,5.65,2.24,2.76
2750,4.38,1.93,3.35
2751,4.31,1.91,3.4
2752,5.73,2.26,2.73
2753,3.15,1.59,4.31
2754,45700.0,18.0,43.1
2755,7.27,2.6,2.27
2756,1.6,1.15,5.78
2757,14.0,3.82,1.38
2758,5.06,2.1,3.0
2759,7.65,2.68,2.18
2760,3.26,1.62,4.21
2761,3.57,1.71,3.92
2762,6.39,2.41,2.51
2763,5.9,2.3,2.66
2764,6.8,2.5,2.39
2765,135.39558,7.656,1.7
2766,6.71,2.48,2.42
2767,5.22,2.14,2.93
2768,5.22,2.14,2.93
2769,10.5,3.22,1.73
2770,14.5,3.9,1.34
2771,4.94,2.07,3.06
2772,3.12,1.58,4.35
2773,21.3,2.49,7.8
2774,3.12,1.58,4.35
2775,5.99,2.32,2.64
2776,7.61,2.67,2.2
2777,8.7,2.89,1.98
2778,5.27,2.15,2.91
2779,1.28,1.08,5.58
2780,1.65,1.16,5.81
2781,1.01,1.01,5.39
2782,2.21,1.29,5.66
2783,6.57,2.45,2.45
2784,5.95,2.31,2.65
2785,7.61,2.67,2.2
2786,8.1,2.77,2.09
2788,15.4,4.05,1.27
2789,12.5,3.58,1.5
2790,6.39,2.41,2.51
2791,4.7,2.01,3.18
2792,2.76,1.47,4.77
2793,7.04,2.552,2.33
2794,4.54,1.97,3.26
2795,2.08,1.244,5.94
2796,2.8,1.483,4.72
2797,6.39,2.41,2.51
2798,4.78,2.03,3.14
2799,1.87,1.2,5.95
2800,4.5,1.96,3.28
2801,44.9,7.6,0.562
2802,2.04,1.23,6.02
2803,0.17,0.615,4.02
2804,5.69,2.25,2.74
2805,7.27,2.6,2.27
2806,2.24,1.3,5.6
