,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
1460,5550.0,0.88,0.95,4.56
1461,5550.0,0.88,0.95,4.56
1462,3400.0,0.45,0.45,4.5
1463,5640.0,1.06,1.06,4.41
1464,3901.0,0.6,0.63,4.69
1465,3901.0,0.6,0.63,4.69
1466,6000.0,2.31,1.54,3.9
1467,4850.0,0.73,0.78,4.6
1468,4850.0,0.73,0.78,4.6
1469,4850.0,0.73,0.78,4.6
1470,5325.0,0.87,0.85,4.49
1471,5325.0,0.87,0.85,4.49
1472,5281.0,0.86,0.91,4.53
1473,6202.0,1.44,1.31,4.24
1474,6040.0,1.16,1.1,4.26
1475,6040.0,1.16,1.1,4.26
1476,6060.0,1.11,1.18,4.42
1477,5975.0,1.5,1.25,4.18
1478,5725.0,1.39,1.09,4.19
1479,3269.0,0.3,0.28,4.92
1480,5859.0,1.54,1.24,4.16
1481,5772.0,1.47,1.18,4.17
1482,3913.0,0.62,0.64,4.68
1483,3660.0,0.51,0.53,4.75
1484,5321.0,0.79,0.87,4.58
1485,5950.0,1.3,1.2,4.29
1486,3870.0,0.6,0.63,4.67
1487,5810.0,1.23,1.08,4.29
1488,5706.0,1.42,1.19,4.21
1489,6532.0,1.83,1.45,4.07
1490,5609.0,0.95,1.02,4.49
1491,3388.8,0.37,0.39,4.9
1492,5760.0,1.67,1.12,4.05
1493,5691.0,1.07,0.94,4.35
1494,5910.0,1.27,1.14,4.29
1495,5721.0,1.23,0.98,4.25
1496,6280.0,1.25,1.12,4.3
1497,5764.0,1.07,1.06,4.4
1498,4031.0,0.36,0.16,4.58
1499,3506.0,0.38,0.39,4.87
1500,3506.0,0.38,0.39,4.87
1501,3506.0,0.38,0.39,4.87
1502,3514.0,0.4,0.39,4.83
1503,4800.0,4.1,1.19,3.29
1504,5760.0,1.73,1.15,4.02
1505,5936.0,1.48,1.22,4.18
1506,5771.0,1.09,1.06,4.38
1507,6095.0,1.87,1.41,4.04
1508,5611.0,1.69,1.13,4.04
1509,5846.29,1.25,1.06,4.27
1510,5096.0,0.79,0.85,4.58
1511,5096.0,0.79,0.85,4.58
1512,5875.0,0.88,1.04,4.56
1513,3333.0,0.27,0.25,4.97
1514,4072.0,0.65,0.64,4.62
1515,5607.0,1.75,1.13,4.0
1516,4099.0,0.68,0.65,4.59
1517,3100.0,0.2,0.16,5.04
1518,3212.0,0.21,0.18,5.04
1519,5306.0,0.89,0.95,4.52
1520,4780.0,3.22,1.32,3.5
1521,3491.0,0.46,0.45,4.77
1522,5534.0,0.94,0.99,4.62
1523,3430.0,0.31,0.33,4.97
1524,6248.0,1.57,1.34,4.17
1525,6101.0,1.56,1.3,4.16
1526,5144.0,0.79,0.82,4.55
1527,5144.0,0.79,0.82,4.55
1528,5298.0,0.86,0.83,4.37
1529,5634.0,1.04,1.03,4.42
1530,5966.0,1.25,1.08,4.28
1531,5966.0,2.9,1.53,3.7
1532,5695.0,1.64,1.11,4.06
1533,5026.0,0.75,0.77,4.66
1534,5026.0,0.75,0.77,4.66
1535,5673.0,1.41,1.12,4.19
1536,3342.0,0.34,0.34,4.91
1537,6540.0,1.7,1.45,4.14
1538,3800.0,0.53,0.54,4.5
1539,5200.0,0.77,0.82,4.45
1540,5200.0,0.77,0.82,4.45
1541,5200.0,0.77,0.82,4.45
1542,3383.0,0.35,0.35,4.89
1543,5185.0,0.79,0.83,4.6
1544,6250.0,1.21,1.13,4.3
1545,5880.0,1.56,1.32,4.17
1546,6394.0,1.32,1.32,4.32
1547,5814.0,1.08,1.07,4.4
1548,3841.0,0.61,0.63,4.67
1549,5752.0,0.94,0.99,4.58
1550,6230.0,2.02,1.46,4.1
1551,5734.0,1.51,1.04,4.24
1552,4757.0,0.68,0.75,4.65
1553,5991.0,2.17,1.51,3.94
1554,4316.0,0.65,0.65,4.45
1555,4316.0,0.65,0.65,4.45
1556,4316.0,0.65,0.65,4.45
1557,4316.0,0.65,0.65,4.45
1558,4316.0,0.65,0.65,4.45
1559,4316.0,0.65,0.65,4.45
1560,4065.0,0.6,0.61,4.65
1561,3985.0,0.55,0.58,4.7
1562,3985.0,0.55,0.58,4.7
1563,3985.0,0.55,0.58,4.7
1564,3980.0,0.62,0.65,4.66
1565,5645.0,1.78,1.13,3.99
1566,5665.0,0.97,0.98,4.46
1567,3185.0,0.28,0.26,4.96
1568,3690.0,0.52,0.51,4.73
1569,5066.4,0.82,0.84,4.53
1570,5066.4,0.82,0.84,4.53
1571,3499.0,0.46,0.49,4.8
1572,5880.0,1.29,1.15,4.28
1573,3434.0,0.49,0.5,4.85
1574,6170.0,1.32,1.21,4.29
1575,6170.0,1.32,1.21,4.29
1576,5542.3,1.07,1.0,4.28
1577,3550.0,0.45,0.5,4.83
1578,6495.0,1.65,1.44,4.19
1579,5948.0,2.19,1.52,3.94
1580,5404.0,1.17,0.95,4.28
1581,7300.0,1.95,1.79,4.1
1582,6520.0,1.14,1.14,4.25
1583,6255.0,1.53,1.35,4.13
1584,5597.0,1.05,0.95,4.37
1585,3496.0,0.34,0.34,5.0
1586,3496.0,0.34,0.34,5.0
1587,3185.0,0.28,0.25,4.95
1588,5430.0,0.91,0.93,4.49
1589,5430.0,0.91,0.93,4.49
1590,3330.0,0.31,0.29,4.92
1591,7690.0,1.92,1.9,4.15
1592,5840.0,1.02,0.98,4.41
1593,4266.0,0.66,0.59,4.73
1594,6050.0,1.33,1.13,4.0
1595,6274.0,1.93,1.46,4.03
1596,5397.0,0.9,0.97,4.48
1597,5889.0,1.41,1.44,4.39
1598,5603.0,1.66,1.17,4.05
1599,5225.0,1.01,0.89,4.24
1600,5225.0,1.01,0.89,4.24
1601,3799.0,0.57,0.54,4.68
1602,4985.0,0.79,0.85,4.55
1603,4985.0,0.79,0.85,4.55
1604,5300.0,0.92,0.96,4.55
1605,3600.0,0.42,0.45,4.85
1606,3600.0,0.42,0.45,4.85
1607,4227.0,0.67,0.68,4.57
1608,4227.0,0.67,0.68,4.57
1609,4227.0,0.67,0.68,4.57
1610,4775.0,0.71,0.74,4.61
1611,5320.0,0.85,0.86,4.52
1612,5320.0,0.85,0.86,4.52
1613,5320.0,0.85,0.86,4.52
1614,5151.0,0.86,0.87,4.4
1615,5151.0,0.86,0.87,4.4
1616,5151.0,0.86,0.87,4.4
1617,5151.0,0.86,0.87,4.4
1618,3997.0,0.62,0.63,4.64
1619,3553.0,0.48,0.49,4.77
1620,3072.0,0.56,0.17,4.44
1621,3403.0,0.33,0.31,4.88
1622,3476.0,0.51,0.51,4.8
1623,5990.0,1.75,1.19,3.9
1624,5770.0,0.97,1.02,4.47
1625,5770.0,0.97,1.02,4.47
1626,5770.0,0.97,1.02,4.47
1627,5770.0,0.97,1.02,4.47
1628,5770.0,0.97,1.02,4.47
1629,5770.0,0.97,1.02,4.47
1630,4250.0,0.69,0.68,4.6
1631,4250.0,0.69,0.68,4.6
1632,6311.0,1.81,1.35,4.05
1633,3875.0,0.58,0.6,4.69
1634,4734.0,0.73,0.75,4.6
1635,4734.0,0.73,0.75,4.6
1636,5328.0,0.84,0.94,4.55
1637,5328.0,0.84,0.94,4.55
1638,5988.0,1.82,1.32,3.93
1639,5788.0,1.09,1.03,4.38
1640,6050.0,1.38,1.24,4.25
1641,5805.0,1.42,0.59,4.15
1642,4620.0,1.17,1.04,4.5
1646,3071.0,0.21,0.18,5.04
1647,3646.0,0.56,0.56,4.68
1648,3192.0,0.2,0.17,5.05
1649,3904.0,0.19,0.44,5.08
1651,3850.0,1.07,0.87,4.07
1652,4309.0,0.7,0.72,4.61
1653,5738.0,1.32,1.03,4.21
1654,6387.0,1.56,1.41,4.2
1655,5052.0,0.72,0.82,4.64
1656,5747.0,1.08,1.13,4.43
1657,5215.0,0.85,0.9,4.53
1658,6007.0,1.27,1.15,4.29
1659,4645.0,0.78,0.74,4.53
1660,6124.0,1.25,1.16,4.3
1661,5013.0,0.8,0.84,4.55
1662,2900.0,0.14,0.12,5.16
1663,5300.0,0.83,0.94,4.51
1664,5300.0,0.83,0.94,4.51
1665,6174.0,1.15,1.24,4.41
1673,4400.0,0.59,0.69,4.63
1674,5629.0,1.0,0.94,4.41
1675,6407.0,1.73,1.53,4.14
1676,3972.0,1.06,0.76,3.68
1677,3972.0,1.26,0.76,3.68
1678,2375.0,0.23,0.02,4.25
1679,6933.0,1.53,1.52,4.24
1680,6050.0,1.74,1.17,4.09
1681,6325.0,1.64,1.33,4.17
1682,5924.0,1.14,1.14,4.14
1683,6210.0,1.32,1.3,4.31
1684,4790.0,0.77,0.78,4.55
1685,5040.0,0.83,0.82,4.54
1686,5950.0,1.17,1.14,4.18
1773,32780.0,0.15,0.46,5.74
1774,32780.0,0.15,0.46,5.74
1775,40000.0,0.19,0.42,5.5
1778,6330.0,1.38,1.34,4.37
1779,5241.0,0.98,0.89,4.41
1780,4730.0,0.75,0.77,4.7
1781,4987.0,0.74,0.66,4.52
1782,5143.0,0.84,0.75,4.5
1783,5600.0,0.93,1.02,4.45
1784,5321.0,0.86,0.91,4.48
1785,5820.0,1.64,1.26,4.09
1786,6057.0,1.24,1.01,4.04
1787,4660.0,0.86,0.72,4.63
1788,5980.0,1.78,1.47,3.8
1789,6478.0,1.7,1.64,4.2
1790,5610.0,1.39,1.0,4.16
1791,5650.0,1.34,1.02,4.0
1792,5550.0,1.21,1.0,4.35
1793,5600.0,0.95,0.99,4.4
1794,5187.0,0.84,0.9,4.2
1795,5819.0,1.79,1.3,4.04
1796,5690.0,1.59,1.02,4.04
1797,5050.0,0.83,0.86,4.5
1798,4600.0,0.7,0.7,4.59
1799,3916.0,0.57,0.62,4.71
1800,6165.0,1.22,1.14,4.3
1801,5725.0,0.89,0.96,4.57
1802,5780.0,0.99,1.01,4.44
1803,4200.0,21.02,1.37,1.8
1804,4284.0,39.59,9.06,2.2
1834,7800.0,1.92,1.75,4.1
1835,7490.0,2.08,1.9,4.11
1836,5000.0,0.82,0.87,4.96
1839,5443.0,0.95,0.77,4.35
1840,3331.0,0.37,0.4,4.9
1841,3331.0,0.37,0.4,4.9
1842,3340.0,0.27,0.26,4.95
1843,3340.0,0.27,0.26,4.97
1844,3475.0,0.43,0.43,4.95
1845,2850.0,0.16,0.12,5.13
1846,2850.0,0.16,0.12,5.13
1847,2960.0,0.17,0.14,5.12
1848,2960.0,0.17,0.14,5.12
1849,3950.0,0.58,0.59,4.64
1850,3036.0,0.19,0.15,5.06
1851,3643.0,0.5,0.5,4.77
1852,3490.0,0.33,0.35,4.89
1853,3490.0,0.33,0.35,4.89
1854,3381.0,0.25,0.24,4.87
1855,2988.0,0.21,0.19,5.06
1856,2988.0,0.21,0.19,5.06
1857,3415.0,0.3,0.27,4.86
1858,3415.0,0.3,0.27,4.86
1859,3415.0,0.3,0.27,4.86
1860,3415.0,0.3,0.27,4.86
1861,3129.0,0.27,0.21,4.97
1862,3800.0,0.6,0.62,4.04
1863,6237.0,1.65,1.29,4.11
1864,6058.0,1.18,1.12,4.34
1865,6150.0,1.56,1.22,4.14
1866,6014.0,1.14,1.09,4.36
1867,5206.0,0.8,0.83,4.57
1868,3934.0,0.54,0.56,4.72
1869,3843.0,0.54,0.57,4.72
1870,4944.0,0.74,0.8,4.6
1871,4392.0,0.61,0.64,4.67
1872,5948.0,1.08,1.05,4.39
1873,5948.0,1.08,1.05,4.39
1874,4782.0,0.73,0.79,4.61
1875,5074.0,0.78,0.82,4.58
1876,4005.0,0.53,0.55,4.73
1877,5637.0,0.91,0.97,4.51
1878,5642.0,0.98,0.96,4.43
1879,5434.0,0.85,0.91,4.54
1880,5610.0,0.93,0.96,4.49
1881,6052.0,1.08,1.13,4.42
1882,6139.0,1.29,1.16,4.28
1883,5718.0,0.96,0.98,4.47
1884,5935.0,1.06,1.05,4.41
1885,5539.0,1.11,0.99,4.34
1886,5310.0,0.83,0.87,4.54
1887,6002.0,1.09,1.07,4.38
1888,5315.0,0.83,0.87,4.55
1889,5232.0,0.83,0.87,4.55
1890,4897.0,0.75,0.8,4.59
1891,3687.0,0.5,0.52,4.76
1892,5213.0,0.78,0.86,4.58
1893,6146.0,1.22,1.15,4.33
1894,5431.0,0.85,0.88,4.54
1895,4290.0,0.71,0.67,4.62
1896,5779.0,0.98,0.94,4.43
1897,5779.0,0.98,0.94,4.43
1898,5214.0,0.82,0.92,4.57
1899,5214.0,0.82,0.92,4.57
1900,4598.0,0.7,0.76,4.63
1901,4598.0,0.7,0.76,4.63
1902,5178.0,0.8,0.84,4.56
1903,5178.0,0.8,0.84,4.56
1904,5840.0,1.02,1.02,4.43
1905,5886.0,1.15,1.05,4.33
1906,5427.0,0.84,0.93,4.55
1907,5461.0,0.87,0.91,4.52
1908,5478.0,0.86,0.93,4.54
1909,5582.0,0.9,0.96,4.51
1910,4755.0,0.72,0.77,4.61
1911,5690.0,1.02,1.0,4.42
1912,7005.0,2.01,1.6,4.04
1913,5421.0,0.86,0.91,4.53
1914,4963.0,0.75,0.81,4.6
1915,6040.0,1.15,1.1,4.36
1916,5350.0,0.84,0.89,4.54
1917,4990.0,0.76,0.82,4.59
1918,5416.0,0.99,0.95,4.42
1919,5416.0,0.99,0.95,4.42
1920,5730.0,0.99,1.0,4.45
1921,4834.0,0.73,0.77,4.6
1922,5857.0,1.02,1.02,4.44
1923,5699.0,1.41,1.08,4.17
1924,5403.0,0.86,0.89,4.53
1925,5679.0,0.94,0.96,4.47
1926,5508.0,0.87,0.9,4.52
1927,5665.0,0.93,0.94,4.47
1928,5718.0,0.97,0.97,4.46
1929,5409.0,0.83,0.86,4.54
1930,5612.0,0.91,0.93,4.5
1931,4861.0,0.75,0.81,4.59
1932,5539.0,0.86,0.89,4.53
1933,5769.0,0.96,0.97,4.47
1934,4781.0,0.76,0.81,4.59
1935,4781.0,0.76,0.81,4.59
1936,5471.0,0.85,0.88,4.54
1937,5533.0,0.89,0.92,4.51
1938,6095.0,1.22,1.15,4.32
1939,6095.0,1.22,1.15,4.32
1940,5482.0,0.89,0.92,4.51
1941,4830.0,0.73,0.78,4.61
1942,5001.0,0.77,0.81,4.59
1943,5346.0,0.84,0.87,4.54
1944,5331.0,0.84,0.87,4.54
1945,5241.0,0.81,0.86,4.55
1946,6335.0,1.4,1.25,4.24
1947,5669.0,0.92,0.91,4.47
1948,5669.0,0.98,1.09,4.47
1949,5869.0,1.02,1.01,4.42
1950,4700.0,0.7,0.73,4.62
1951,5743.0,0.99,0.99,4.45
1952,5806.0,1.01,1.01,4.43
1953,4673.0,0.72,0.77,4.62
1954,6167.0,1.23,1.14,4.32
1955,5988.0,1.26,1.11,4.28
1956,5671.0,0.93,0.95,4.48
1957,5663.0,0.91,0.93,4.5
1958,5403.0,0.85,0.89,4.54
1959,5403.0,0.85,0.89,4.54
1960,5904.34,1.82,1.07,3.95
1961,5883.0,1.7,1.21,4.05
1962,5883.0,1.7,1.21,4.05
1963,6113.0,1.21,1.15,4.33
1964,6028.0,1.14,1.11,4.37
1965,5418.0,0.76,0.8,4.58
1966,5248.0,0.81,0.85,4.56
1967,6173.0,1.38,1.21,4.24
1968,5877.0,1.15,1.1,4.36
1969,6068.0,1.8,1.29,4.04
1970,4687.0,0.61,0.63,4.67
1971,5998.0,1.11,1.07,4.37
1972,6112.0,1.99,1.34,3.97
1973,6230.0,1.5,1.26,4.19
1974,4550.0,6.3,1.31,2.95
1975,6154.0,1.23,1.17,4.33
1976,5973.0,1.12,1.11,4.38
1977,6106.0,1.38,1.08,4.19
1978,6035.0,1.02,1.06,4.45
1979,5461.0,0.86,0.95,4.55
1980,6160.0,1.25,1.16,4.31
1981,5682.0,0.97,0.98,4.46
1982,5682.0,0.97,0.98,4.46
1983,5647.0,0.93,0.95,4.49
1984,4184.0,0.57,0.59,4.7
1985,4836.0,0.73,0.78,4.6
1986,6015.0,1.29,1.12,4.27
1987,5777.0,1.02,1.07,4.49
1988,5774.0,0.96,1.02,4.49
1989,5774.0,0.96,1.02,4.49
1990,5595.0,0.91,0.93,4.49
1991,4223.0,0.62,0.65,4.66
1992,5839.0,1.04,1.03,4.41
1993,5262.0,0.81,0.84,4.56
1994,4315.0,0.61,0.65,4.67
1995,5603.0,0.85,0.87,4.53
1996,5820.0,0.99,1.0,4.45
1997,4747.0,0.72,0.75,4.61
1998,5887.0,1.07,1.06,4.41
1999,5954.0,1.13,1.09,4.37
2000,5961.0,1.25,1.14,4.3
2001,5875.0,0.9,0.97,4.52
2002,6194.0,1.29,1.19,4.29
2003,6194.0,1.29,1.19,4.29
2004,6098.0,1.16,1.1,4.35
2005,6187.0,1.35,1.21,4.26
2006,5715.0,0.94,1.0,4.49
2007,6116.0,1.09,1.06,4.4
2008,5476.0,0.87,0.9,4.52
2009,5961.0,1.09,1.06,4.39
2010,6761.0,1.74,1.46,4.12
2011,5466.0,0.9,0.99,4.53
2012,5792.0,1.02,1.02,4.42
2013,5044.0,0.77,0.81,4.58
2014,5261.0,0.81,0.85,4.56
2015,5060.0,0.77,0.81,4.58
2016,5958.0,1.11,1.06,4.38
2017,6020.0,1.13,1.09,4.37
2018,6163.0,1.27,1.18,4.29
2019,5902.0,1.08,1.05,4.4
2020,5993.0,1.14,1.11,4.37
2021,5857.0,1.02,1.01,4.43
2022,5600.0,1.82,1.1,3.96
2023,5600.0,1.82,1.1,3.96
2024,5664.0,0.95,0.97,4.47
2025,5614.0,0.89,0.93,4.51
2026,5541.0,0.91,0.92,4.49
2027,4751.0,0.71,0.75,4.62
2028,5570.0,0.92,0.93,4.49
2029,5754.0,1.0,1.0,4.44
2030,5678.0,0.95,0.96,4.46
2031,5333.0,0.84,0.88,4.54
2032,5047.0,0.78,0.82,4.58
2033,5836.0,1.06,1.04,4.4
2034,5020.0,0.77,0.81,4.59
2035,5653.0,0.91,0.96,4.5
2036,5773.0,0.99,0.99,4.45
2037,5535.0,0.93,0.96,4.49
2038,5835.0,1.03,1.03,4.42
2039,6350.0,1.55,1.3,4.17
2040,6100.0,1.16,1.19,4.38
2041,5455.0,0.85,0.89,4.53
2042,5932.0,1.09,1.06,4.39
2043,5436.0,0.89,0.92,4.49
2044,5436.0,0.89,0.87,4.49
2045,5499.0,1.24,0.92,4.22
2046,5499.0,1.24,0.92,4.22
2047,6059.0,1.64,1.23,4.1
2048,5695.0,1.2,1.01,4.28
2049,4940.0,0.77,0.83,4.58
2050,5579.0,0.91,0.94,4.5
2051,4913.0,0.75,0.79,4.59
2052,4128.0,0.57,0.59,4.7
2053,5830.0,1.03,1.02,4.42
2054,4848.0,0.73,0.78,4.6
2055,5324.0,0.81,0.85,4.56
2056,6031.0,1.17,1.06,4.32
2057,6031.0,1.17,1.06,4.32
2058,6031.0,1.17,1.06,4.32
2059,6039.0,1.43,1.0,4.13
2060,6039.0,1.43,1.0,4.13
2061,6058.0,1.31,1.22,4.29
2062,5770.0,0.96,0.98,4.46
2063,5403.0,0.81,0.85,4.56
2064,5895.0,1.04,1.03,4.41
2065,5954.0,1.11,1.08,4.38
2066,4554.0,0.66,0.7,4.64
2067,4339.0,0.62,0.64,4.67
2068,5596.0,0.9,0.92,4.5
2069,5732.0,0.97,0.99,4.46
2070,6037.0,1.11,1.07,4.38
2071,4648.0,0.59,0.58,4.72
2072,4082.0,0.61,0.66,4.69
2073,4082.0,0.61,0.66,4.69
2074,5698.0,0.97,0.98,4.46
2075,5039.0,0.77,0.81,4.58
2076,5602.0,0.91,0.93,4.5
2077,6079.0,1.15,1.05,4.34
2078,5976.0,1.08,1.03,4.39
2079,5976.0,1.08,1.03,4.39
2080,6035.0,1.22,1.15,4.32
2081,5643.0,0.96,0.98,4.47
2082,5928.0,1.08,1.06,4.4
2083,5191.0,0.8,0.84,4.56
2084,6260.0,1.36,1.23,4.25
2085,5529.0,0.9,0.91,4.49
2086,5428.0,0.95,0.96,4.47
2087,5428.0,0.95,0.96,4.47
2088,5529.0,0.9,0.91,4.49
2089,5529.0,0.9,0.91,4.49
2090,5279.0,0.81,0.86,4.55
2091,5638.0,0.92,0.94,4.49
2092,5861.0,1.03,1.03,4.42
2093,5286.0,0.85,0.9,4.54
2094,5028.0,3.42,1.25,3.46
2095,6162.0,1.22,1.15,4.33
2096,5743.0,0.93,0.95,4.48
2097,6761.0,1.71,1.45,4.13
2098,5747.0,1.24,1.01,4.25
2099,5803.0,1.04,1.03,4.42
2100,4500.0,0.59,0.65,4.7
2101,4385.0,0.59,0.64,4.7
2102,4385.0,0.59,0.64,4.7
2103,5734.0,0.98,0.99,4.45
2104,4653.0,0.71,0.76,4.62
2105,5965.0,1.06,1.04,4.41
2106,5770.0,1.16,0.99,4.3
2107,6112.0,1.65,1.19,4.08
2108,5817.0,1.05,1.01,4.4
2109,5817.0,1.05,1.01,4.4
2110,5919.0,1.12,1.05,4.36
2111,5507.0,0.9,0.93,4.5
2112,4435.0,0.63,0.67,4.66
2113,5315.0,0.82,0.85,4.55
2114,4540.0,0.68,0.83,4.64
2115,4540.0,0.68,0.73,4.64
2116,4540.0,0.68,0.73,4.64
2117,4540.0,0.68,0.73,4.64
2118,4540.0,0.68,0.73,4.64
2119,4540.0,0.68,0.73,4.64
2120,6213.0,1.49,1.21,4.17
2121,5588.0,1.59,1.03,4.05
2122,5681.0,0.93,0.95,4.49
2123,6224.0,1.29,1.19,4.29
2124,5680.0,0.95,0.96,4.47
2125,5475.0,1.09,0.93,4.33
2126,5631.0,0.96,0.94,4.45
2127,5839.0,1.38,1.19,4.23
2128,5745.0,0.97,0.98,4.46
2129,5971.0,1.12,1.09,4.38
2130,6383.0,1.47,1.3,4.21
2131,5208.0,0.8,0.84,4.56
2132,6174.0,1.3,1.17,4.27
2133,6174.0,1.3,1.17,4.27
2134,6174.0,1.3,1.17,4.27
2135,6174.0,1.3,1.17,4.27
2136,5870.0,1.02,1.01,4.42
2137,6159.0,1.23,1.16,4.32
2138,4248.0,0.62,0.65,4.67
2139,4838.0,0.74,0.81,4.61
2140,4739.0,0.71,0.77,4.62
2141,5674.0,1.32,1.0,4.19
2142,5411.49,0.87,0.94,4.53
2143,5521.0,0.89,0.93,4.51
2144,5867.0,1.01,0.98,4.42
2145,5162.0,0.78,0.81,4.58
2146,5769.0,1.02,1.01,4.42
2147,5089.0,0.75,0.84,4.6
2148,3804.0,0.44,0.46,4.81
2149,5102.0,0.77,0.81,4.58
2150,4043.0,0.56,0.58,4.71
2151,5071.0,0.78,0.83,4.58
2152,5468.0,0.84,0.92,4.56
2153,6403.0,2.42,1.57,3.87
2154,5850.0,1.01,1.04,4.45
2155,5714.0,1.11,0.98,4.33
2156,5906.0,1.05,1.03,4.42
2157,5598.0,0.92,0.94,4.49
2158,5598.0,0.92,0.94,4.49
2159,5598.0,0.92,0.94,4.49
2160,5520.0,0.99,0.95,4.42
2161,6186.0,1.28,1.19,4.3
2162,6186.0,1.28,1.19,4.3
2163,5108.0,0.78,0.82,4.58
2164,5694.0,0.94,0.96,4.48
2165,5992.0,1.15,1.1,4.36
2166,5901.0,1.06,1.05,4.41
2167,5557.0,0.89,0.92,4.51
2168,5166.0,0.8,0.84,4.57
2169,5944.0,1.08,1.06,4.4
2170,5706.0,0.93,0.95,4.48
2171,5322.0,0.85,0.89,4.54
2172,5322.0,0.85,0.89,4.54
2173,6409.0,1.32,1.2,4.2
2174,5860.0,1.04,1.04,4.42
2175,6228.0,1.42,1.16,4.19
2176,6228.0,1.42,1.16,4.19
2177,6228.0,1.42,1.16,4.19
2178,6228.0,1.42,1.16,4.19
2179,6014.0,1.13,1.08,4.37
2180,5282.0,0.79,0.82,4.57
2181,5043.0,0.77,0.82,4.58
2182,5043.0,0.77,0.82,4.58
2183,5935.0,1.08,1.06,4.39
2184,4346.0,0.65,0.68,4.65
2185,5373.0,0.83,0.87,4.54
2186,5387.0,0.84,0.87,4.54
2187,6160.0,1.23,1.15,4.32
2188,6160.0,1.23,1.15,4.32
2189,5200.0,0.89,0.91,4.5
2190,5009.0,0.75,0.79,4.59
2191,5934.0,1.1,1.07,4.38
2192,5837.0,1.06,1.06,4.18
2193,5177.91,0.81,0.88,4.56
2194,6013.24,1.65,1.11,4.05
2195,5755.0,0.91,1.03,4.54
2196,4753.0,13.0,2.1,2.22
2197,4140.0,83.8,4.3,1.3
2198,4043.33,109.46,4.3,1.3
2199,4953.0,5.26,2.53,3.4
2200,5935.0,1.18,1.08,4.33
2201,5935.0,1.18,1.08,4.33
2202,4914.0,0.78,0.8,4.55
2203,5442.0,0.94,1.0,4.39
2204,5442.0,0.94,1.0,4.39
2205,6136.0,1.19,1.13,4.46
2206,5186.0,0.8,0.76,4.41
2207,4300.0,0.71,0.43,4.36
2208,6064.0,1.38,1.34,4.28
2209,4927.56,0.78,0.81,4.56
2210,5939.0,1.46,1.21,4.18
2211,5863.0,1.05,1.02,4.4
2212,5863.0,1.05,1.02,4.4
2213,6210.0,1.88,1.26,4.02
2214,6389.05,1.5,1.28,4.19
2215,4805.0,8.8,1.66,2.66
2216,5770.0,1.55,1.12,4.1
2217,4980.0,0.8,0.81,4.55
2218,5785.33,1.03,1.04,4.43
2219,5392.0,2.2,1.26,3.88
2220,5955.0,1.1,1.27,4.46
2221,5576.0,1.75,1.16,4.02
2222,6291.0,2.13,1.86,4.07
2223,5599.0,0.92,0.84,4.48
2224,5577.0,1.67,1.03,4.03
2225,5744.0,1.14,1.15,4.39
2226,5744.0,1.14,1.15,4.39
2227,4995.0,0.85,0.7,4.26
2228,5408.0,0.91,0.94,4.49
2229,5408.0,0.91,0.94,4.49
2230,5977.0,1.18,1.04,4.42
2231,5977.0,1.18,1.04,4.42
2232,5977.0,1.18,1.04,4.42
2233,5987.0,1.04,1.11,4.49
2234,5987.0,1.04,1.11,4.49
2235,5793.0,1.0,1.0,4.53
2236,5793.0,1.0,1.0,4.53
2237,4798.0,4.2,1.11,3.22
2238,7595.0,1.49,1.6,4.34
2239,4918.0,5.08,1.54,3.24
2240,4918.0,5.08,1.54,3.24
2241,4218.0,41.01,3.7,1.78
2242,5212.0,0.87,0.83,4.54
2243,5722.0,1.09,1.01,4.07
2244,3719.0,0.37,0.39,4.9
2245,5312.0,0.84,0.7,4.43
2246,5020.0,4.75,1.37,3.33
2247,3943.0,51.1,10.94,2.06
2248,5733.0,1.94,1.27,3.99
2249,5845.0,1.16,0.89,4.39
2250,5845.0,1.16,0.89,4.39
2251,5845.0,1.16,0.89,4.39
2252,4725.0,7.43,0.96,2.76
2253,5874.1,1.26,1.06,4.26
2254,10000.0,2.25,2.4,4.14
2255,5212.0,0.73,0.85,4.64
2256,4925.0,4.6,1.41,3.36
2257,5759.0,1.01,1.02,4.38
2258,5271.0,0.93,0.92,4.47
2259,5282.0,0.98,0.76,4.34
2260,4886.0,11.21,1.76,2.57
2261,4815.0,0.83,0.48,4.28
2262,4862.0,5.52,1.46,3.09
2263,4862.0,5.4,1.72,3.2
2264,4780.0,10.31,2.1,2.94
2265,4006.0,0.51,0.63,4.73
2266,4945.0,11.6,2.42,2.6
2267,5180.0,0.83,0.78,4.43
2268,5530.0,0.97,0.87,4.45
2269,4823.0,5.27,1.39,2.99
2270,5089.0,0.72,0.81,4.59
2271,3901.0,0.65,0.69,4.65
2272,5544.0,1.07,1.01,4.32
2273,5544.0,1.07,1.01,4.22
2274,5544.0,1.07,1.01,4.22
2275,4316.0,0.77,0.67,4.49
2276,4316.0,0.77,0.67,4.49
2277,6655.0,1.59,1.4,4.3
2278,4050.0,0.62,0.62,4.65
2279,4881.0,0.77,0.79,4.52
2280,4836.0,0.7,0.78,4.64
2281,4086.3,0.63,0.61,4.63
2282,4086.3,0.63,0.61,4.63
2283,6226.0,1.34,1.17,4.31
2284,6226.0,1.34,1.17,4.31
2285,6226.0,1.34,1.17,4.2
2286,6226.0,1.34,1.17,4.18
