,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
4443,5196.0,0.8,0.84,4.57
4444,4951.0,0.75,0.8,4.59
4445,5267.0,0.84,0.89,4.54
4446,6019.0,1.15,1.09,4.35
4447,5839.0,1.02,1.02,4.43
4448,4770.0,0.72,0.77,4.61
4449,5796.0,1.01,1.01,4.43
4450,5790.0,1.27,0.99,4.26
4451,5790.0,1.27,0.99,4.26
4452,5790.0,1.27,0.99,4.26
4453,5187.0,0.79,0.82,4.57
4454,6335.0,1.42,1.25,4.23
4455,6194.0,1.23,1.15,4.32
4456,4939.0,0.75,0.79,4.59
4457,5838.0,1.07,1.02,4.39
4458,5718.0,0.95,0.97,4.47
4459,5831.0,1.02,1.02,4.43
4460,5793.0,1.01,1.01,4.44
4461,6184.0,1.36,1.28,4.28
4462,5902.0,1.07,1.05,4.4
4463,5848.0,1.36,1.06,4.2
4464,5848.0,1.36,1.06,4.2
4465,4796.0,0.72,0.77,4.62
4466,5806.0,1.03,1.03,4.42
4467,6031.0,1.13,1.09,4.37
4468,6097.0,1.19,1.14,4.34
4469,6291.0,2.04,1.47,3.98
4470,6356.0,1.32,1.21,4.28
4471,5972.0,1.09,1.06,4.39
4472,5557.0,0.9,0.93,4.51
4473,5530.0,0.96,0.97,4.46
4474,3578.0,0.43,0.46,4.83
4475,6075.0,1.24,1.15,4.29
4476,6075.0,1.24,1.15,4.29
4477,5698.0,0.96,0.98,4.46
4478,5802.0,1.0,1.0,4.45
4479,6394.0,1.44,1.34,4.25
4480,6289.0,1.27,1.19,4.3
4481,5810.0,1.05,1.03,4.4
4482,6150.0,1.26,1.13,4.28
4483,4865.0,0.75,0.81,4.6
4484,5722.0,0.95,0.97,4.47
4485,5774.0,0.93,0.95,4.49
4486,5979.0,1.1,1.08,4.39
4487,6022.0,1.85,1.32,4.02
4488,6022.0,1.85,1.32,4.02
4489,4524.0,0.68,0.71,4.63
4490,5782.0,0.99,1.0,4.45
4491,6101.0,2.06,1.41,3.95
4492,5665.0,0.94,0.97,4.48
4493,5448.0,0.86,0.9,4.53
4494,4075.0,0.6,0.62,4.68
4495,4231.0,0.62,0.64,4.67
4496,5866.0,1.01,1.01,4.43
4497,5653.0,0.94,0.96,4.48
4498,4828.0,0.74,0.78,4.61
4499,5948.0,1.21,1.1,4.31
4500,5948.0,1.21,1.1,4.31
4501,4422.0,0.67,0.7,4.64
4502,4919.0,0.74,0.79,4.6
4503,5756.0,1.0,1.0,4.45
4504,5679.0,0.95,0.96,4.47
4505,5828.0,1.01,1.02,4.44
4506,5828.0,1.01,1.02,4.44
4507,4726.0,0.71,0.75,4.62
4508,5884.0,1.02,1.01,4.43
4509,5332.0,0.82,0.86,4.55
4510,5893.0,1.05,1.04,4.42
4511,5893.0,1.05,1.04,4.42
4512,5794.0,1.5,1.07,4.12
4513,5507.0,0.89,0.92,4.51
4514,6012.0,1.47,1.14,4.18
4515,6012.0,1.47,1.14,4.18
4516,4961.0,0.76,0.8,4.59
4517,5660.0,0.93,0.95,4.48
4518,6159.0,1.25,1.16,4.31
4519,6046.0,1.09,1.09,4.4
4520,5870.0,1.04,1.04,4.42
4521,6214.0,1.28,1.18,4.29
4522,5663.0,0.96,0.98,4.47
4523,5100.0,0.78,0.81,4.58
4524,5904.0,1.06,1.04,4.41
4525,5796.0,0.98,0.99,4.45
4526,5272.0,0.85,0.86,4.55
4527,5272.0,0.85,0.86,4.55
4528,5172.0,0.81,0.86,4.56
4529,5156.0,0.81,0.85,4.56
4530,4908.0,0.75,0.8,4.6
4531,5381.0,0.84,0.88,4.54
4532,6337.0,1.4,1.25,4.24
4533,5730.0,0.92,0.94,4.49
4534,6087.0,1.12,1.11,4.39
4535,5965.0,1.12,1.08,4.38
4536,6541.0,1.63,1.38,4.16
4537,5820.0,1.31,1.05,4.22
4538,5710.0,1.52,1.0,4.07
4539,5655.0,0.9,0.93,4.51
4540,5381.0,0.95,0.92,4.46
4541,5381.0,0.95,0.92,4.46
4542,5381.0,0.95,0.92,4.46
4543,5515.0,0.87,0.9,4.52
4544,5728.0,0.99,1.0,4.45
4545,4712.0,0.72,0.77,4.62
4546,5863.0,1.29,1.06,4.24
4547,5659.0,0.94,0.96,4.48
4548,5831.0,1.04,1.03,4.42
4549,6182.0,1.27,1.18,4.29
4550,5675.0,0.95,0.96,4.47
4551,5256.0,0.81,0.86,4.56
4552,5097.0,0.78,0.82,4.58
4553,5515.0,0.99,1.02,4.46
4554,5560.0,0.94,0.94,4.47
4555,5560.0,0.94,0.94,4.47
4556,5560.0,0.94,0.94,4.47
4557,5560.0,0.94,0.94,4.47
4558,5528.0,0.91,0.97,4.51
4559,5845.0,1.0,1.0,4.44
4560,6229.0,1.3,1.2,4.28
4561,6666.0,1.72,1.44,4.13
4562,5069.0,0.74,0.77,4.59
4563,5393.0,0.81,0.85,4.55
4564,5686.0,0.86,0.93,4.54
4565,5676.0,0.93,0.95,4.49
4566,5410.0,0.85,0.89,4.53
4567,6158.0,1.22,1.14,4.32
4568,5780.0,0.99,1.0,4.45
4569,5460.0,0.83,0.87,4.55
4570,5460.0,0.83,0.87,4.55
4571,6200.0,1.28,1.19,4.29
4572,6064.0,1.29,1.17,4.28
4573,4372.0,0.67,0.73,4.64
4574,5617.0,0.97,0.99,4.46
4575,6145.0,1.29,1.2,4.29
4576,6145.0,1.29,1.2,4.29
4577,6511.0,1.41,1.3,4.26
4578,5904.0,1.07,1.04,4.4
4579,7010.0,1.95,1.58,4.06
4580,6846.0,1.88,1.54,4.08
4581,5644.0,0.91,0.94,4.5
4582,5088.0,0.72,0.83,4.61
4583,5088.0,0.72,0.83,4.61
4584,4677.0,0.71,0.76,4.61
4585,5042.0,0.76,0.81,4.59
4586,5706.0,0.93,0.96,4.49
4587,5708.0,0.96,0.97,4.46
4588,6179.0,1.25,1.17,4.31
4589,5748.0,1.04,1.07,4.44
4590,4601.0,0.69,0.73,4.62
4591,6224.0,1.32,1.21,4.27
4592,5857.0,1.03,1.03,4.43
4593,5048.0,0.77,0.81,4.58
4594,5404.0,0.89,0.83,4.45
4595,5404.0,0.89,0.83,4.45
4596,5477.0,0.88,0.92,4.52
4597,5477.0,0.88,0.92,4.52
4598,5678.0,1.3,1.02,4.21
4599,6260.0,1.27,1.16,4.29
4600,5559.0,0.88,0.91,4.51
4601,6431.0,1.51,1.31,4.2
4602,5442.0,0.86,0.9,4.52
4603,6021.0,1.11,1.08,4.38
4604,4434.0,0.67,0.71,4.64
4605,5079.0,0.77,0.81,4.58
4606,5837.0,1.03,1.03,4.42
4607,5176.0,0.8,0.84,4.57
4608,5690.0,1.0,0.98,4.42
4609,5690.0,1.0,0.98,4.42
4610,5769.0,0.98,0.98,4.45
4611,5769.0,0.98,0.98,4.45
4612,5769.0,0.98,0.98,4.45
4613,4540.0,0.69,0.74,4.63
4614,5282.0,0.81,0.86,4.56
4615,5564.0,0.99,0.94,4.41
4616,5564.0,0.99,0.94,4.41
4617,5564.0,0.99,0.94,4.41
4618,5564.0,0.99,0.94,4.41
4619,6561.0,1.65,1.39,4.14
4620,4886.0,0.74,0.81,4.61
4621,5201.0,0.8,0.84,4.57
4622,5623.0,0.93,0.95,4.48
4623,6078.0,1.18,1.12,4.34
4624,5706.0,0.97,0.99,4.46
4625,5324.0,0.84,0.88,4.54
4626,4508.0,0.62,0.64,4.68
4627,4508.0,0.62,0.64,4.68
4628,5991.0,1.11,1.07,4.38
4629,6136.0,1.22,1.14,4.32
4630,5202.0,0.78,0.85,4.58
4631,5288.0,0.81,0.85,4.56
4632,5297.0,0.81,0.84,4.56
4633,5866.0,1.06,1.04,4.4
4634,5608.0,0.95,0.97,4.47
4635,6099.0,1.17,1.11,4.34
4636,5101.0,0.79,0.83,4.57
4637,5316.0,0.82,0.86,4.55
4638,5094.0,0.81,0.84,4.55
4639,5094.0,0.81,0.84,4.55
4640,5815.0,1.02,1.02,4.43
4641,5957.0,1.11,1.07,4.38
4642,5760.0,1.05,1.02,4.41
4643,5765.0,0.99,1.0,4.45
4644,5528.0,0.9,0.93,4.5
4645,4940.0,0.73,0.76,4.6
4646,5254.0,0.81,0.84,4.56
4647,5655.0,0.93,0.95,4.49
4648,5956.0,1.19,1.09,4.32
4649,6319.0,1.4,1.25,4.24
4650,5774.0,1.04,1.02,4.39
4651,5774.0,1.04,1.02,4.39
4652,5866.0,1.03,1.02,4.42
4653,5550.0,0.89,0.92,4.5
4654,6297.0,1.39,1.23,4.24
4655,5618.0,0.95,0.97,4.47
4656,5808.0,1.0,1.01,4.44
4657,5892.0,1.08,1.06,4.4
4658,5667.0,0.92,0.95,4.49
4659,5876.0,1.06,1.05,4.4
4660,4862.0,0.74,0.78,4.6
4661,5545.0,0.86,0.9,4.53
4662,4584.0,0.7,0.75,4.63
4663,4623.0,0.62,0.66,4.66
4664,4623.0,0.62,0.66,4.66
4665,6228.0,2.15,1.47,3.94
4666,6022.0,1.23,1.12,4.31
4667,3208.0,0.3,0.28,4.93
4668,5645.0,0.91,0.94,4.49
4669,6069.0,1.13,1.1,4.37
4670,5538.0,0.91,0.94,4.5
4671,6681.0,1.75,1.45,4.12
4672,5933.0,1.22,1.08,4.3
4673,5817.0,0.99,0.96,4.43
4674,6166.0,1.25,1.18,4.32
4675,4625.0,0.66,0.63,4.65
4676,4625.0,0.66,0.63,4.65
4677,6053.0,1.16,1.11,4.35
4678,6082.0,1.16,1.1,4.35
4679,6213.0,1.28,1.18,4.29
4680,4995.0,0.77,0.81,4.59
4681,5946.0,1.08,1.06,4.39
4682,5203.0,0.8,0.84,4.56
4683,5706.0,0.92,0.95,4.49
4684,6377.0,1.39,1.25,4.24
4685,5940.0,1.09,1.07,4.39
4686,5767.0,0.99,0.99,4.45
4687,4450.0,0.65,0.69,4.65
4688,5471.0,1.12,0.97,4.47
4689,5471.0,1.12,0.97,4.47
4690,5471.0,1.12,0.97,4.47
4691,5214.0,0.82,0.86,4.55
4692,5119.0,0.83,0.82,4.51
4693,5869.0,1.07,1.04,4.4
4694,6296.0,1.36,1.22,4.25
4695,6241.0,1.31,1.21,4.28
4696,4976.0,0.76,0.81,4.59
4697,5280.0,0.82,0.86,4.55
4698,5422.0,0.86,0.9,4.53
4699,6116.0,1.21,1.14,4.33
4700,4992.0,0.72,0.75,4.61
4701,6132.0,1.27,1.18,4.29
4702,5078.0,0.81,0.86,4.55
4703,5078.0,0.81,0.86,4.55
4704,5383.0,0.87,0.91,4.52
4705,5605.0,0.93,0.94,4.49
4706,5643.0,0.94,0.96,4.48
4707,6005.0,1.12,1.08,4.37
4708,5121.0,0.76,0.79,4.58
4709,5865.0,1.05,1.04,4.42
4710,6266.0,1.34,1.21,4.26
4711,6167.0,1.22,1.15,4.32
4712,6620.0,1.65,1.41,4.15
4713,5852.0,1.0,1.0,4.44
4714,5816.0,0.96,0.95,4.44
4715,5816.0,0.96,0.95,4.44
4716,6157.0,1.23,1.15,4.31
4717,6158.0,1.24,1.15,4.31
4718,6436.0,1.5,1.31,4.2
4719,5772.0,1.0,1.0,4.44
4720,3636.0,0.47,0.5,4.78
4721,5677.0,0.94,0.96,4.48
4722,6826.0,1.85,1.51,4.08
4723,5445.0,0.84,0.87,4.54
4724,3724.0,0.52,0.55,4.74
4725,5776.0,1.01,1.01,4.44
4726,5776.0,0.92,0.88,4.52
4727,5776.0,0.92,0.88,4.52
4728,4736.0,0.63,0.66,4.66
4729,5679.0,0.95,0.97,4.47
4730,6137.0,1.19,1.12,4.33
4731,6256.0,1.32,1.2,4.27
4732,5474.0,0.89,0.92,4.51
4733,5347.0,0.85,0.89,4.53
4734,5797.0,1.02,1.01,4.43
4735,5789.0,1.02,1.02,4.43
4736,5710.0,0.95,0.97,4.47
4737,6150.0,1.18,1.12,4.34
4738,5888.0,1.15,1.09,4.33
4739,5888.0,1.15,1.09,4.33
4740,5888.0,1.15,1.09,4.33
4741,6324.0,1.43,1.27,4.23
4742,6152.0,1.19,1.12,4.34
4743,6152.0,1.19,1.12,4.34
4744,5355.0,0.84,0.88,4.54
4745,5355.0,0.84,0.88,4.54
4746,4916.0,0.86,0.85,4.5
4747,5499.0,0.86,0.89,4.53
4748,5812.0,1.02,1.02,4.43
4749,3299.0,0.26,0.24,5.01
4750,6210.0,1.79,1.22,4.02
4751,3240.0,0.23,0.2,5.0
4752,3240.0,0.23,0.2,5.0
4753,5211.0,0.77,0.79,4.54
4754,5211.0,0.77,0.79,4.54
4755,3410.0,0.33,0.33,4.86
4756,3713.0,0.5,0.52,4.84
4757,3638.0,0.38,0.4,4.88
4758,4807.0,0.69,0.72,4.62
4759,5597.0,1.18,1.01,4.3
4760,6148.0,1.03,1.03,4.36
4761,5569.0,1.1,1.03,4.4
4762,5569.0,1.1,1.03,4.4
4763,6216.0,2.89,1.45,3.67
4764,5413.0,0.74,0.88,4.62
4765,5413.0,0.74,0.88,4.62
4766,5350.0,0.83,0.88,4.55
4767,5100.0,0.76,0.84,4.66
4768,3844.0,0.63,0.61,4.63
4769,5735.81,1.07,0.94,4.35
4770,5049.84,0.78,0.84,4.58
4771,6293.0,1.15,1.23,4.41
4772,6293.0,1.15,1.23,4.41
4773,5941.54,1.09,1.09,4.4
4774,5542.0,1.02,0.98,4.41
4775,4303.0,0.71,0.67,4.56
4776,4224.0,0.6,0.61,4.66
4777,4884.0,0.75,0.78,4.58
4778,4884.0,0.75,0.78,4.58
4779,4884.0,0.75,0.78,4.58
4780,4884.0,0.75,0.78,4.58
4781,5838.0,1.52,1.05,4.1
4782,5135.55,0.93,0.87,4.44
4783,6131.95,1.09,1.16,4.43
4784,6014.95,1.13,1.11,4.38
4785,5473.91,0.88,0.96,4.53
4786,5853.19,1.13,1.06,4.36
4787,5878.3,1.06,1.07,4.47
4788,6013.72,1.25,1.11,4.29
4789,5754.0,0.83,1.03,4.61
4790,5501.0,0.87,0.96,4.54
4791,6282.0,1.11,1.11,4.42
4792,6282.0,1.11,1.11,4.42
4793,5021.0,0.72,0.83,4.64
4794,5756.4,0.76,0.89,4.54
4795,5619.12,0.84,0.99,4.58
4796,5429.0,0.9,0.95,4.51
4797,4706.54,0.67,0.75,4.67
4798,5484.0,0.84,0.96,4.58
4799,5714.96,1.2,1.02,4.29
4800,4132.0,0.73,0.65,4.53
4801,4632.11,0.75,0.81,4.6
4802,5731.43,1.0,1.02,4.45
4803,4997.0,0.76,0.84,4.58
4804,4997.0,0.76,0.84,4.58
4805,4997.0,0.76,0.84,4.58
4806,4997.0,0.76,0.84,4.58
4807,4997.0,0.76,0.84,4.58
4808,5404.0,0.86,0.94,4.54
4809,6000.0,1.13,1.11,4.38
4810,5146.0,0.87,0.87,4.5
4811,5432.34,0.88,0.95,4.53
4812,5553.0,1.1,0.94,4.33
4813,4954.0,0.76,0.82,4.59
4814,5473.19,0.99,0.96,4.43
4815,5712.0,1.2,1.02,4.29
4816,4681.53,0.77,0.75,4.54
4817,4975.03,0.74,0.82,4.61
4818,5575.53,0.73,0.81,4.62
4819,5781.0,1.01,1.04,4.45
4820,5679.0,1.03,1.09,4.45
4821,5679.0,1.03,1.09,4.45
4822,6031.0,1.09,1.12,4.41
4823,5146.0,0.84,0.87,4.53
4824,5093.0,0.73,0.85,4.65
4825,5746.0,1.7,1.13,4.03
4826,6312.0,1.26,1.14,4.3
4827,6312.0,1.26,1.14,4.3
4828,6157.0,1.12,1.09,4.37
4829,5918.0,1.04,1.0,4.4
4830,5642.0,0.84,0.91,4.57
4831,5642.0,0.84,0.91,4.57
4832,5642.0,0.84,0.91,4.57
4833,5650.0,0.9,0.93,4.5
4834,5706.0,1.03,0.94,4.38
4835,3732.0,0.51,0.52,4.74
4836,6477.0,1.46,1.3,4.22
4837,6150.0,2.09,1.45,3.96
4838,6212.0,1.21,1.08,4.31
4839,4894.0,0.68,0.75,4.64
4840,6200.0,1.64,1.16,4.07
4841,5731.0,0.91,0.85,4.45
4842,5687.0,1.78,1.08,3.97
4843,5526.0,1.08,1.0,4.38
4844,5526.0,1.08,1.0,4.38
4845,5526.0,1.08,1.0,4.38
4846,5526.0,1.08,1.0,4.38
4847,5573.0,0.84,0.94,4.56
4848,5351.0,0.8,0.89,4.58
4849,5506.0,0.79,0.88,4.58
4850,6072.0,1.01,0.96,4.41
4851,6092.0,0.94,1.02,4.5
4852,6020.0,1.08,1.05,4.39
4853,5316.0,0.8,0.88,4.57
4854,5349.0,0.82,0.82,4.53
4855,5170.0,0.81,0.89,4.57
4856,3837.0,0.52,0.54,4.75
4857,6031.0,0.95,0.79,4.4
4858,6031.0,0.95,0.79,4.4
4859,5942.0,1.14,1.01,4.33
4860,4859.0,0.72,0.78,4.61
4861,5821.0,1.49,1.04,4.11
4862,6320.0,1.25,1.27,4.35
4863,6061.0,0.97,1.05,4.49
4864,3975.0,0.51,0.54,4.75
4865,6085.0,0.97,0.98,4.45
4866,5043.0,0.88,0.83,4.47
4867,6063.0,1.0,1.08,4.47
4868,5757.0,0.76,0.86,4.6
4869,4880.0,0.62,0.6,4.68
4870,4880.0,0.62,0.6,4.68
4871,4880.0,0.62,0.6,4.68
4872,5705.0,0.91,0.94,4.5
4873,3683.0,0.42,0.45,4.84
4874,5776.0,0.85,0.94,4.55
4875,5855.0,1.61,1.27,4.12
4876,5986.0,0.85,0.89,4.53
4877,5611.0,1.4,0.99,4.14
4878,6018.0,1.29,1.09,4.26
4879,5477.0,0.86,0.98,4.56
4880,5774.0,0.86,0.92,4.53
4881,3957.0,0.55,0.55,4.69
4882,6064.0,1.01,1.12,4.47
4883,6064.0,1.01,1.12,4.47
4884,5644.0,0.97,0.98,4.46
4885,6052.0,0.97,0.97,4.46
4886,5446.0,0.82,0.82,4.53
4887,5180.0,0.77,0.86,4.6
4888,4723.0,0.75,0.73,4.56
4889,6086.0,0.92,1.0,4.51
4890,4915.0,0.81,0.78,4.51
4891,5288.0,0.74,0.83,4.61
4892,5557.0,1.62,1.04,4.04
4893,5017.0,0.8,0.76,4.52
4894,5232.0,0.89,0.79,4.47
4895,5232.0,0.89,0.79,4.47
4896,5232.0,0.89,0.79,4.47
4897,5295.0,0.83,0.87,4.55
4898,5229.0,0.9,0.82,4.44
4899,3871.0,0.53,0.57,4.74
4900,6572.0,1.24,1.3,4.37
4901,5897.0,1.26,1.03,4.25
4902,6461.0,1.13,1.16,4.4
4903,5692.0,1.06,0.95,4.36
4904,5868.0,1.04,0.92,4.36
4905,5243.0,0.83,0.89,4.55
4906,6050.0,1.57,1.24,4.14
4907,6071.0,1.3,1.06,4.24
4908,5732.0,1.32,0.92,4.1
4909,5732.0,1.32,0.92,4.1
4910,5602.0,1.01,0.94,4.4
4911,5661.0,0.93,0.94,4.47
4912,5541.0,0.93,0.94,4.47
4913,6183.0,1.3,1.24,4.3
4914,6214.0,1.12,1.1,4.38
4915,5818.0,1.65,1.15,4.07
4916,5872.0,1.15,1.04,4.33
4917,5771.0,1.07,0.98,4.37
4918,6310.0,1.09,1.14,4.42
4919,5730.0,1.06,1.01,4.39
4920,5676.0,1.07,0.94,4.33
4921,5676.0,1.07,0.94,4.33
4922,5676.0,1.07,0.94,4.33
4923,5403.0,0.87,0.87,4.5
4924,5568.0,0.96,1.05,4.5
4925,4931.0,0.73,0.79,4.61
4926,5129.0,1.78,0.89,3.88
4927,5442.0,0.97,0.89,4.41
4928,5618.0,1.0,0.91,4.4
4929,5808.0,1.4,1.06,4.17
4930,6060.0,0.93,1.01,4.51
4931,4786.0,0.7,0.69,4.58
4932,5436.0,0.89,0.92,4.5
4933,5302.0,0.76,0.84,4.61
4934,5302.0,0.76,0.84,4.61
4935,5866.0,1.37,1.02,4.17
4936,5887.0,1.18,0.99,4.29
4937,5229.0,1.01,0.88,4.38
4938,5191.0,0.76,0.85,4.6
4939,5052.0,0.82,0.77,4.5
4940,4500.0,0.69,0.77,4.64
4941,6036.0,0.95,1.02,4.49
4942,6244.0,1.01,1.07,4.46
4943,3967.0,0.59,0.59,4.67
4944,5831.0,0.92,1.02,4.52
4945,5345.0,1.11,0.97,4.31
4946,5345.0,1.11,0.97,4.31
4947,5345.0,1.11,0.97,4.31
4948,5731.0,1.06,0.95,4.34
4949,5731.0,1.06,0.95,4.34
4950,5343.0,2.51,1.33,3.76
4951,5738.0,0.98,0.94,4.43
4952,4245.0,0.64,0.65,4.64
4953,4245.0,0.64,0.65,4.64
4954,5109.0,1.67,0.93,3.96
4955,3867.0,0.55,0.58,4.72
4956,5311.0,0.79,0.88,4.59
4957,6455.0,1.5,1.09,4.12
4958,5530.0,0.89,0.77,4.42
4959,4901.0,0.72,0.81,4.62
4960,5333.0,0.75,0.85,4.62
4961,5333.0,0.75,0.85,4.62
4962,5492.0,1.02,0.92,4.39
4963,5561.0,1.19,0.95,4.26
4964,6174.0,1.1,1.16,4.42
4965,5167.0,0.79,0.81,4.56
4966,4922.0,0.82,0.79,4.5
4967,5516.0,0.97,0.86,4.4
4968,5051.0,0.71,0.79,4.63
4969,5316.0,0.92,0.88,4.46
4970,6047.0,1.13,1.02,4.34
4971,6090.0,1.07,1.17,4.45
4972,6250.0,1.15,1.16,4.4
4973,6250.0,1.15,1.16,4.4
4974,5841.0,0.93,1.05,4.52
4975,5475.0,0.88,0.95,4.52
4976,5165.0,0.7,0.78,4.63
4977,6000.0,1.13,1.07,4.36
4978,6002.0,1.08,1.14,4.42
4979,5123.0,0.85,0.83,4.5
4980,3821.0,0.49,0.49,4.75
4981,5423.0,1.4,0.92,4.11
4982,5806.0,0.9,1.0,4.53
4983,5230.0,0.78,0.87,4.59
4984,5888.0,0.96,0.94,4.5
4985,5888.0,0.96,0.94,4.5
4986,6160.0,2.05,1.44,3.98
4987,6063.0,1.01,1.12,4.48
4988,5242.0,0.72,0.68,4.56
4989,6164.0,1.45,1.29,4.23
4990,4821.0,0.79,0.77,4.53
4991,5903.0,0.96,0.92,4.44
4992,6123.0,0.99,1.05,4.47
4993,5966.0,0.96,1.05,4.49
4994,5877.0,1.96,1.19,3.93
4995,5926.0,0.94,1.03,4.51
4996,5788.0,0.87,0.97,4.51
4997,5788.0,0.87,0.97,4.51
4998,5788.0,0.87,0.97,4.51
4999,4898.0,0.8,0.77,4.52
5000,5190.0,0.9,0.82,4.45
5001,5970.0,1.13,1.06,4.36
5002,5422.0,1.78,1.02,3.95
5003,5776.0,0.85,0.94,4.55
5004,4703.0,0.7,0.69,4.58
5005,4825.0,0.73,0.79,4.6
5006,6122.0,0.96,1.04,4.49
5007,4847.0,0.74,0.76,4.58
5008,4806.0,0.73,0.71,4.56
5009,5208.0,0.81,0.81,4.54
5010,5208.0,0.81,0.81,4.54
5011,4239.0,0.6,0.61,4.67
5012,5982.0,0.88,0.97,4.54
5013,5237.0,0.83,0.93,4.57
5014,4821.0,0.79,0.77,4.53
5015,5026.0,0.76,0.8,4.58
5016,3460.0,0.36,0.39,4.92
5017,4948.0,0.82,0.78,4.51
5018,6074.0,1.01,0.87,4.38
5019,4939.0,0.82,0.79,4.51
5020,5887.0,1.24,1.09,4.29
5021,3788.0,0.47,0.48,4.77
5022,3788.0,0.47,0.48,4.77
5023,3788.0,0.47,0.48,4.77
5024,3788.0,0.47,0.48,4.77
5025,3755.0,0.52,0.54,4.74
5026,5420.0,0.87,0.87,4.5
5027,5855.0,1.37,1.16,4.23
5028,5644.0,0.81,0.9,4.58
5029,5871.0,0.98,1.1,4.49
5030,5854.0,0.98,1.03,4.47
5031,5420.0,0.87,0.85,4.49
5032,5791.0,1.08,1.03,4.38
5033,5693.0,0.82,0.91,4.57
5034,4658.0,0.69,0.74,4.63
5035,5808.0,0.9,0.99,4.52
5036,6105.0,1.29,1.11,4.27
5037,6105.0,1.29,1.11,4.27
5038,5508.0,0.84,0.96,4.57
5039,5741.0,0.95,1.02,4.5
5040,5223.0,0.89,0.91,4.5
5041,5151.0,0.79,0.9,4.59
5042,4701.0,0.78,0.76,4.54
5043,6161.0,0.86,0.95,4.54
5044,6057.0,1.47,1.08,4.14
5045,5615.0,0.94,1.02,4.5
5046,5918.0,0.86,0.96,4.54
5047,5865.0,1.39,1.02,4.16
5048,6021.0,1.14,0.98,4.35
5049,6021.0,1.14,0.98,4.35
5050,4380.0,0.53,0.52,4.71
5051,5135.0,0.87,0.81,4.46
5052,5691.0,1.46,1.07,4.14
5053,6208.0,1.02,1.09,4.45
5054,5984.0,0.91,0.99,4.52
5055,5591.0,0.86,0.98,4.56
5056,5745.0,0.84,0.93,4.56
5057,5749.0,0.86,0.96,4.55
5058,5557.0,1.25,0.9,4.2
5059,5646.0,0.82,0.86,4.55
5060,5235.0,0.75,0.79,4.62
5061,5235.0,0.75,0.79,4.62
5062,6046.0,1.4,1.02,4.16
5063,5516.0,0.83,0.87,4.54
5064,5383.0,0.76,0.85,4.6
5065,5633.0,1.16,0.97,4.3
5066,5772.0,0.9,1.0,4.53
5067,5076.0,0.76,0.86,4.6
5068,6122.0,1.0,1.07,4.47
5069,5165.0,0.76,0.86,4.6
5070,5702.0,1.12,0.84,4.26
5071,4791.0,0.74,0.76,4.58
5072,5544.0,0.86,0.94,4.51
5073,5544.0,0.86,0.94,4.51
5074,5544.0,0.86,0.94,4.51
5075,5106.0,0.8,0.86,4.56
5076,5106.0,0.8,0.86,4.56
5077,6173.0,1.04,1.1,4.45
5078,5696.0,0.92,1.02,4.52
5079,3729.0,0.51,0.52,4.73
5080,6347.0,1.0,1.05,4.46
5081,3805.0,0.5,0.53,4.77
5082,5788.0,1.02,1.04,4.44
5083,5868.0,0.89,0.99,4.53
5084,5159.0,0.8,0.75,4.51
5085,5159.0,0.8,0.75,4.51
5086,4935.0,0.69,0.66,4.59
5087,5282.0,0.79,0.81,4.59
5088,5282.0,0.79,0.81,4.59
5089,5215.0,0.8,0.84,4.56
5090,4234.0,0.64,0.64,4.63
5091,5721.0,0.97,0.95,4.44
5092,5734.0,0.96,0.98,4.46
5093,6214.0,1.08,1.17,4.44
5094,5982.0,0.96,1.05,4.49
5095,6020.0,1.06,1.03,4.4
5096,6246.0,1.09,1.18,4.43
5097,5530.0,0.79,0.88,4.59
5098,5889.0,0.92,0.97,4.49
5099,5513.0,0.82,0.87,4.55
5100,5479.0,1.01,0.94,4.43
5101,5479.0,1.01,0.94,4.43
5102,5487.0,0.94,0.94,4.46
5103,6277.0,1.16,1.24,4.4
5104,6120.0,2.0,1.25,3.93
5105,5931.0,0.86,0.95,4.54
5106,5881.0,1.29,1.11,4.26
5107,5726.0,1.29,1.02,4.23
5108,5856.0,1.09,1.06,4.39
5109,5256.0,0.83,0.77,4.48
5110,6056.0,2.48,1.41,3.8
5111,5720.0,0.92,1.01,4.53
5112,5786.0,1.47,1.01,4.11
5113,6335.0,1.15,1.14,4.4
5114,6335.0,1.15,1.14,4.4
5115,5083.0,0.84,0.84,4.51
5116,6167.0,1.22,1.17,4.33
5117,5278.0,0.82,0.91,4.58
5118,5661.0,1.01,0.96,4.42
5119,5925.0,1.04,0.97,4.39
5120,5570.0,0.9,0.85,4.46
5121,6501.0,1.85,1.42,4.05
5122,6457.0,1.2,1.19,4.36
5123,4522.0,0.66,0.65,4.62
5124,4353.0,0.6,0.65,4.68
5125,6089.0,1.02,1.09,4.42
5126,6089.0,1.02,1.09,4.42
5127,6089.0,1.02,1.09,4.42
5128,5431.0,0.72,0.8,4.62
5129,6404.0,1.14,1.18,4.39
5130,5834.0,0.8,0.85,4.57
5131,6032.0,0.97,1.06,4.49
5132,5585.0,0.97,1.06,4.49
5133,4991.0,0.8,0.77,4.51
5134,5505.0,0.87,0.89,4.5
5135,6040.0,1.69,0.98,3.98
5136,3872.0,0.56,0.59,4.71
5137,6028.0,1.45,1.19,4.19
5138,5329.0,0.78,0.84,4.6
5139,5329.0,0.78,0.84,4.6
