,insolation_flux_earth,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius]
4060,32.27,737.0,24.3397804,0.1644,1.0
4061,7.01,503.0,76.5369586,0.3528,1.0
4062,105.33,775.0,4.754,0.0502,0.69
4063,45.6,628.0,8.92507,0.0763,0.69
4064,162.65,904.0,5.45298175,0.0595,0.81
4065,312.85,1072.0,3.26663995,0.0423,0.84
4066,218.63,981.0,4.27225018,0.0506,0.84
4067,453.14,1159.0,3.53232449,0.0459,1.04
4068,4.55,384.0,62.8916228,0.2881,0.83
4069,55.76,703.0,11.55562343,0.0983,0.9
4070,29.86,611.0,17.13263989,0.1242,0.81
4071,25.76,451.0,76.957857,0.3436,0.94
4072,150.06,922.0,2.36172433,0.0299,0.68
4073,197.85,1020.0,23.9210791,0.1871,1.84
4074,245.9,1080.0,3.17060005,0.0415,0.92
4075,1717.28,1693.0,0.81316672,0.0165,0.91
4076,92.53,586.0,5.188549,0.053,0.67
4077,51.62,507.0,8.041,0.06482,0.54
4078,31.02,446.0,11.776,0.08358,0.54
4079,13.05,500.0,24.0862707,0.1478,0.73
4080,1146.95,1471.0,2.34451194,0.0345,1.07
4081,147.82,902.0,18.3027248,0.1343,0.96
4082,173.06,976.0,2.88890485,0.0371,0.77
4083,0.57,234.0,210.630591,0.6477,0.77
4084,62.06,811.0,17.14647302,0.1291,0.96
4085,198.43,958.0,3.97076766,0.0443,0.75
4086,227.96,1019.0,2.3522658,0.0325,0.7
4087,206.56,872.0,10.62784997,0.0961,1.14
4088,815.41,1397.0,1.10446351,0.0188,0.77
4089,653.83,1128.0,3.73089898,0.0473,1.01
4090,1215.76,1489.0,2.403679,0.036,1.21
4091,209.1,960.0,8.990889,0.087,1.21
4092,153.74,1432.0,2.78786839,0.0382,0.72
4093,4.86,485.0,65.6478424,0.3197,0.85
4094,139.6,806.0,1.64680191,0.0223,0.53
4095,761.81,1343.0,1.75583533,0.0277,0.88
4096,652.97,1314.0,5.1856142,0.0631,1.43
4097,339.57,1117.0,8.45808312,0.0875,1.43
4098,32.52,609.0,33.469743,0.2006,1.03
4099,83.01,787.0,11.89520511,0.0994,1.0
4100,95.44,732.0,4.45743164,0.0448,0.71
4101,449.7,1079.0,13.5396293,0.1246,1.95
4102,80.98,677.0,22.70816791,0.1603,1.28
4103,594.45,1251.0,5.968734,0.069,1.45
4104,208.98,964.0,13.07163,0.116,1.45
4105,93.31,839.0,7.97034958,0.0755,0.89
4106,26.23,485.0,10.71252541,0.0784,0.57
4107,12.24,490.0,32.5637069,0.19,0.84
4108,511.76,1211.0,6.11786898,0.0685,1.35
4109,181.21,936.0,3.97599768,0.0457,0.79
4110,464.77,946.0,9.478522,0.0914,1.18
4111,40.76,644.0,29.96870041,0.1969,1.08
4112,14.19,486.0,33.2406882,0.1975,0.86
4113,1039.7,1419.0,1.00393374,0.0175,0.75
4114,4.11,379.0,55.8226539,0.2663,0.82
4115,348.05,1125.0,6.11009134,0.0709,1.23
4116,157.54,984.0,18.7959228,0.1445,1.61
4117,41.86,704.0,50.790391,0.2804,1.61
4118,69.54,705.0,9.98969327,0.088,0.76
4119,10171.0,2700.0,1.44259224,0.0284,1.95
4120,26.36,675.0,26.0204423,0.168,0.89
4121,1462.1,1650.0,0.7698536,0.0157,0.82
4122,641.81,1156.0,6.89225223,0.0732,1.04
4123,12.94,515.0,37.94563,0.2181,0.86
4124,26.09,595.0,24.1738579,0.1589,1.02
4125,11.86,377.0,106.247547,0.4301,0.97
4126,23.24,378.0,31.80634,0.1596,0.75
4127,288.57,1137.0,2.68505749,0.0346,0.81
4128,79.75,784.0,7.518496,0.073,1.09
4129,21.41,564.0,20.17202,0.141,1.09
4130,175.85,765.0,16.8601286,0.1246,1.14
4131,831.14,1374.0,4.89337519,0.0621,1.3
4132,197.88,796.0,11.17394617,0.0981,1.05
4133,61.66,555.0,28.5057189,0.1793,0.99
4134,18.04,529.0,53.5991044,0.2863,1.07
4135,9.31,355.0,104.3518976,0.4297,0.87
4136,85.39,724.0,16.07677615,0.1281,0.93
4137,72.96,701.0,18.87064068,0.1401,1.09
4138,165.57,775.0,17.1369543,0.135,1.06
4139,449.94,1158.0,3.78858982,0.0467,1.16
4140,745.28,1213.0,2.422082,0.035,0.84
4141,367.32,1016.0,4.125103,0.049,0.84
4142,24.21,609.0,10.45843441,0.0845,0.72
4143,167.18,952.0,5.60014851,0.0587,0.81
4144,34.74,600.0,25.2034787,0.1693,0.83
4145,1286.39,1453.0,2.83265213,0.0403,1.21
4146,49.35,676.0,16.22371307,0.1212,0.92
4147,79.03,702.0,8.49642241,0.0726,0.71
4148,8.3,436.0,66.1849031,0.3179,0.97
4149,267.14,1011.0,2.03231845,0.0283,0.72
4150,108.07,830.0,7.6847716,0.0732,0.9
4151,92.58,931.0,15.0447198,0.1152,1.17
4152,877.54,1480.0,4.4379629,0.0553,1.48
4153,42.69,575.0,6.312501,0.055,0.53
4154,16.62,455.0,12.794585,0.088,0.53
4155,544.53,1174.0,1.11854972,0.0188,0.7
4156,89.43,789.0,15.18725932,0.1183,1.24
4157,23.88,547.0,28.6851324,0.179,1.04
4158,723.81,1188.0,0.58800076,0.0114,0.61
4159,7.02,448.0,85.7350285,0.3877,1.03
4160,1038.49,1667.0,1.07839035,0.0196,0.81
4161,588.02,1314.0,1.21699766,0.0201,0.75
4162,352.51,802.0,13.68237119,0.1156,1.06
4163,37.66,665.0,11.08507637,0.0901,0.76
4164,63.25,755.0,25.369116,0.18,1.38
4165,220.49,997.0,3.177422,0.039,0.7
4166,7.3,425.0,41.008011,0.216,0.7
4167,152.05,856.0,8.07124073,0.0753,0.92
4168,139.85,840.0,11.01816836,0.0985,0.94
4169,142.1,795.0,12.94130146,0.1082,1.15
4170,595.42,1156.0,5.34982412,0.0635,1.21
4171,23.18,591.0,18.82634264,0.128,0.8
4172,253.96,1046.0,4.76703963,0.0528,0.93
4173,415.55,1191.0,4.37034536,0.0519,0.98
4174,1302.95,1542.0,2.03232507,0.0326,1.08
4175,84.83,684.0,22.9221266,0.1564,1.1
4176,430.69,1159.0,16.10467749,0.1418,1.94
4177,448.1,1159.0,5.766193,0.064,1.22
4178,160.5,897.0,12.465988,0.108,1.22
4179,77.14,747.0,21.587475,0.155,1.22
4180,36.3,618.0,37.993273,0.227,1.22
4181,21.52,543.0,56.268,0.287,0.95
4182,177.84,899.0,7.42693741,0.0734,0.99
4183,37.81,632.0,12.00096042,0.0906,0.82
4184,416.23,1246.0,1.91694425,0.0282,0.8
4185,20.51,557.0,16.301259,0.1186,0.75
4186,132.66,872.0,13.32351601,0.1165,1.22
4187,324.28,1453.0,7.01075434,0.0771,1.19
4188,140.38,809.0,17.2923453,0.1361,1.02
4189,4.18,369.0,94.2887577,0.4092,0.95
4190,1598.66,1757.0,0.57736958,0.0125,0.74
4191,0.52,212.0,86.828989,0.3006,0.51
4192,138.81,817.0,17.232366,0.135,1.26
4193,77.4,706.0,26.695074,0.181,1.26
4194,153.93,946.0,9.95661537,0.0921,1.08
4195,117.52,870.0,10.41725184,0.0914,1.0
4196,14.6,523.0,26.7839183,0.1673,0.89
4197,30.06,604.0,45.1263042,0.263,1.25
4198,40.12,625.0,11.94014029,0.096,0.76
4199,265.32,985.0,4.16055856,0.0491,0.9
4200,13.57,480.0,31.0571618,0.1803,0.82
4201,4.04,366.0,84.5733226,0.3778,0.9
4202,1195.2,1389.0,4.14787559,0.0541,1.48
4203,462.91,1183.0,5.19104016,0.0625,1.57
4204,198.84,892.0,3.410493,0.039,0.64
4205,30.72,560.0,13.821375,0.1,0.64
4206,10.5,428.0,30.950851,0.17,0.64
4207,539.13,1121.0,4.8663815,0.0557,0.96
4208,31.46,612.0,18.5525701,0.1336,0.8
4209,29.0,639.0,13.62798432,0.1039,0.74
4210,36.16,690.0,16.8320729,0.1256,0.94
4211,4756.32,1839.0,3.70428172,0.0502,1.77
4212,194.34,1043.0,4.35409304,0.0484,0.83
4213,328.98,1190.0,2.93658468,0.0372,0.83
4214,26.45,554.0,11.32271513,0.0848,0.69
4215,41.47,676.0,13.71220213,0.1091,0.82
4216,271.25,1035.0,7.46725407,0.0806,1.21
4217,98.34,647.0,24.3347127,0.167,1.28
4218,33.18,590.0,4.164389,0.041,0.51
4219,16.81,529.0,5.774464,0.051,0.51
4220,1866.19,1431.0,2.60754383,0.0393,0.98
4221,13.78,487.0,45.0904643,0.2478,0.89
4222,57.58,665.0,15.0540329,0.1078,1.09
4223,21.62,501.0,68.8861915,0.3133,1.1
4224,33.98,660.0,9.99113313,0.0833,0.75
4225,132.39,927.0,3.60084276,0.0422,0.75
4226,71.31,794.0,5.72717226,0.0575,0.75
4227,39.67,694.0,36.2919336,0.2226,1.12
4228,211.55,933.0,12.4127754,0.1063,1.36
4229,546.91,1252.0,2.66831376,0.0376,0.87
4230,2775.0,2335.0,0.98494017,0.0201,0.99
4231,2460.58,1681.0,0.66308526,0.0141,0.77
4232,298.09,1009.0,10.495711,0.099,1.36
4233,112.13,790.0,21.869741,0.162,1.36
4234,14.71,475.0,100.283134,0.448,1.36
4235,171.93,823.0,19.1187753,0.1444,1.08
4236,4.74,396.0,48.4308991,0.239,0.77
4237,142.54,949.0,8.67900242,0.083,0.98
4238,144.81,907.0,4.55139967,0.0499,0.8
4239,2367.8,1677.0,0.96852602,0.0191,0.98
4240,58.15,732.0,6.49441289,0.0612,0.69
4241,10.31,489.0,28.474748,0.1689,0.76
4242,142.39,881.0,4.86631012,0.052,0.83
4243,86.47,774.0,13.0313945,0.1057,1.2
4244,40.65,627.0,40.9903986,0.2383,1.09
4245,69.0,657.0,37.3331536,0.226,1.15
4246,159.16,884.0,14.435889,0.125,1.36
4247,61.69,698.0,29.393195,0.2,1.36
4248,31.52,590.0,48.630408,0.28,1.36
4249,1217.39,1598.0,6.03356196,0.0663,3.38
4250,975.18,1484.0,3.0255955,0.0418,1.23
4251,34.43,542.0,51.1309704,0.2705,1.09
4252,14.88,573.0,28.625653,0.1857,0.91
4253,975.81,1384.0,6.98152703,0.0806,2.17
4254,822.48,1368.0,3.65691115,0.0488,1.36
4255,139.77,886.0,12.5720095,0.1072,1.21
4256,12.11,496.0,40.8365012,0.2237,0.92
4257,1314.67,1213.0,3.23941344,0.0419,1.16
4258,190.85,738.0,23.4774101,0.1633,1.33
4259,227.4,968.0,15.09,0.1231,1.61
4260,130.98,843.0,22.804,0.1622,1.61
4261,35.29,757.0,66.5579057,0.38,1.32
4262,375.55,1123.0,3.11602791,0.0415,0.83
4263,672.53,1418.0,2.13194651,0.0335,0.89
4264,80.34,764.0,12.9460978,0.1062,1.25
4265,2190.08,1703.0,0.66407381,0.0143,0.79
4266,181.59,874.0,14.7967458,0.1268,1.28
4267,151.77,888.0,11.25402929,0.0991,0.98
4268,78.16,796.0,11.47685909,0.0976,0.94
4269,3906.36,2017.0,2.76122421,0.0435,1.29
4270,223.44,1113.0,7.99019627,0.0785,1.17
4271,158.31,910.0,15.79,0.13,1.65
4272,17.55,525.0,82.2,0.39,1.65
4274,443.22,1098.0,4.69500134,0.0557,0.93
4275,62.82,739.0,8.63043276,0.0779,0.8
4276,521.1,1195.0,3.27646405,0.0443,0.93
4277,929.12,1183.0,5.57654784,0.0659,1.28
4278,12.36,401.0,115.6862258,0.4684,0.97
4279,279.94,1029.0,3.81371974,0.0464,0.89
4280,399.01,1285.0,8.3839865,0.0896,0.83
4281,2760.59,1790.0,1.68189002,0.0283,0.99
4282,1003.03,1373.0,7.12811928,0.082,2.0
4283,45.15,588.0,19.9400874,0.1357,0.91
4284,221.73,982.0,8.457458,0.079,1.13
4285,46.01,683.0,27.50868,0.178,1.17
4286,9.83,451.0,87.517905,0.377,1.13
4287,149.41,954.0,22.2419092,0.1655,1.79
4288,76.14,734.0,9.08237046,0.0815,0.81
4289,58.34,778.0,8.83922659,0.0795,0.82
4290,182.38,891.0,7.56127224,0.0751,1.0
4291,61.87,715.0,16.1288853,0.1202,0.81
4292,103.51,733.0,13.5630972,0.1109,0.96
4293,52.15,678.0,16.29595382,0.123,0.97
4294,41.19,768.0,18.01621096,0.1369,1.08
4295,58.11,662.0,2.10433812,0.025,0.34
4296,13.77,491.0,28.8432647,0.1679,0.8
4297,66.12,718.0,16.092,0.1238,1.03
4298,35.74,615.0,25.5169,0.1684,1.03
4299,2830.91,1883.0,0.67933627,0.0148,0.88
4300,296.92,1019.0,11.1726994,0.0989,1.4
4301,2144.55,1671.0,2.53573424,0.0368,1.4
4302,5.54,391.0,197.5110016,0.6711,1.67
4303,219.12,978.0,5.44832529,0.0603,0.92
4304,1797.63,1659.0,1.11611998,0.0209,0.91
4305,227.2,1012.0,3.83309118,0.046,0.85
4306,36.05,625.0,5.42474928,0.0504,0.59
4307,897.9,1541.0,0.84338011,0.0163,0.75
4308,86.27,777.0,6.56606007,0.064,0.86
4309,10.71,446.0,87.9732136,0.3859,1.12
4310,2413.26,1796.0,0.56887443,0.0128,0.79
4311,0.49,202.0,213.257663,0.6085,0.7
4312,38.45,557.0,2.88676265,0.0296,0.54
4313,292.35,1082.0,6.178196,0.067,1.18
4314,278.29,1069.0,6.414914,0.068,1.18
4315,70.21,758.0,18.010199,0.136,1.18
4316,6.27,414.0,110.2869374,0.4393,1.1
4317,672.11,1389.0,0.86838653,0.0163,0.74
4318,13.55,408.0,11.12830484,0.0781,0.53
4319,115.91,697.0,2.22649109,0.0267,0.53
4320,15.84,509.0,5.72092009,0.0501,0.5
4321,2651.42,1666.0,0.96286738,0.0183,0.87
4322,144.06,883.0,6.45998001,0.0652,0.8
4323,5067.6,2291.0,0.92990668,0.0191,1.4
4324,98.41,895.0,4.11584468,0.0466,0.73
4325,18.15,564.0,33.8786838,0.2004,0.91
4326,47.84,938.0,42.3514267,0.2743,1.74
4327,112.85,831.0,14.88801098,0.1186,1.03
4328,545.67,1214.0,4.52158888,0.0529,0.99
4329,26.64,577.0,9.33646594,0.0747,0.69
4330,408.58,1041.0,8.129976,0.083,1.43
4331,67.16,663.0,31.517586,0.204,1.43
4332,322.4,879.0,10.10769068,0.0889,0.94
4333,547.29,1244.0,0.78916165,0.0142,0.69
4334,77.56,728.0,11.87456832,0.0986,0.9
4335,3.3,428.0,109.6471842,0.4382,0.92
4336,78.36,710.0,15.64591713,0.1229,0.91
4337,80.74,809.0,6.26406846,0.0615,0.74
4338,103.72,793.0,23.198681,0.1595,1.3
4339,662.71,1260.0,5.77721211,0.0631,1.3
4340,9.18,437.0,24.4002549,0.1441,0.67
4341,4712.11,2124.0,0.93511806,0.0193,1.05
4342,3094.82,1642.0,1.34155513,0.0234,0.93
4343,301.37,1105.0,5.317429,0.06,1.18
4344,128.09,892.0,10.105785,0.092,1.18
4345,4793.0,2174.0,0.66502692,0.0153,1.42
4346,1.14,241.0,132.9968322,0.4498,0.72
4347,559.27,1283.0,2.21571036,0.0313,0.9
4348,1021.9,1294.0,3.35183158,0.0449,0.93
4349,425.17,1219.0,4.7683049,0.0568,1.13
4350,68.47,693.0,44.6169557,0.2638,1.55
4351,545.58,1236.0,3.40165668,0.044,1.21
4352,34.32,617.0,14.00947528,0.104,0.79
4353,49.66,636.0,27.5722742,0.1834,1.04
4354,1862.33,1668.0,2.12823928,0.0341,1.28
4355,496.68,1209.0,6.00253,0.067,1.27
4356,209.97,975.0,11.448708,0.103,1.27
4357,27.18,535.0,4.4968604,0.0413,0.53
4358,94.05,730.0,1.76678906,0.0222,0.53
4359,421.96,1212.0,0.91614077,0.0156,0.67
4360,1892.59,1701.0,1.87788275,0.03,1.16
4361,10.77,491.0,24.7543966,0.153,0.72
4362,18.86,466.0,76.613377,0.3521,1.24
4363,944.87,1448.0,1.28958811,0.0224,0.83
4364,1966.06,1714.0,0.63400294,0.0136,0.78
4365,449.98,1177.0,3.0091324,0.041,0.9
4366,98.83,827.0,7.06317341,0.0656,0.79
4367,2.45,369.0,59.4970952,0.2769,0.72
4368,257.98,951.0,11.5789,0.106,1.35
4369,162.04,847.0,16.399235,0.133,1.35
4370,82.56,933.0,40.5286413,0.2866,1.83
4371,186.07,1061.0,3.57554956,0.0431,0.79
4372,1.01,248.0,136.205626,0.4626,0.74
4373,191.92,988.0,2.94194094,0.0363,0.72
4374,672.06,1299.0,13.32196237,0.1284,1.79
4375,456.25,969.0,7.69993485,0.075,1.05
4376,864.04,1137.0,4.77468005,0.0545,1.05
4377,134.98,783.0,2.16457097,0.0273,0.6
4378,225.23,998.0,1.57409027,0.0236,0.6
4379,4849.26,2085.0,0.67564949,0.0153,1.08
4380,37.16,667.0,25.873148,0.1741,0.99
4381,86.33,742.0,8.436387,0.077,0.8
4382,29.77,568.0,18.735753,0.13,0.8
4383,132.59,770.0,20.2641684,0.1495,1.29
4384,503.72,1075.0,7.44142113,0.0767,1.29
4385,414.76,1015.0,3.4462039,0.0393,0.83
4386,853.27,1216.0,2.00541269,0.0274,0.83
4387,2176.36,1655.0,1.31155557,0.024,0.97
4388,10436.6,1887.0,1.29123275,0.0242,1.33
4389,59.79,737.0,10.65276707,0.0918,0.81
4390,2948.36,1543.0,3.3004192,0.0471,1.78
4391,278.9,1042.0,5.30880656,0.0598,0.97
4392,2909.21,1873.0,0.74092842,0.0153,0.82
4393,14.87,525.0,11.95398936,0.0885,0.67
4394,1600.05,1564.0,0.88184115,0.0171,0.79
4395,9.9,452.0,10.3134,0.0753,0.54
4396,6.8,410.0,13.7815,0.0913,0.54
4397,3.4,345.0,23.0923,0.1288,0.54
4398,1.73,292.0,38.23,0.1803,0.54
4399,90.1,786.0,10.3108245,0.0917,0.94
4400,29.7,649.0,25.3842686,0.1728,0.94
4401,198.47,959.0,16.3583055,0.1404,1.72
4402,231.4,928.0,13.9093583,0.1179,1.44
4403,32.23,608.0,15.36262753,0.1126,0.74
4404,1591.48,1423.0,2.88879862,0.0415,1.29
4405,196.53,1011.0,6.73972381,0.068,1.03
4406,300.31,1123.0,2.27952666,0.031,0.77
4407,17.67,434.0,12.2854603,0.0882,0.61
4408,51.04,566.0,5.53608151,0.0519,0.61
4409,8.66,363.0,20.9568158,0.126,0.61
4410,3.97,299.0,37.6327084,0.1861,0.61
4411,1.87,300.0,99.2530951,0.3869,0.74
4412,64.78,752.0,15.771044,0.127,1.3
4413,3.02,350.0,157.072878,0.586,1.3
4414,171.13,934.0,6.48021673,0.0662,0.98
4415,33.34,513.0,54.4092333,0.2768,1.1
4416,61.42,714.0,15.1410397,0.1189,0.85
4417,574.37,1249.0,2.44357812,0.0337,0.92
4418,2023.01,1947.0,3.93766373,0.0555,2.55
4419,730.53,1311.0,3.78470649,0.0494,1.23
4420,71.82,786.0,18.2206421,0.1406,1.27
4421,58.1,551.0,47.449955,0.2602,1.12
4422,1249.49,1510.0,2.78815679,0.0392,1.18
4423,738.18,1324.0,4.13827595,0.051,1.18
4424,1707.25,1610.0,1.63865306,0.0276,0.96
4425,1029.51,1605.0,6.790123,0.0771,2.05
4426,848.7,1301.0,3.25427,0.045,1.29
4427,9.96,428.0,91.353282,0.414,1.29
4428,44.52,725.0,9.06689421,0.0771,0.78
4429,100.91,808.0,11.20066445,0.0975,1.1
4430,2491.12,1789.0,2.03387914,0.0322,0.87
4431,699.64,1238.0,5.19492202,0.064,1.15
4432,39.0,596.0,15.9314739,0.1143,0.8
4433,33.8,565.0,28.2274184,0.1778,1.07
4434,125.89,854.0,11.62905828,0.0987,1.12
4435,78.67,826.0,20.0711504,0.1502,1.15
4436,1982.27,1616.0,2.99793191,0.0425,1.35
4437,1552.13,1733.0,0.76486493,0.0152,0.79
4438,228.66,968.0,3.107675,0.039,0.79
4439,77.41,738.0,7.010606,0.067,0.79
4440,1.06,290.0,60.866168,0.2543,0.6
4441,8.93,441.0,86.1150888,0.4001,0.92
4442,1087.78,1397.0,3.6146051,0.0461,1.27
4443,42.83,661.0,13.1829642,0.1066,0.8
4444,209.46,1033.0,3.51576315,0.0426,0.75
4445,2138.08,1846.0,0.63642408,0.0144,0.84
4446,2658.55,1870.0,1.49514952,0.0257,1.15
4447,114.33,695.0,20.3505213,0.1431,1.02
4448,7.29,419.0,22.4764425,0.131,0.72
4449,21.24,510.0,42.5215895,0.2391,1.01
4450,1247.91,1597.0,2.024152,0.032,1.27
4451,399.44,1201.0,4.761702,0.057,1.27
4452,22.07,582.0,41.809118,0.242,1.27
4453,131.53,806.0,6.69960006,0.0671,0.79
4454,649.15,1209.0,6.9131112,0.0762,1.42
4455,156.9,833.0,18.6051942,0.1499,1.23
4456,71.16,741.0,23.955378,0.1586,0.75
4457,37.12,629.0,29.6091744,0.1861,1.07
4458,216.41,676.0,14.4541302,0.1038,0.95
4459,95.22,797.0,14.2563227,0.1187,1.02
4460,2730.51,1844.0,0.96897238,0.0197,1.01
4461,817.58,1049.0,10.67607169,0.1059,1.36
4462,551.16,1199.0,4.48487493,0.055,1.07
4463,118.33,838.0,16.007583,0.127,1.36
4464,58.7,703.0,27.082511,0.181,1.36
4465,208.54,969.0,2.46050993,0.0304,0.72
4466,469.82,1064.0,5.86601526,0.0648,1.03
4467,119.24,709.0,23.9109011,0.1696,1.13
4468,535.42,1226.0,4.13592271,0.0516,1.19
4469,925.29,1320.0,8.05333618,0.0894,2.04
4470,893.89,1331.0,4.45343281,0.0546,1.32
4471,772.08,1001.0,9.705716,0.0907,1.09
4472,83.14,770.0,10.9295461,0.0951,0.9
4473,561.12,1490.0,2.31942009,0.0346,0.96
4474,9.08,420.0,8.07392849,0.0594,0.43
4475,426.72,1253.0,5.885273,0.066,1.24
4476,207.25,1046.0,10.104665,0.094,1.24
4477,44.73,597.0,39.859484,0.2274,0.96
4478,33.05,682.0,39.4419839,0.2346,1.0
4479,25.97,522.0,81.4162941,0.4039,1.44
4480,2809.16,1602.0,2.41811321,0.0368,1.27
4481,25.94,581.0,33.42035034,0.2015,1.05
4482,248.55,987.0,10.60052251,0.0948,1.26
4483,1213.33,1539.0,0.68996783,0.0141,0.75
4484,10.35,522.0,56.6747285,0.2836,0.95
4485,86.64,811.0,12.27065865,0.1058,0.93
4486,271.88,867.0,13.2274528,0.1176,1.1
4487,154.71,873.0,22.951,0.1699,1.85
4488,67.19,709.0,42.882,0.2578,1.85
4489,3.08,308.0,54.5094166,0.2401,0.68
4490,18.75,523.0,35.622233,0.2101,0.99
4491,73.5,810.0,42.913751,0.2697,2.06
4492,11.89,503.0,47.1611696,0.262,0.94
4493,9.08,492.0,47.0319479,0.2447,0.86
4494,1.53,298.0,49.276764,0.2149,0.6
4495,8.23,433.0,18.1373829,0.1132,0.62
4496,23.47,478.0,51.1110243,0.2668,1.01
4497,8.29,493.0,47.9872764,0.2495,0.94
4498,3.51,349.0,62.8691611,0.2829,0.74
4499,32.89,639.0,31.158799,0.2,1.21
4500,9.89,473.0,76.732171,0.364,1.21
4501,5.47,391.0,29.9633247,0.1614,0.67
4502,8.88,451.0,29.3494775,0.1715,0.74
4503,4.7,390.0,65.6488341,0.3094,1.0
4504,57.63,619.0,25.15864,0.1694,0.95
4505,89.47,564.0,31.7785901,0.1803,1.01
4506,968.55,1023.0,5.32786292,0.0548,1.01
4507,6.25,668.0,31.8277111,0.1939,0.71
4508,21.88,585.0,31.1750448,0.1942,1.02
4509,7.92,411.0,47.0569043,0.2388,0.82
4510,481.35,1093.0,8.23984869,0.0817,1.05
4511,1479.57,1448.0,3.54553021,0.0466,1.05
4512,52.77,819.0,19.59059906,0.1456,1.5
4513,24.9,551.0,21.8635301,0.1466,0.89
4514,224.61,953.0,12.610584,0.113,1.47
4515,61.29,689.0,33.416423,0.216,1.47
4516,23.92,574.0,16.2950903,0.116,0.76
4517,314.23,1238.0,3.63899398,0.0453,0.93
4518,57.08,613.0,38.1312831,0.2322,1.25
4519,111.01,783.0,14.4273551,0.116,1.09
4520,21.39,561.0,36.4333452,0.2108,1.04
4521,13.76,441.0,82.177374,0.373,1.28
4522,75.64,860.0,10.35863224,0.0932,0.96
4523,78.16,674.0,11.55530021,0.0911,0.78
4524,85.28,598.0,26.0840594,0.1681,1.06
4525,98.57,746.0,14.53261362,0.1173,0.98
4526,609.02,1284.0,1.729366,0.028,0.85
4527,187.2,957.0,4.180043,0.05,0.85
4528,6.53,413.0,51.84688575,0.2607,0.81
4529,16.32,721.0,22.12679948,0.1525,0.81
4530,71.94,797.0,5.94220998,0.059,0.75
4531,86.5,678.0,12.25383217,0.1016,0.84
4532,265.02,1131.0,9.5085156,0.0958,1.4
4533,35.92,624.0,30.4549136,0.1939,0.92
4534,85.18,728.0,19.9157725,0.1467,1.12
4535,22.37,538.0,54.6495759,0.2846,1.12
4536,323.29,1682.0,7.31946363,0.0898,1.63
4537,73.34,650.0,39.8189932,0.2285,1.31
4538,510.35,1212.0,6.15826988,0.0658,1.52
4539,11.89,400.0,82.294751,0.3679,0.9
4540,23.64,540.0,29.198943,0.184,0.95
4541,10.08,436.0,55.328328,0.281,0.95
4542,2.45,306.0,160.018032,0.571,0.95
4543,3.79,348.0,92.4362973,0.3729,0.87
4544,138.11,821.0,16.5861762,0.127,0.99
4545,11.52,801.0,16.75255007,0.1262,0.72
4546,137.91,874.0,15.0217983,0.1197,1.29
4547,9.11,415.0,91.080482,0.3982,0.94
4548,9.1,443.0,85.273256,0.3677,1.04
4549,18.38,535.0,64.6588017,0.3211,1.27
4550,172.38,924.0,8.74199772,0.0817,0.95
4551,9.86,564.0,48.051405,0.2528,0.81
4552,7.37,409.0,44.2008,0.2196,0.78
4553,430.68,1251.0,4.942782,0.05714,0.99
4554,367.26,1131.0,3.428054,0.044,0.94
4555,132.09,876.0,7.381998,0.073,0.94
4556,65.14,734.0,12.56093,0.104,0.94
4557,19.67,544.0,30.826557,0.189,0.94
4559,131.82,928.0,15.0330105,0.1236,1.0
4560,100.0,787.0,14.5564533,0.1228,1.3
4561,77.32,608.0,41.7083629,0.2482,1.72
4562,5.64,321.0,96.16987,0.3771,0.74
4563,25.17,485.0,82.304003,0.3704,0.81
4564,36.12,525.0,30.8609366,0.1862,0.86
4565,235.81,783.0,14.0329154,0.1168,0.93
4566,30.48,630.0,16.0506213,0.1234,0.85
4567,116.14,967.0,20.7056504,0.1629,1.22
4568,83.08,667.0,25.4338197,0.1707,0.99
4569,40.73,639.0,15.228958,0.116,0.83
4570,21.41,544.0,24.674612,0.16,0.83
4571,14.04,537.0,84.703921,0.4089,1.28
4572,228.22,903.0,23.2382792,0.1753,1.29
4573,1.6,322.0,20.35972599,0.1097,0.67
4574,2.23,346.0,160.88465087,0.5416,0.97
4575,3.23,388.0,217.83184,0.753,1.29
4576,193.0,1066.0,10.514181,0.0997,1.29
4577,6.02,380.0,214.3114164,0.7655,1.41
4578,615.25,967.0,7.25931979,0.0718,1.07
4579,1526.98,2336.0,5.54608367,0.078,1.95
4580,1079.46,1351.0,5.11177904,0.0593,1.88
4581,3.94,342.0,240.7989397,0.7655,0.91
4582,21.08,551.0,18.207973,0.124,0.72
4583,2.57,326.0,88.255055,0.356,0.72
4584,1134.39,1437.0,0.65355357,0.0129,0.71
4585,5.12,391.0,47.14840805,0.2317,0.76
4586,1513.46,1374.0,1.84788917,0.0288,0.93
4587,2218.14,1676.0,0.93875077,0.0185,0.96
4588,8.44,438.0,70.9674603,0.3392,1.25
4589,715.11,1343.0,2.41660118,0.036,1.04
4590,99.1,787.0,3.908632,0.0418,0.69
4591,7.81,450.0,160.129918,0.6276,1.32
4592,1106.85,1549.0,1.79111021,0.0296,1.03
4593,115.77,817.0,5.33905686,0.0525,0.77
4594,21.61,621.0,18.870227,0.129,0.89
4595,6.42,458.0,46.90232,0.237,0.89
4596,353.56,1484.0,2.5904434,0.0371,0.88
4597,135.18,1167.0,5.3227406,0.06,0.88
4598,211.08,972.0,9.20761013,0.0865,1.3
